HD,BJD,RVel,e_RVel,r_RVel,SHK,e_SHK,EWHa,e_EWHa,Filename
HD216803,2453369.71007,-0.90,1.78,HIRES-Post,1.0099,3.2e-05,-1.0000,-1.0000,rj04.816
HD216803,2454667.14016,-0.15,1.65,HIRES-Post,0.9373,1.1e-05,-1.0000,-1.0000,rj56.192
HD216803,2454704.04336,-10.84,1.49,HIRES-Post,1.0271,1.2e-05,-1.0000,-1.0000,rj60.982
HD216803,2454805.79845,-17.04,1.78,HIRES-Post,0.9785,2.2e-05,-1.0000,-1.0000,rq07.99
HD216803,2455426.06677,27.37,1.58,HIRES-Post,1.0724,1.7e-05,-1.0000,-1.0000,rq36.155
HD216803,2455728.12534,-6.02,1.89,HIRES-Post,1.0374,3.2e-05,-1.0000,-1.0000,rq50.895
HD216803,2456476.13542,11.62,1.82,HIRES-Post,0.9998,2.2e-05,-1.0000,-1.0000,rq66.1332
HD216803,2456525.10880,4.17,1.98,HIRES-Post,1.1017,5.2e-05,-1.0000,-1.0000,rq67.1926
HD216803,2456638.68923,-1.13,2.03,HIRES-Post,0.9854,2.4e-05,-1.0000,-1.0000,rq69.2271
HD216803,2457562.13277,-1.59,1.49,HIRES-Post,0.9940,1.4e-05,-1.0000,-1.0000,rq74.3837
