HD,BJD,RVel,e_RVel,r_RVel,SHK,e_SHK,EWHa,e_EWHa,Filename
HD196761,2453237.91403,4.48,1.45,HIRES-Post,0.1576,1.6e-06,-1.0000,-1.0000,rj01.146
HD196761,2453237.93723,0.06,1.47,HIRES-Post,0.1594,1.6e-06,-1.0000,-1.0000,rj01.155
HD196761,2453237.95015,6.12,1.45,HIRES-Post,0.1588,1.7e-06,-1.0000,-1.0000,rj01.161
HD196761,2453301.71826,-5.29,1.48,HIRES-Post,0.1477,1.6e-06,-1.0000,-1.0000,rj02.127
HD196761,2453547.01523,1.79,1.28,HIRES-Post,0.1651,1.7e-06,-1.0000,-1.0000,rj08.226
HD196761,2453547.01633,-2.62,1.13,HIRES-Post,0.1634,1.7e-06,-1.0000,-1.0000,rj08.227
HD196761,2453547.01743,-0.31,1.14,HIRES-Post,0.1674,1.7e-06,-1.0000,-1.0000,rj08.228
HD196761,2453549.03408,-1.79,1.07,HIRES-Post,0.1624,1.7e-06,-1.0000,-1.0000,rj08.846
HD196761,2453549.03515,1.66,1.14,HIRES-Post,0.1643,1.7e-06,-1.0000,-1.0000,rj08.847
HD196761,2453549.03625,-2.46,1.18,HIRES-Post,0.1595,1.7e-06,-1.0000,-1.0000,rj08.848
HD196761,2453549.96367,-0.66,1.28,HIRES-Post,0.1654,1.7e-06,-1.0000,-1.0000,rj08.1179
HD196761,2453549.96474,-1.31,1.16,HIRES-Post,0.1655,1.8e-06,-1.0000,-1.0000,rj08.1180
HD196761,2453549.96586,-1.19,1.34,HIRES-Post,0.1634,1.8e-06,-1.0000,-1.0000,rj08.1181
HD196761,2453551.03136,-1.00,1.07,HIRES-Post,0.1650,1.8e-06,-1.0000,-1.0000,rj08.1606
HD196761,2453551.03243,-1.60,1.18,HIRES-Post,0.1627,1.7e-06,-1.0000,-1.0000,rj08.1607
HD196761,2453551.03351,-2.28,1.14,HIRES-Post,0.1604,1.7e-06,-1.0000,-1.0000,rj08.1608
HD196761,2453551.97596,-1.09,1.02,HIRES-Post,0.1605,1.7e-06,-1.0000,-1.0000,rj08.2002
HD196761,2453551.97701,1.15,1.14,HIRES-Post,0.1625,1.7e-06,-1.0000,-1.0000,rj08.2003
HD196761,2453551.97817,-0.19,1.07,HIRES-Post,0.1621,1.7e-06,-1.0000,-1.0000,rj08.2004
HD196761,2453570.95699,-0.42,1.29,HIRES-Post,0.1600,1.7e-06,-1.0000,-1.0000,rj09.190
HD196761,2453570.95962,-0.77,1.21,HIRES-Post,0.1592,1.7e-06,-1.0000,-1.0000,rj09.191
HD196761,2453570.96443,-4.11,1.35,HIRES-Post,0.1591,1.8e-06,-1.0000,-1.0000,rj09.192
HD196761,2453926.97290,2.21,1.27,HIRES-Post,0.1511,1.6e-06,-1.0000,-1.0000,rj19.586
HD196761,2453926.97433,5.91,1.33,HIRES-Post,0.1545,1.7e-06,-1.0000,-1.0000,rj19.587
HD196761,2453926.97557,5.21,1.26,HIRES-Post,0.1457,1.5e-06,-1.0000,-1.0000,rj19.588
HD196761,2454336.97656,1.00,1.41,HIRES-Post,0.1686,2.8e-06,-1.0000,-1.0000,rj43.2148
