HD,BJD,RVel,e_RVel,r_RVel,SHK,e_SHK,EWHa,e_EWHa,Filename
HD50281,2457727.00384,8.99,1.97,APF,0.4631,0.0026,-1.0000,-1.0000,rl15.4537
HD50281,2457727.00642,-1.32,1.87,APF,0.4705,0.0026,-1.0000,-1.0000,rl15.4538
HD50281,2457727.00892,3.39,1.91,APF,0.4724,0.0026,-1.0000,-1.0000,rl15.4539
HD50281,2457782.86132,-3.83,1.22,APF,0.5537,0.002,-1.0000,-1.0000,rl15.7991
HD50281,2457816.75190,-16.02,1.20,APF,0.5607,0.002,-1.0000,-1.0000,rl16.877
HD50281,2457830.68068,-9.69,1.21,APF,0.5650,0.002,-1.0000,-1.0000,rl16.1874
HD50281,2457841.69606,-2.65,1.14,APF,0.5683,0.0019,-1.0000,-1.0000,rl16.3677
HD50281,2458033.99674,-3.61,1.16,APF,0.5591,0.002,-1.0000,-1.0000,rl18.800
HD50281,2458035.04089,-5.54,1.08,APF,0.5623,0.002,-1.0000,-1.0000,rl18.1007
HD50281,2458071.06028,0.70,1.13,APF,0.5582,0.002,-1.0000,-1.0000,rl18.4023
HD50281,2458080.04357,-8.76,1.21,APF,0.5757,0.0019,-1.0000,-1.0000,rl18.4626
HD50281,2458089.77367,1.57,1.16,APF,0.5586,0.0021,-1.0000,-1.0000,rl18.5492
HD50281,2458090.03230,0.60,1.63,APF,0.5091,0.0025,-1.0000,-1.0000,rl18.5514
HD50281,2458090.04796,-2.11,1.66,APF,0.5010,0.0026,-1.0000,-1.0000,rl18.5515
HD50281,2458090.06084,-0.24,1.78,APF,0.4751,0.0026,-1.0000,-1.0000,rl18.5516
HD50281,2458097.75167,4.02,1.02,APF,0.5600,0.0021,-1.0000,-1.0000,rl18.5896
HD50281,2458098.75641,7.90,1.08,APF,0.5563,0.0021,-1.0000,-1.0000,rl18.6194
HD50281,2458099.99649,9.10,1.16,APF,0.5766,0.002,-1.0000,-1.0000,rl18.6386
HD50281,2458100.74849,0.59,1.30,APF,0.5630,0.0023,-1.0000,-1.0000,rl18.6594
HD50281,2458105.88726,-2.44,1.23,APF,0.5821,0.0019,-1.0000,-1.0000,rl18.7399
HD50281,2458398.03755,1.66,1.65,APF,0.5281,0.0025,-1.0000,-1.0000,rl21.5547
HD50281,2458398.05092,-1.05,1.08,APF,0.5631,0.0022,-1.0000,-1.0000,rl21.5548
HD50281,2458414.03269,-7.49,1.04,APF,0.5601,0.002,-1.0000,-1.0000,rl21.8223
HD50281,2458417.00883,0.82,0.92,APF,0.5469,0.002,-1.0000,-1.0000,rl21.8829
HD50281,2458421.03448,7.82,1.20,APF,0.5493,0.0022,-1.0000,-1.0000,rl21.9119
HD50281,2458421.94132,4.58,1.66,APF,0.4975,0.0025,-1.0000,-1.0000,rl21.9313
HD50281,2458421.94761,9.08,1.64,APF,0.4975,0.0025,-1.0000,-1.0000,rl21.9314
HD50281,2458423.94568,-2.18,1.37,APF,0.5410,0.0023,-1.0000,-1.0000,rl21.9605
HD50281,2458425.00828,-1.25,1.05,APF,0.5532,0.0022,-1.0000,-1.0000,rl21.9813
HD50281,2458425.01465,-2.97,0.96,APF,0.5599,0.0023,-1.0000,-1.0000,rl21.9814
HD50281,2458736.00280,-14.51,1.98,APF,0.4422,0.0026,-1.0000,-1.0000,rl25.9529
HD50281,2458736.00620,-11.19,1.98,APF,0.4414,0.0026,-1.0000,-1.0000,rl25.9530
HD50281,2458736.01635,-19.85,1.66,APF,0.4454,0.0025,-1.0000,-1.0000,rl25.9531
HD50281,2459132.04407,-6.11,1.08,APF,0.5073,0.0023,-1.0000,-1.0000,rl34.5594
HD50281,2459142.00361,-4.29,1.00,APF,0.5338,0.0022,-1.0000,-1.0000,rl34.8111
HD50281,2459142.01257,-2.48,1.02,APF,0.5386,0.0022,-1.0000,-1.0000,rl34.8112
HD50281,2459146.99140,-3.91,1.08,APF,0.5195,0.0022,-1.0000,-1.0000,rl34.9286
HD50281,2459146.99954,-4.58,1.04,APF,0.5158,0.0022,-1.0000,-1.0000,rl34.9287
HD50281,2459155.87192,-9.70,1.02,APF,0.5283,0.0023,-1.0000,-1.0000,rl35.1617
HD50281,2459155.88327,-11.93,1.06,APF,0.5290,0.0023,-1.0000,-1.0000,rl35.1618
HD50281,2459158.89913,1.21,1.13,APF,0.5176,0.0022,-1.0000,-1.0000,rl35.2489
HD50281,2459158.90849,-2.44,1.19,APF,0.5239,0.0022,-1.0000,-1.0000,rl35.2490
HD50281,2459166.92026,1.68,1.21,APF,0.5374,0.0022,-1.0000,-1.0000,rl35.4326
HD50281,2459166.93476,2.88,1.09,APF,0.5476,0.0022,-1.0000,-1.0000,rl35.4327
HD50281,2459169.90266,-4.30,1.20,APF,0.5374,0.0022,-1.0000,-1.0000,rl35.5115
HD50281,2459169.91436,-3.19,1.19,APF,0.5414,0.0022,-1.0000,-1.0000,rl35.5116
HD50281,2459175.89536,15.18,2.72,APF,0.4879,0.0026,-1.0000,-1.0000,rl35.6514
HD50281,2459175.90143,7.96,2.59,APF,0.4826,0.0026,-1.0000,-1.0000,rl35.6515
HD50281,2459178.92861,0.72,1.17,APF,0.5276,0.0022,-1.0000,-1.0000,rl35.7321
HD50281,2459178.94253,-0.11,1.35,APF,0.5282,0.0023,-1.0000,-1.0000,rl35.7322
HD50281,2459182.89067,6.42,1.22,APF,0.5236,0.0023,-1.0000,-1.0000,rl35.7820
HD50281,2459182.89746,7.75,1.22,APF,0.5275,0.0023,-1.0000,-1.0000,rl35.7821
