HD,BJD,RVel,e_RVel,r_RVel,SHK,e_SHK,EWHa,e_EWHa,Filename
HD14412,2457336.78394,-0.42,0.57,HARPS-Post,0.1763,0.0018,-1.0000,-1.0000,2015-11-10T06:34:17
HD14412,2457339.76926,0.24,0.60,HARPS-Post,0.1698,0.0017,-1.0000,-1.0000,2015-11-13T06:13:27
HD14412,2457340.74110,-1.04,0.61,HARPS-Post,0.1758,0.0013,-1.0000,-1.0000,2015-11-14T05:32:49
HD14412,2457341.79798,-0.90,0.73,HARPS-Post,0.1755,0.0016,-1.0000,-1.0000,2015-11-15T06:55:05
HD14412,2457359.76510,-0.14,1.09,HARPS-Post,0.1699,0.0028,-1.0000,-1.0000,2015-12-03T06:07:16
HD14412,2457360.76431,1.07,0.43,HARPS-Post,0.1669,0.0017,-1.0000,-1.0000,2015-12-04T06:07:52
HD14412,2457361.74408,0.36,0.57,HARPS-Post,0.1644,0.0019,-1.0000,-1.0000,2015-12-05T05:38:40
HD14412,2457739.60612,-0.14,0.90,HARPS-Post,0.1869,0.0021,-1.0000,-1.0000,2016-12-17T02:26:14
HD14412,2457739.60939,0.28,0.93,HARPS-Post,0.1807,0.0026,-1.0000,-1.0000,2016-12-17T02:31:45
HD14412,2457739.61337,-0.39,0.94,HARPS-Post,0.1784,0.003,-1.0000,-1.0000,2016-12-17T02:37:32
HD14412,2457739.61652,-0.47,0.97,HARPS-Post,0.1852,0.0032,-1.0000,-1.0000,2016-12-17T02:42:29
HD14412,2457739.61862,0.29,0.98,HARPS-Post,0.1834,0.0037,-1.0000,-1.0000,2016-12-17T02:45:30
HD14412,2457739.62074,-0.01,0.99,HARPS-Post,0.1833,0.0037,-1.0000,-1.0000,2016-12-17T02:48:31
HD14412,2457739.62282,0.84,0.99,HARPS-Post,0.1795,0.0034,-1.0000,-1.0000,2016-12-17T02:51:32
HD14412,2457739.62497,-0.32,0.99,HARPS-Post,0.1897,0.0028,-1.0000,-1.0000,2016-12-17T02:54:33
HD14412,2457739.62701,-0.63,0.99,HARPS-Post,0.1873,0.0035,-1.0000,-1.0000,2016-12-17T02:57:34
HD14412,2457739.62907,-0.09,0.99,HARPS-Post,0.1736,0.004,-1.0000,-1.0000,2016-12-17T03:00:35
HD14412,2457739.63124,0.84,1.00,HARPS-Post,0.1870,0.0034,-1.0000,-1.0000,2016-12-17T03:03:36
HD14412,2457739.63331,0.43,0.99,HARPS-Post,0.1830,0.0034,-1.0000,-1.0000,2016-12-17T03:06:37
HD14412,2457739.63536,0.47,0.98,HARPS-Post,0.1690,0.0045,-1.0000,-1.0000,2016-12-17T03:09:38
HD14412,2457739.63750,-0.02,0.97,HARPS-Post,0.1699,0.0032,-1.0000,-1.0000,2016-12-17T03:12:39
