HD,BJD,RVel,e_RVel,r_RVel,SHK,e_SHK,EWHa,e_EWHa,Filename
HD188512,2453926.04973,-9.88,1.15,HIRES-Post,0.1167,1.5e-06,-1.0000,-1.0000,rj19.251
HD188512,2453926.05030,-9.72,1.08,HIRES-Post,0.1176,1.3e-06,-1.0000,-1.0000,rj19.252
HD188512,2453926.05083,-7.21,1.06,HIRES-Post,0.1215,1.4e-06,-1.0000,-1.0000,rj19.253
HD188512,2453982.81238,-7.49,1.04,HIRES-Post,0.1187,1.3e-06,-1.0000,-1.0000,rj23.545
HD188512,2453982.81296,-8.51,1.13,HIRES-Post,0.1201,1.3e-06,-1.0000,-1.0000,rj23.546
HD188512,2453982.81351,-7.76,0.94,HIRES-Post,0.1187,1.3e-06,-1.0000,-1.0000,rj23.547
HD188512,2454337.00582,-3.08,1.31,HIRES-Post,0.1373,1.9e-06,-1.0000,-1.0000,rj43.2159
HD188512,2454337.00639,-8.71,1.17,HIRES-Post,0.1389,1.9e-06,-1.0000,-1.0000,rj43.2160
HD188512,2454337.00696,-3.96,1.25,HIRES-Post,0.1329,1.8e-06,-1.0000,-1.0000,rj43.2161
HD188512,2454644.09858,-9.28,1.54,HIRES-Post,0.1269,2.4e-06,-1.0000,-1.0000,rj55.2030
HD188512,2454690.02990,-5.81,1.38,HIRES-Post,0.1311,2.8e-06,-1.0000,-1.0000,rq03.448
HD188512,2454930.14575,0.62,1.56,HIRES-Post,0.1257,2.7e-06,-1.0000,-1.0000,rq12.1011
HD188512,2454930.14647,2.98,1.41,HIRES-Post,0.1287,2.6e-06,-1.0000,-1.0000,rq12.1012
HD188512,2454930.14715,5.62,1.47,HIRES-Post,0.1258,2.7e-06,-1.0000,-1.0000,rq12.1013
HD188512,2454935.09594,3.80,1.38,HIRES-Post,0.1230,2.9e-06,-1.0000,-1.0000,rq12.1546
HD188512,2454968.11191,-3.82,2.26,HIRES-Post,0.1197,7.7e-06,-1.0000,-1.0000,rj64.157
HD188512,2455022.08309,-5.42,1.23,HIRES-Post,0.1306,1.8e-06,-1.0000,-1.0000,rj65.191
HD188512,2455022.08451,-5.69,1.19,HIRES-Post,0.1270,1.7e-06,-1.0000,-1.0000,rj65.192
HD188512,2455023.85782,-6.59,1.13,HIRES-Post,0.1328,2.1e-06,-1.0000,-1.0000,rj65.839
HD188512,2455023.85881,-3.35,1.16,HIRES-Post,0.1336,2.1e-06,-1.0000,-1.0000,rj65.840
HD188512,2455023.85963,-5.26,1.22,HIRES-Post,0.1305,1.9e-06,-1.0000,-1.0000,rj65.841
HD188512,2455023.86130,-6.81,1.11,HIRES-Post,0.1297,1.9e-06,-1.0000,-1.0000,rj65.842
HD188512,2455023.86234,-7.29,1.20,HIRES-Post,0.1294,2.1e-06,-1.0000,-1.0000,rj65.843
HD188512,2455023.88330,-8.41,1.29,HIRES-Post,0.1336,1.9e-06,-1.0000,-1.0000,rj65.847
HD188512,2455053.98442,-5.79,1.30,HIRES-Post,0.1304,1.5e-06,-1.0000,-1.0000,rj66.1766
HD188512,2455166.75700,-8.76,1.19,HIRES-Post,0.1318,4.2e-06,-1.0000,-1.0000,rj68.129
HD188512,2455166.75765,-10.38,1.12,HIRES-Post,0.1290,3.8e-06,-1.0000,-1.0000,rj68.130
