HD,BJD,RVel,e_RVel,r_RVel,SHK,e_SHK,EWHa,e_EWHa,Filename
HD22049,2452949.79030,-22.66,0.92,HARPS-Pre,0.6653,0.0033,-1.0000,-1.0000,2003-11-06T06:49:17
HD22049,2452949.79121,-22.20,0.92,HARPS-Pre,0.6594,0.0033,-1.0000,-1.0000,2003-11-06T06:50:34
HD22049,2452949.79211,-23.18,0.92,HARPS-Pre,0.6620,0.0033,-1.0000,-1.0000,2003-11-06T06:51:52
HD22049,2453001.59902,-12.04,0.84,HARPS-Pre,0.6677,0.0039,-1.0000,-1.0000,2003-12-28T02:16:23
HD22049,2453039.59629,-10.77,0.93,HARPS-Pre,0.6805,0.0043,-1.0000,-1.0000,2004-02-04T02:16:23
HD22049,2453039.59775,-11.36,0.92,HARPS-Pre,0.6920,0.004,-1.0000,-1.0000,2004-02-04T02:18:26
HD22049,2453039.59912,-10.88,0.92,HARPS-Pre,0.6951,0.0038,-1.0000,-1.0000,2004-02-04T02:20:27
HD22049,2453261.84476,-17.27,0.95,HARPS-Pre,0.6278,0.013,-1.0000,-1.0000,2004-09-13T08:10:51
HD22049,2453261.84577,-15.61,0.96,HARPS-Pre,0.6740,0.024,-1.0000,-1.0000,2004-09-13T08:12:21
HD22049,2453261.84682,-19.13,0.94,HARPS-Pre,0.6466,0.01,-1.0000,-1.0000,2004-09-13T08:13:52
HD22049,2453279.82521,-2.19,0.92,HARPS-Pre,0.6458,0.0031,-1.0000,-1.0000,2004-10-01T07:41:03
HD22049,2453279.82721,-3.31,0.92,HARPS-Pre,0.6469,0.0033,-1.0000,-1.0000,2004-10-01T07:43:58
HD22049,2453287.79682,-23.25,0.94,HARPS-Pre,0.6300,0.0033,-1.0000,-1.0000,2004-10-09T06:59:50
HD22049,2453287.79752,-22.37,0.95,HARPS-Pre,0.6107,0.0038,-1.0000,-1.0000,2004-10-09T07:00:51
HD22049,2453287.79821,-22.81,0.96,HARPS-Pre,0.6254,0.0045,-1.0000,-1.0000,2004-10-09T07:01:51
HD22049,2453287.79891,-22.89,0.96,HARPS-Pre,0.6357,0.0049,-1.0000,-1.0000,2004-10-09T07:02:52
HD22049,2453287.79963,-23.12,0.97,HARPS-Pre,0.6320,0.0054,-1.0000,-1.0000,2004-10-09T07:03:52
HD22049,2453287.80031,-22.95,0.98,HARPS-Pre,0.6285,0.005,-1.0000,-1.0000,2004-10-09T07:04:53
