HD,BJD,RVel,e_RVel,r_RVel,SHK,e_SHK,EWHa,e_EWHa,Filename
HD100623,2453398.09429,-6.24,1.22,HIRES-Post,0.1767,2.2e-06,-1.0000,-1.0000,rj05.212
HD100623,2453398.09545,-6.29,1.10,HIRES-Post,0.1794,2.3e-06,-1.0000,-1.0000,rj05.213
HD100623,2453398.09655,-5.56,1.26,HIRES-Post,0.1798,2.3e-06,-1.0000,-1.0000,rj05.214
HD100623,2453480.77356,-8.10,1.14,HIRES-Post,0.1746,2.1e-06,-1.0000,-1.0000,rj07.726
HD100623,2453480.77451,-4.67,1.14,HIRES-Post,0.1783,2.2e-06,-1.0000,-1.0000,rj07.727
HD100623,2453480.77543,-9.00,1.04,HIRES-Post,0.1758,2.2e-06,-1.0000,-1.0000,rj07.728
HD100623,2453748.08624,-8.12,1.02,HIRES-Post,0.1750,2.1e-06,-1.0000,-1.0000,rj15.607
HD100623,2453748.08726,-7.12,1.13,HIRES-Post,0.1748,2.1e-06,-1.0000,-1.0000,rj15.608
HD100623,2453748.08836,-7.87,0.98,HIRES-Post,0.1732,2.1e-06,-1.0000,-1.0000,rj15.609
HD100623,2453837.92981,-3.44,1.37,HIRES-Post,0.1801,2.6e-06,-1.0000,-1.0000,rj18.198
HD100623,2453837.93143,-2.22,1.27,HIRES-Post,0.1761,2.5e-06,-1.0000,-1.0000,rj18.199
HD100623,2453837.93282,-3.53,1.22,HIRES-Post,0.1793,2.6e-06,-1.0000,-1.0000,rj18.200
HD100623,2454085.08424,-3.91,1.12,HIRES-Post,0.1873,3.6e-06,-1.0000,-1.0000,rj26.628
HD100623,2454085.08565,-3.98,1.22,HIRES-Post,0.1871,3.5e-06,-1.0000,-1.0000,rj26.629
HD100623,2454085.08712,-8.99,1.28,HIRES-Post,0.1885,3.4e-06,-1.0000,-1.0000,rj26.630
HD100623,2454139.07761,-1.67,1.24,HIRES-Post,0.1751,2.5e-06,-1.0000,-1.0000,rj29.266
HD100623,2454139.07848,-4.23,1.24,HIRES-Post,0.1764,2.4e-06,-1.0000,-1.0000,rj29.267
HD100623,2454139.07934,-1.76,1.30,HIRES-Post,0.1787,2.6e-06,-1.0000,-1.0000,rj29.268
