HD,BJD,RVel,e_RVel,r_RVel,SHK,e_SHK,EWHa,e_EWHa,Filename
HD115617,2453482.96753,-2.26,1.28,UCLES,-1.0000,-1.0000,0.7260,0.0017,ru73.34
HD115617,2453482.97060,-1.80,1.26,UCLES,-1.0000,-1.0000,0.7220,0.0018,ru73.35
HD115617,2453482.97366,-0.08,1.16,UCLES,-1.0000,-1.0000,-1.0000,-1.0000,ru73.36
HD115617,2453483.96266,1.12,1.19,UCLES,-1.0000,-1.0000,0.7233,0.0018,ru73.172
HD115617,2453483.96573,1.12,1.30,UCLES,-1.0000,-1.0000,0.7251,0.0018,ru73.173
HD115617,2453483.96880,1.24,1.14,UCLES,-1.0000,-1.0000,0.7229,0.0019,ru73.174
HD115617,2453483.97187,4.45,1.14,UCLES,-1.0000,-1.0000,0.7232,0.0018,ru73.175
HD115617,2453485.08276,-1.22,1.13,UCLES,-1.0000,-1.0000,-1.0000,-1.0000,ru73.335
HD115617,2453485.08526,-1.70,1.15,UCLES,-1.0000,-1.0000,0.7260,0.0016,ru73.336
HD115617,2453485.08776,-0.46,1.16,UCLES,-1.0000,-1.0000,0.7222,0.0017,ru73.337
HD115617,2453485.09026,3.38,1.20,UCLES,-1.0000,-1.0000,-1.0000,-1.0000,ru73.338
HD115617,2453486.04476,-2.52,1.39,UCLES,-1.0000,-1.0000,0.7214,0.0048,ru73.467
HD115617,2453486.04726,-6.67,1.23,UCLES,-1.0000,-1.0000,0.7191,0.0049,ru73.468
HD115617,2453486.04984,-3.32,1.07,UCLES,-1.0000,-1.0000,0.7252,0.0016,ru73.469
HD115617,2453486.05234,-3.36,1.14,UCLES,-1.0000,-1.0000,0.7236,0.0017,ru73.470
HD115617,2453486.05486,-3.16,1.07,UCLES,-1.0000,-1.0000,0.7246,0.0016,ru73.471
HD115617,2453486.05736,-2.63,1.16,UCLES,-1.0000,-1.0000,0.7234,0.0017,ru73.472
HD115617,2453488.14142,-0.08,1.16,UCLES,-1.0000,-1.0000,0.7228,0.0018,ru73.911
HD115617,2453488.14392,-2.13,1.12,UCLES,-1.0000,-1.0000,0.7209,0.0019,ru73.912
HD115617,2453488.14724,-1.94,1.16,UCLES,-1.0000,-1.0000,-1.0000,-1.0000,ru73.913
HD115617,2453488.14973,1.75,1.23,UCLES,-1.0000,-1.0000,0.7230,0.0019,ru73.914
HD115617,2453489.08965,-1.39,1.14,UCLES,-1.0000,-1.0000,-1.0000,-1.0000,ru73.1199
HD115617,2453489.09214,1.35,1.22,UCLES,-1.0000,-1.0000,0.7210,0.0018,ru73.1200
HD115617,2453489.09464,-1.26,1.24,UCLES,-1.0000,-1.0000,-1.0000,-1.0000,ru73.1201
HD115617,2453489.09718,-1.23,1.17,UCLES,-1.0000,-1.0000,-1.0000,-1.0000,ru73.1202
HD115617,2453516.03942,0.53,1.38,UCLES,-1.0000,-1.0000,0.7201,0.0022,ru75.68
HD115617,2453516.04366,2.44,1.45,UCLES,-1.0000,-1.0000,0.7202,0.0024,ru75.69
HD115617,2453516.04789,-1.95,1.44,UCLES,-1.0000,-1.0000,0.7220,0.0022,ru75.70
HD115617,2453516.05214,0.69,1.41,UCLES,-1.0000,-1.0000,0.7220,0.0023,ru75.71
HD115617,2453521.94557,0.15,1.37,UCLES,-1.0000,-1.0000,0.7232,0.0022,ru75.993
HD115617,2453521.94979,-4.41,1.36,UCLES,-1.0000,-1.0000,0.7244,0.0021,ru75.994
HD115617,2453569.89799,-8.26,1.80,UCLES,-1.0000,-1.0000,0.7171,0.0031,ru76.557
HD115617,2453569.90048,-5.54,1.75,UCLES,-1.0000,-1.0000,0.7185,0.0032,ru76.558
HD115617,2453569.90298,-9.77,1.55,UCLES,-1.0000,-1.0000,0.7188,0.0028,ru76.559
HD115617,2453569.90546,-6.28,1.62,UCLES,-1.0000,-1.0000,-1.0000,-1.0000,ru76.560
HD115617,2453570.94080,-7.47,1.33,UCLES,-1.0000,-1.0000,0.7198,0.0021,ru76.852
HD115617,2453570.94435,-5.39,1.15,UCLES,-1.0000,-1.0000,-1.0000,-1.0000,ru76.853
HD115617,2453570.94789,-8.11,1.02,UCLES,-1.0000,-1.0000,0.7235,0.0017,ru76.854
HD115617,2453570.95143,-7.24,1.12,UCLES,-1.0000,-1.0000,0.7235,0.0018,ru76.855
HD115617,2453571.93650,-5.02,1.26,UCLES,-1.0000,-1.0000,0.7245,0.0021,ru76.1164
HD115617,2453571.93956,-5.70,1.21,UCLES,-1.0000,-1.0000,0.7211,0.0023,ru76.1165
HD115617,2453571.94264,-4.46,1.22,UCLES,-1.0000,-1.0000,0.7238,0.0022,ru76.1166
HD115617,2453571.94571,-5.77,1.31,UCLES,-1.0000,-1.0000,0.7218,0.0024,ru76.1167
HD115617,2453573.86694,-5.12,1.25,UCLES,-1.0000,-1.0000,0.7252,0.0022,ru76.1770
HD115617,2453573.86944,-6.50,1.27,UCLES,-1.0000,-1.0000,0.7241,0.0022,ru76.1771
HD115617,2453573.87192,-4.80,1.29,UCLES,-1.0000,-1.0000,0.7230,0.0022,ru76.1772
HD115617,2453573.87442,-7.36,1.35,UCLES,-1.0000,-1.0000,-1.0000,-1.0000,ru76.1773
HD115617,2453575.87192,-3.18,1.22,UCLES,-1.0000,-1.0000,0.7214,0.0022,ru76.2160
HD115617,2453575.87431,-1.59,1.16,UCLES,-1.0000,-1.0000,-1.0000,-1.0000,ru76.2161
HD115617,2453575.87668,-0.08,1.28,UCLES,-1.0000,-1.0000,0.7234,0.002,ru76.2162
