HD,BJD,RVel,e_RVel,r_RVel,SHK,e_SHK,EWHa,e_EWHa,Filename
HD693,2453601.76656,3.24,1.04,HARPS-Pre,0.1153,0.0014,-1.0000,-1.0000,2005-08-19T06:14:11
HD693,2453601.76907,-1.80,1.05,HARPS-Pre,0.1156,0.0014,-1.0000,-1.0000,2005-08-19T06:17:47
HD693,2453601.82768,-0.64,1.02,HARPS-Pre,0.1171,0.0012,-1.0000,-1.0000,2005-08-19T07:42:09
HD693,2453601.83013,-1.21,1.01,HARPS-Pre,0.1151,0.0013,-1.0000,-1.0000,2005-08-19T07:45:43
HD693,2453601.87257,3.85,1.00,HARPS-Pre,0.1143,0.0011,-1.0000,-1.0000,2005-08-19T08:46:50
HD693,2453601.87507,0.99,0.99,HARPS-Pre,0.1131,0.0012,-1.0000,-1.0000,2005-08-19T08:50:26
HD693,2453603.75011,4.66,1.00,HARPS-Pre,0.1134,0.0013,-1.0000,-1.0000,2005-08-21T05:50:22
HD693,2453603.75259,0.89,0.99,HARPS-Pre,0.1114,0.0014,-1.0000,-1.0000,2005-08-21T05:53:56
HD693,2453990.86275,0.96,1.01,HARPS-Pre,0.1160,0.0012,-1.0000,-1.0000,2006-09-12T08:32:10
HD693,2453990.86480,-2.10,1.01,HARPS-Pre,0.1150,0.0013,-1.0000,-1.0000,2006-09-12T08:35:11
HD693,2455147.60322,-1.96,1.00,HARPS-Pre,0.1133,0.0019,-1.0000,-1.0000,2009-11-12T02:21:20
HD693,2455147.60577,-3.79,0.98,HARPS-Pre,0.1138,0.0018,-1.0000,-1.0000,2009-11-12T02:24:54
HD693,2455148.64661,-2.72,0.89,HARPS-Pre,0.1173,0.0012,-1.0000,-1.0000,2009-11-13T03:23:56
HD693,2455148.64907,-0.92,0.88,HARPS-Pre,0.1181,0.0011,-1.0000,-1.0000,2009-11-13T03:27:30
HD693,2455149.64328,-3.06,1.06,HARPS-Pre,0.1186,0.0013,-1.0000,-1.0000,2009-11-14T03:19:10
HD693,2455149.64562,-2.71,1.08,HARPS-Pre,0.1155,0.0015,-1.0000,-1.0000,2009-11-14T03:22:45
HD693,2455150.68536,-1.00,1.12,HARPS-Pre,0.1169,0.002,-1.0000,-1.0000,2009-11-15T04:19:56
HD693,2455150.68780,-1.08,1.16,HARPS-Pre,0.1137,0.0019,-1.0000,-1.0000,2009-11-15T04:23:31
HD693,2455170.60031,-1.40,1.03,HARPS-Pre,0.1129,0.0013,-1.0000,-1.0000,2009-12-05T02:20:08
HD693,2455170.60299,-2.06,1.03,HARPS-Pre,0.1123,0.0013,-1.0000,-1.0000,2009-12-05T02:23:43
HD693,2455173.63946,0.77,1.20,HARPS-Pre,0.1175,0.0022,-1.0000,-1.0000,2009-12-08T03:13:57
HD693,2455173.64607,-0.94,1.08,HARPS-Pre,0.1083,0.0017,-1.0000,-1.0000,2009-12-08T03:23:38
HD693,2455386.91678,6.51,1.14,HARPS-Pre,0.1121,0.0023,-1.0000,-1.0000,2010-07-09T09:55:03
HD693,2455386.91884,7.03,1.10,HARPS-Pre,0.1052,0.0021,-1.0000,-1.0000,2010-07-09T09:57:57
HD693,2455565.54024,1.81,1.02,HARPS-Pre,0.1151,0.0013,-1.0000,-1.0000,2011-01-04T00:56:51
HD693,2455565.54328,-0.22,1.03,HARPS-Pre,0.1112,0.0016,-1.0000,-1.0000,2011-01-04T01:01:45
HD693,2455566.55837,3.73,1.06,HARPS-Pre,0.1169,0.0017,-1.0000,-1.0000,2011-01-05T01:23:58
HD693,2455566.56067,4.32,1.05,HARPS-Pre,0.1159,0.0015,-1.0000,-1.0000,2011-01-05T01:27:15
HD693,2455568.54734,0.01,1.07,HARPS-Pre,0.1157,0.0019,-1.0000,-1.0000,2011-01-07T01:08:25
HD693,2455568.54972,-6.19,1.06,HARPS-Pre,0.1115,0.0017,-1.0000,-1.0000,2011-01-07T01:11:42
HD693,2455724.96057,-3.11,1.00,HARPS-Pre,0.1122,0.0011,-1.0000,-1.0000,2011-06-12T11:01:02
HD693,2455724.96350,-3.84,0.99,HARPS-Pre,0.1119,0.0011,-1.0000,-1.0000,2011-06-12T11:05:13
HD693,2455725.95939,2.50,1.01,HARPS-Pre,0.1151,0.0016,-1.0000,-1.0000,2011-06-13T10:59:23
HD693,2455725.96175,3.29,0.98,HARPS-Pre,0.1134,0.0017,-1.0000,-1.0000,2011-06-13T11:02:58
HD693,2455764.96074,2.01,0.99,HARPS-Pre,0.1135,0.0011,-1.0000,-1.0000,2011-07-22T10:55:54
HD693,2455764.96399,-3.01,1.00,HARPS-Pre,0.1152,0.001,-1.0000,-1.0000,2011-07-22T11:00:33
