HD,BJD,RVel,e_RVel,r_RVel,SHK,e_SHK,EWHa,e_EWHa,Filename
HD136352,2455663.81289,2.51,1.40,PFS-Pre,0.1497,0.00046,-1.0000,-1.0000,rn07.86
HD136352,2455663.81562,0.14,1.42,PFS-Pre,0.1481,0.00048,-1.0000,-1.0000,rn07.87
HD136352,2455799.51458,-3.06,1.35,PFS-Pre,0.1478,0.00049,-1.0000,-1.0000,rn08.2240
HD136352,2455799.51680,1.68,1.32,PFS-Pre,0.1459,0.0005,-1.0000,-1.0000,rn08.2241
HD136352,2455799.51905,-0.38,1.25,PFS-Pre,0.1477,0.0005,-1.0000,-1.0000,rn08.2242
HD136352,2456087.66742,-2.71,1.34,PFS-Pre,0.1437,0.00024,-1.0000,-1.0000,rn11.370
HD136352,2456089.62214,-2.82,1.37,PFS-Pre,0.1454,0.00051,-1.0000,-1.0000,rn11.633
HD136352,2456089.62392,-0.36,1.41,PFS-Pre,0.1456,0.00049,-1.0000,-1.0000,rn11.634
HD136352,2456089.62564,-4.58,1.31,PFS-Pre,0.1469,0.00047,-1.0000,-1.0000,rn11.635
HD136352,2456089.62725,-3.48,1.43,PFS-Pre,0.1476,0.00049,-1.0000,-1.0000,rn11.636
HD136352,2456089.62895,-3.38,1.36,PFS-Pre,0.1475,0.00049,-1.0000,-1.0000,rn11.637
HD136352,2456137.51471,-3.99,1.19,PFS-Pre,0.1425,0.00028,-1.0000,-1.0000,rn12.40
HD136352,2456347.88580,1.28,1.19,PFS-Pre,0.1489,0.00052,-1.0000,-1.0000,rn15.546
HD136352,2456347.88732,-1.83,1.20,PFS-Pre,0.1472,0.00051,-1.0000,-1.0000,rn15.547
HD136352,2456347.88879,-2.75,1.21,PFS-Pre,0.1464,0.0005,-1.0000,-1.0000,rn15.548
HD136352,2456347.89028,-1.21,1.18,PFS-Pre,0.1490,0.00049,-1.0000,-1.0000,rn15.549
HD136352,2456359.83538,5.20,1.72,PFS-Pre,0.1674,0.0013,-1.0000,-1.0000,rn15.1686
HD136352,2456359.84280,-18.33,3.84,PFS-Pre,0.2878,0.0033,-1.0000,-1.0000,rn15.1687
HD136352,2456359.85603,1.85,1.34,PFS-Pre,0.1460,0.00052,-1.0000,-1.0000,rn15.1688
HD136352,2456359.85841,-2.72,1.22,PFS-Pre,0.1433,0.00057,-1.0000,-1.0000,rn15.1689
HD136352,2456437.56650,-0.13,1.24,PFS-Pre,0.1440,0.00046,-1.0000,-1.0000,rn16.1192
HD136352,2456437.56827,2.10,1.19,PFS-Pre,0.1462,0.00046,-1.0000,-1.0000,rn16.1193
HD136352,2456437.57002,2.10,1.22,PFS-Pre,0.1453,0.00046,-1.0000,-1.0000,rn16.1194
HD136352,2456502.55523,-6.45,1.28,PFS-Pre,0.1518,0.00061,-1.0000,-1.0000,rn17.270
HD136352,2456703.88349,-1.92,1.33,PFS-Pre,0.1457,0.00053,-1.0000,-1.0000,rn20.1550
HD136352,2456703.88604,-1.87,1.28,PFS-Pre,0.1500,0.00063,-1.0000,-1.0000,rn20.1551
HD136352,2456822.70223,5.73,1.34,PFS-Pre,0.1449,0.00036,-1.0000,-1.0000,rn22.1041
HD136352,2456822.70421,4.83,1.26,PFS-Pre,0.1442,0.00036,-1.0000,-1.0000,rn22.1042
HD136352,2456822.70622,3.34,1.34,PFS-Pre,0.1437,0.00037,-1.0000,-1.0000,rn22.1043
HD136352,2456882.56720,-2.21,1.31,PFS-Pre,0.1443,0.00038,-1.0000,-1.0000,rn23.1346
HD136352,2456882.56908,-0.19,1.26,PFS-Pre,0.1439,0.00037,-1.0000,-1.0000,rn23.1347
HD136352,2456882.57094,-0.69,1.24,PFS-Pre,0.1444,0.00037,-1.0000,-1.0000,rn23.1348
HD136352,2457068.88806,1.98,1.27,PFS-Pre,0.1465,0.00042,-1.0000,-1.0000,rn25.2265
HD136352,2457068.88952,2.27,1.20,PFS-Pre,0.1456,0.00035,-1.0000,-1.0000,rn25.2266
HD136352,2457068.89102,1.49,1.14,PFS-Pre,0.1464,0.00037,-1.0000,-1.0000,rn25.2267
HD136352,2457117.80851,-4.21,1.33,PFS-Pre,0.1439,0.00032,-1.0000,-1.0000,rn26.197
HD136352,2457117.81013,-8.27,1.34,PFS-Pre,0.1461,0.00032,-1.0000,-1.0000,rn26.198
HD136352,2457117.81175,-7.62,1.43,PFS-Pre,0.3433,0.00039,-1.0000,-1.0000,rn26.199
HD136352,2457124.78574,-1.19,1.35,PFS-Pre,0.1465,0.00038,-1.0000,-1.0000,rn26.1263
