HD,BJD,RVel,e_RVel,r_RVel,SHK,e_SHK,EWHa,e_EWHa,Filename
HD100623,2450419.15814,-17.49,1.19,HIRES-Pre,0.1854,8.5e-06,-1.0000,-1.0000,rk8.103
HD100623,2450463.08989,-14.14,1.24,HIRES-Pre,0.1859,7.6e-06,-1.0000,-1.0000,rk9.229
HD100623,2450838.03338,-22.50,1.02,HIRES-Pre,0.2032,4.4e-06,-1.0000,-1.0000,rk18.96
HD100623,2450862.95249,-15.32,1.25,HIRES-Pre,0.1952,4.6e-06,-1.0000,-1.0000,rk19.193
HD100623,2450982.77740,-30.70,2.08,HIRES-Pre,0.2075,2.2e-05,-1.0000,-1.0000,rk21.64
HD100623,2451172.10728,-12.01,1.14,HIRES-Pre,0.2132,4.5e-06,-1.0000,-1.0000,rk27.274
HD100623,2451228.04789,-5.21,1.25,HIRES-Pre,0.2259,5.2e-06,-1.0000,-1.0000,rk29.213
HD100623,2451310.84525,-7.21,1.30,HIRES-Pre,0.2267,5.5e-06,-1.0000,-1.0000,rk30.30
HD100623,2451580.96750,-13.98,1.27,HIRES-Pre,0.2199,5.7e-06,-1.0000,-1.0000,rk39.76
HD100623,2451973.97419,-10.73,1.30,HIRES-Pre,0.2134,4.4e-06,-1.0000,-1.0000,rk48.235
HD100623,2452007.93903,-6.61,1.63,HIRES-Pre,0.2123,4.4e-06,-1.0000,-1.0000,rk51.263
HD100623,2452332.99303,-9.76,1.59,HIRES-Pre,0.1607,4.7e-06,-1.0000,-1.0000,rk61.26
HD100623,2452654.01597,-12.01,1.50,HIRES-Pre,0.1967,5e-06,-1.0000,-1.0000,rk70.312
HD100623,2452681.11757,3.20,1.45,HIRES-Pre,0.1894,5.5e-06,-1.0000,-1.0000,rk71.48
HD100623,2452804.76504,3.49,1.39,HIRES-Pre,0.1698,4.1e-06,-1.0000,-1.0000,rk74.223
HD100623,2453018.04379,-6.86,1.31,HIRES-Pre,0.1845,3.9e-06,-1.0000,-1.0000,rk81.1003
