HD,BJD,RVel,e_RVel,r_RVel,SHK,e_SHK,EWHa,e_EWHa,Filename
HD115617,2453026.86393,-3.12,0.95,HARPS-Pre,0.1404,0.0026,-1.0000,-1.0000,2004-01-22T08:41:20
HD115617,2453026.86533,-3.98,0.98,HARPS-Pre,0.1426,0.0032,-1.0000,-1.0000,2004-01-22T08:43:22
HD115617,2453026.86674,-2.59,0.96,HARPS-Pre,0.1490,0.0028,-1.0000,-1.0000,2004-01-22T08:45:26
HD115617,2453026.86822,-3.02,0.94,HARPS-Pre,0.1420,0.0027,-1.0000,-1.0000,2004-01-22T08:47:29
HD115617,2453026.86967,-5.38,0.95,HARPS-Pre,0.1471,0.0025,-1.0000,-1.0000,2004-01-22T08:49:33
HD115617,2453026.87111,-2.80,0.95,HARPS-Pre,0.1414,0.0028,-1.0000,-1.0000,2004-01-22T08:51:38
HD115617,2453026.87254,-4.59,0.95,HARPS-Pre,0.1506,0.0026,-1.0000,-1.0000,2004-01-22T08:53:42
HD115617,2453026.87393,-3.23,0.94,HARPS-Pre,0.1423,0.0025,-1.0000,-1.0000,2004-01-22T08:55:46
HD115617,2453026.87541,-1.22,0.94,HARPS-Pre,0.1468,0.0025,-1.0000,-1.0000,2004-01-22T08:57:49
HD115617,2453026.87686,-4.58,0.94,HARPS-Pre,0.1481,0.0024,-1.0000,-1.0000,2004-01-22T08:59:54
HD115617,2453026.87825,-2.48,0.95,HARPS-Pre,0.1336,0.0029,-1.0000,-1.0000,2004-01-22T09:01:58
HD115617,2453026.87970,-2.42,0.94,HARPS-Pre,0.1368,0.0024,-1.0000,-1.0000,2004-01-22T09:04:03
HD115617,2453026.88111,-2.45,0.94,HARPS-Pre,0.1425,0.0021,-1.0000,-1.0000,2004-01-22T09:06:05
HD115617,2453026.88253,-2.90,0.93,HARPS-Pre,0.1384,0.0024,-1.0000,-1.0000,2004-01-22T09:08:07
HD115617,2453026.88400,-2.29,0.94,HARPS-Pre,0.1352,0.0026,-1.0000,-1.0000,2004-01-22T09:10:11
HD115617,2453026.88542,-2.96,0.93,HARPS-Pre,0.1437,0.0022,-1.0000,-1.0000,2004-01-22T09:12:15
HD115617,2453026.88682,-3.13,0.93,HARPS-Pre,0.1449,0.0021,-1.0000,-1.0000,2004-01-22T09:14:17
HD115617,2453026.88824,-0.96,0.93,HARPS-Pre,0.1452,0.0022,-1.0000,-1.0000,2004-01-22T09:16:20
HD115617,2453026.88969,-1.97,0.93,HARPS-Pre,0.1472,0.0022,-1.0000,-1.0000,2004-01-22T09:18:24
HD115617,2453026.89114,-1.64,0.93,HARPS-Pre,0.1445,0.0022,-1.0000,-1.0000,2004-01-22T09:20:28
HD115617,2453026.89253,-2.46,0.93,HARPS-Pre,0.1433,0.0022,-1.0000,-1.0000,2004-01-22T09:22:31
HD115617,2453026.89393,-3.15,0.94,HARPS-Pre,0.1412,0.0021,-1.0000,-1.0000,2004-01-22T09:24:32
HD115617,2453026.89534,-4.25,0.94,HARPS-Pre,0.1326,0.0026,-1.0000,-1.0000,2004-01-22T09:26:35
HD115617,2453037.89835,0.42,0.92,HARPS-Pre,0.1454,0.0017,-1.0000,-1.0000,2004-02-02T09:28:32
HD115617,2453058.85683,0.37,0.92,HARPS-Pre,0.1399,0.0018,-1.0000,-1.0000,2004-02-23T08:26:10
HD115617,2453159.65144,6.11,0.97,HARPS-Pre,0.1429,0.0033,-1.0000,-1.0000,2004-06-03T03:30:55
HD115617,2453428.81551,3.93,0.96,HARPS-Pre,0.1420,0.0029,-1.0000,-1.0000,2005-02-27T07:27:10
HD115617,2453428.81657,5.67,0.96,HARPS-Pre,0.1497,0.0023,-1.0000,-1.0000,2005-02-27T07:28:41
HD115617,2453428.81760,4.59,0.96,HARPS-Pre,0.1445,0.0026,-1.0000,-1.0000,2005-02-27T07:30:12
HD115617,2453428.81867,3.27,0.95,HARPS-Pre,0.1482,0.0023,-1.0000,-1.0000,2005-02-27T07:31:44
HD115617,2453428.81973,4.71,0.96,HARPS-Pre,0.1461,0.0021,-1.0000,-1.0000,2005-02-27T07:33:15
HD115617,2453428.82082,4.80,0.95,HARPS-Pre,0.1386,0.0025,-1.0000,-1.0000,2005-02-27T07:34:49
HD115617,2453428.82188,3.58,0.96,HARPS-Pre,0.1526,0.0022,-1.0000,-1.0000,2005-02-27T07:36:20
HD115617,2453428.82291,4.29,0.96,HARPS-Pre,0.1503,0.0025,-1.0000,-1.0000,2005-02-27T07:37:51
HD115617,2453428.82401,5.00,0.96,HARPS-Pre,0.1432,0.0023,-1.0000,-1.0000,2005-02-27T07:39:24
HD115617,2453428.82505,4.11,0.96,HARPS-Pre,0.1500,0.0028,-1.0000,-1.0000,2005-02-27T07:40:55
HD115617,2453785.85027,-5.24,0.92,HARPS-Pre,0.1451,0.0019,-1.0000,-1.0000,2006-02-19T08:17:57
HD115617,2453785.85186,-5.33,0.92,HARPS-Pre,0.1455,0.0021,-1.0000,-1.0000,2006-02-19T08:20:15
HD115617,2453785.85339,-5.70,0.92,HARPS-Pre,0.1390,0.0022,-1.0000,-1.0000,2006-02-19T08:22:28
HD115617,2453785.85497,-6.49,0.92,HARPS-Pre,0.1431,0.002,-1.0000,-1.0000,2006-02-19T08:24:41
HD115617,2453785.85648,-5.57,0.92,HARPS-Pre,0.1472,0.0017,-1.0000,-1.0000,2006-02-19T08:26:54
HD115617,2453785.85805,-6.40,0.92,HARPS-Pre,0.1461,0.0019,-1.0000,-1.0000,2006-02-19T08:29:10
HD115617,2453786.86529,-2.49,0.92,HARPS-Pre,0.1424,0.002,-1.0000,-1.0000,2006-02-20T08:39:26
HD115617,2453786.86682,-2.84,0.92,HARPS-Pre,0.1478,0.0018,-1.0000,-1.0000,2006-02-20T08:41:39
HD115617,2453786.86837,-1.20,0.91,HARPS-Pre,0.1489,0.0018,-1.0000,-1.0000,2006-02-20T08:43:52
HD115617,2453786.86992,-3.87,0.91,HARPS-Pre,0.1413,0.0016,-1.0000,-1.0000,2006-02-20T08:46:07
HD115617,2453786.87146,-1.63,0.92,HARPS-Pre,0.1433,0.0017,-1.0000,-1.0000,2006-02-20T08:48:20
HD115617,2453786.87300,-2.64,0.92,HARPS-Pre,0.1456,0.0016,-1.0000,-1.0000,2006-02-20T08:50:33
HD115617,2453787.84092,-2.12,0.90,HARPS-Pre,0.1414,0.0021,-1.0000,-1.0000,2006-02-21T08:04:16
HD115617,2453787.84249,-3.18,0.90,HARPS-Pre,0.1466,0.002,-1.0000,-1.0000,2006-02-21T08:06:29
HD115617,2453787.84403,-2.77,0.90,HARPS-Pre,0.1460,0.0022,-1.0000,-1.0000,2006-02-21T08:08:43
HD115617,2453787.84558,-3.46,0.90,HARPS-Pre,0.1354,0.0022,-1.0000,-1.0000,2006-02-21T08:10:56
HD115617,2453787.84712,-2.34,0.89,HARPS-Pre,0.1459,0.0017,-1.0000,-1.0000,2006-02-21T08:13:11
HD115617,2453787.84867,-3.92,0.89,HARPS-Pre,0.1447,0.0016,-1.0000,-1.0000,2006-02-21T08:15:24
HD115617,2453789.89686,-8.01,0.91,HARPS-Pre,0.1463,0.0014,-1.0000,-1.0000,2006-02-23T09:24:33
HD115617,2453789.89840,-6.22,0.91,HARPS-Pre,0.1483,0.0016,-1.0000,-1.0000,2006-02-23T09:26:48
HD115617,2453789.89995,-5.75,0.92,HARPS-Pre,0.1464,0.0016,-1.0000,-1.0000,2006-02-23T09:29:02
HD115617,2453789.90153,-5.63,0.92,HARPS-Pre,0.1467,0.0019,-1.0000,-1.0000,2006-02-23T09:31:17
HD115617,2453789.90308,-7.88,0.92,HARPS-Pre,0.1487,0.0017,-1.0000,-1.0000,2006-02-23T09:33:31
HD115617,2453789.90461,-6.34,0.92,HARPS-Pre,0.1510,0.0018,-1.0000,-1.0000,2006-02-23T09:35:45
HD115617,2453811.82124,1.73,0.79,HARPS-Pre,0.1436,0.0018,-1.0000,-1.0000,2006-03-17T07:33:17
HD115617,2453811.82341,1.52,0.79,HARPS-Pre,0.1416,0.0018,-1.0000,-1.0000,2006-03-17T07:36:21
HD115617,2453811.82557,0.89,0.79,HARPS-Pre,0.1449,0.0016,-1.0000,-1.0000,2006-03-17T07:39:29
HD115617,2453811.82770,1.74,0.78,HARPS-Pre,0.1432,0.0017,-1.0000,-1.0000,2006-03-17T07:42:34
HD115617,2453811.82984,1.55,0.78,HARPS-Pre,0.1441,0.0017,-1.0000,-1.0000,2006-03-17T07:45:41
HD115617,2453829.83205,-0.24,0.66,HARPS-Pre,0.1428,0.002,-1.0000,-1.0000,2006-04-04T07:48:11
HD115617,2453829.83383,0.08,0.65,HARPS-Pre,0.1386,0.0018,-1.0000,-1.0000,2006-04-04T07:50:45
HD115617,2453829.83564,0.71,0.65,HARPS-Pre,0.1458,0.0019,-1.0000,-1.0000,2006-04-04T07:53:21
HD115617,2453829.83742,0.04,0.65,HARPS-Pre,0.1424,0.0021,-1.0000,-1.0000,2006-04-04T07:55:55
HD115617,2453829.83922,1.50,0.65,HARPS-Pre,0.1364,0.0018,-1.0000,-1.0000,2006-04-04T07:58:29
HD115617,2453829.84097,-0.33,0.65,HARPS-Pre,0.1450,0.0018,-1.0000,-1.0000,2006-04-04T08:01:04
HD115617,2453834.75053,-0.30,0.72,HARPS-Pre,0.1418,0.0016,-1.0000,-1.0000,2006-04-09T05:50:41
HD115617,2453834.75233,-0.20,0.72,HARPS-Pre,0.1429,0.0015,-1.0000,-1.0000,2006-04-09T05:53:15
HD115617,2453834.75410,1.02,0.72,HARPS-Pre,0.1428,0.0015,-1.0000,-1.0000,2006-04-09T05:55:50
HD115617,2453834.75589,0.00,0.72,HARPS-Pre,0.1413,0.0014,-1.0000,-1.0000,2006-04-09T05:58:24
HD115617,2453834.75769,0.94,0.72,HARPS-Pre,0.1428,0.0016,-1.0000,-1.0000,2006-04-09T06:01:00
