HD,BJD,RVel,e_RVel,r_RVel,SHK,e_SHK,EWHa,e_EWHa,Filename
HD149661,2450601.97587,-5.93,1.05,HIRES-Pre,0.3513,3.9e-06,-1.0000,-1.0000,rk12.17
HD149661,2450602.93226,-7.67,1.17,HIRES-Pre,0.3451,3.9e-06,-1.0000,-1.0000,rk12.77
HD149661,2450603.89267,-5.39,1.21,HIRES-Pre,0.3449,2.7e-06,-1.0000,-1.0000,rk12.148
HD149661,2450604.81741,-0.97,1.18,HIRES-Pre,0.3518,4.4e-06,-1.0000,-1.0000,rk12.221
HD149661,2450605.87807,-10.78,1.20,HIRES-Pre,0.3403,3.1e-06,-1.0000,-1.0000,rk12.323
HD149661,2450606.91139,-2.74,1.21,HIRES-Pre,0.3221,2.5e-06,-1.0000,-1.0000,rk12.426
HD149661,2450607.78861,-8.69,1.30,HIRES-Pre,0.3160,3e-06,-1.0000,-1.0000,rk12.498
HD149661,2451311.03846,-11.82,1.17,HIRES-Pre,0.3632,3.3e-06,-1.0000,-1.0000,rk30.68
HD149661,2451311.95777,9.18,1.17,HIRES-Pre,0.3442,6.2e-06,-1.0000,-1.0000,rk30.143
HD149661,2451313.02025,-15.04,1.28,HIRES-Pre,0.3471,3.1e-06,-1.0000,-1.0000,rk30.252
HD149661,2451314.08582,-15.84,1.16,HIRES-Pre,0.3459,4.9e-06,-1.0000,-1.0000,rk30.371
HD149661,2451367.81409,7.03,1.14,HIRES-Pre,0.3676,3.4e-06,-1.0000,-1.0000,rk32.26
HD149661,2451368.78520,17.50,1.32,HIRES-Pre,0.3630,5.7e-06,-1.0000,-1.0000,rk32.141
HD149661,2451369.85142,5.08,1.18,HIRES-Pre,0.3789,5.8e-06,-1.0000,-1.0000,rk32.291
HD149661,2451370.89670,-4.95,1.01,HIRES-Pre,0.3632,4.5e-06,-1.0000,-1.0000,rk32.475
HD149661,2451371.76763,-0.18,1.10,HIRES-Pre,0.3629,6.8e-06,-1.0000,-1.0000,rk32.576
HD149661,2451372.78478,5.54,1.19,HIRES-Pre,0.3492,6.4e-06,-1.0000,-1.0000,rk32.780
HD149661,2451373.78322,-4.15,1.27,HIRES-Pre,0.3561,5.9e-06,-1.0000,-1.0000,rk32.1000
HD149661,2451411.77555,4.75,1.15,HIRES-Pre,0.3714,4.4e-06,-1.0000,-1.0000,rk33.320
HD149661,2451581.15447,-3.55,1.18,HIRES-Pre,0.3964,4.8e-06,-1.0000,-1.0000,rk39.118
HD149661,2451679.03813,6.33,1.19,HIRES-Pre,0.3949,6.1e-06,-1.0000,-1.0000,rk40.41
HD149661,2452003.09138,24.18,1.40,HIRES-Pre,0.3633,4.9e-06,-1.0000,-1.0000,rk50.42
HD149661,2452003.11415,28.44,1.44,HIRES-Pre,0.3597,5.2e-06,-1.0000,-1.0000,rk50.45
HD149661,2452095.94913,-6.08,1.31,HIRES-Pre,0.3028,5.5e-06,-1.0000,-1.0000,rk54.238
HD149661,2452390.96485,5.66,1.48,HIRES-Pre,0.3340,5.4e-06,-1.0000,-1.0000,rk63.136
HD149661,2452488.84171,-3.27,1.51,HIRES-Pre,0.2842,4.9e-06,-1.0000,-1.0000,rk65.368
HD149661,2452712.10930,-6.19,1.38,HIRES-Pre,0.2587,4.7e-06,-1.0000,-1.0000,rk72.125
HD149661,2452777.90665,-5.14,1.38,HIRES-Pre,0.2871,4.1e-06,-1.0000,-1.0000,rk73.177
HD149661,2452803.92685,0.70,1.37,HIRES-Pre,0.2758,4e-06,-1.0000,-1.0000,rk74.48
HD149661,2452804.96192,-8.74,1.31,HIRES-Pre,0.2797,4e-06,-1.0000,-1.0000,rk74.260
HD149661,2452833.74191,-13.82,1.49,HIRES-Pre,0.2556,3.9e-06,-1.0000,-1.0000,rk75.619
HD149661,2453153.93356,-11.13,1.40,HIRES-Pre,0.2937,4.2e-06,-1.0000,-1.0000,rk85.74
