HD,BJD,RVel,e_RVel,r_RVel,SHK,e_SHK,EWHa,e_EWHa,Filename
HD1581,2452937.67315,1.24,1.09,HARPS-Pre,0.1342,0.0035,-1.0000,-1.0000,2003-10-25T04:06:01
HD1581,2452942.65654,-3.61,1.02,HARPS-Pre,0.1349,0.0025,-1.0000,-1.0000,2003-10-30T03:42:29
HD1581,2452946.71536,-0.02,1.14,HARPS-Pre,-1.0000,-1.0000,-1.0000,-1.0000,2003-11-03T05:07:23
HD1581,2452949.59097,0.22,1.25,HARPS-Pre,0.1414,0.0044,-1.0000,-1.0000,2003-11-06T02:08:54
HD1581,2452949.59169,-0.23,1.22,HARPS-Pre,0.1469,0.0034,-1.0000,-1.0000,2003-11-06T02:09:56
HD1581,2452949.59241,-0.28,1.24,HARPS-Pre,0.1178,0.005,-1.0000,-1.0000,2003-11-06T02:10:59
HD1581,2453228.89316,-1.03,1.10,HARPS-Pre,0.1202,0.0038,-1.0000,-1.0000,2004-08-11T09:19:34
HD1581,2453228.89494,-2.11,1.09,HARPS-Pre,0.1434,0.0026,-1.0000,-1.0000,2004-08-11T09:22:06
HD1581,2453228.89669,-1.48,1.10,HARPS-Pre,0.1329,0.0039,-1.0000,-1.0000,2004-08-11T09:24:39
HD1581,2453228.89845,-0.09,1.11,HARPS-Pre,0.1214,0.0034,-1.0000,-1.0000,2004-08-11T09:27:11
HD1581,2453228.90021,-0.75,1.08,HARPS-Pre,0.1266,0.0033,-1.0000,-1.0000,2004-08-11T09:29:42
HD1581,2453261.58827,-1.16,0.99,HARPS-Pre,0.1337,0.0023,-1.0000,-1.0000,2004-09-13T02:01:19
HD1581,2453261.58967,0.56,0.99,HARPS-Pre,0.1323,0.0023,-1.0000,-1.0000,2004-09-13T02:03:19
HD1581,2453261.59105,1.26,0.99,HARPS-Pre,0.1344,0.0024,-1.0000,-1.0000,2004-09-13T02:05:20
HD1581,2453290.67654,1.15,1.33,HARPS-Pre,-1.0000,-1.0000,-1.0000,-1.0000,2004-10-12T04:10:24
HD1581,2453290.67721,-2.35,1.12,HARPS-Pre,0.1213,0.0055,-1.0000,-1.0000,2004-10-12T04:11:25
HD1581,2453290.67790,-3.93,1.07,HARPS-Pre,0.1331,0.0044,-1.0000,-1.0000,2004-10-12T04:12:26
