HD,BJD,RVel,e_RVel,r_RVel,SHK,e_SHK,EWHa,e_EWHa,Filename
HD16160,2456590.98868,-186.93,1.62,APF,0.2300,0.0014,-1.0000,-1.0000,rl07.101
HD16160,2456591.84702,-188.53,1.42,APF,0.2290,0.0014,-1.0000,-1.0000,rl07.293
HD16160,2456597.92307,-186.78,1.45,APF,0.2306,0.0013,-1.0000,-1.0000,rl07.1000
HD16160,2456601.83097,-186.15,1.08,APF,0.2223,0.0011,-1.0000,-1.0000,rl07.1774
HD16160,2456601.83530,-187.06,0.99,APF,0.2198,0.0011,-1.0000,-1.0000,rl07.1775
HD16160,2456602.82737,-190.98,1.08,APF,0.2198,0.0011,-1.0000,-1.0000,rl07.1994
HD16160,2456602.82987,-189.69,1.13,APF,0.2214,0.0011,-1.0000,-1.0000,rl07.1995
HD16160,2456602.83356,-188.86,1.11,APF,0.2197,0.0011,-1.0000,-1.0000,rl07.1996
HD16160,2456602.83613,-189.53,1.03,APF,0.2297,0.0011,-1.0000,-1.0000,rl07.1997
HD16160,2456604.81891,-191.20,1.10,APF,0.2210,0.0011,-1.0000,-1.0000,rl07.2351
HD16160,2456604.82154,-189.76,1.14,APF,0.2202,0.0011,-1.0000,-1.0000,rl07.2352
HD16160,2456606.97276,-195.15,1.48,APF,0.2322,0.0014,-1.0000,-1.0000,rl07.2809
HD16160,2456607.95102,-197.53,1.45,APF,0.2278,0.0014,-1.0000,-1.0000,rl07.3046
HD16160,2456618.89194,-193.52,1.27,APF,0.2184,0.0011,-1.0000,-1.0000,rl07.4672
HD16160,2456624.94043,-190.94,2.06,APF,0.2422,0.0015,-1.0000,-1.0000,rl07.6091
HD16160,2456628.78322,-193.11,1.07,APF,0.2189,0.0011,-1.0000,-1.0000,rl07.6773
HD16160,2456631.71739,-201.82,1.37,APF,0.2251,0.0012,-1.0000,-1.0000,rl07.7366
HD16160,2456631.74209,-201.54,1.78,APF,0.2277,0.0013,-1.0000,-1.0000,rl07.7370
HD16160,2456632.76223,-202.24,1.48,APF,0.2261,0.0014,-1.0000,-1.0000,rl07.7598
HD16160,2456934.75986,-290.12,2.20,APF,0.2408,0.0016,-1.0000,-1.0000,rl10.4398
HD16160,2456934.76176,-293.03,1.97,APF,0.2380,0.0015,-1.0000,-1.0000,rl10.4399
HD16160,2456936.95850,-292.03,1.46,APF,0.2287,0.0014,-1.0000,-1.0000,rl10.4595
HD16160,2456936.96054,-292.91,1.25,APF,0.2260,0.0013,-1.0000,-1.0000,rl10.4596
HD16160,2456936.96258,-293.99,1.33,APF,0.2288,0.0014,-1.0000,-1.0000,rl10.4597
HD16160,2456938.81756,-293.33,2.07,APF,0.2423,0.0015,-1.0000,-1.0000,rl10.4787
HD16160,2456938.81929,-293.12,1.93,APF,0.2361,0.0015,-1.0000,-1.0000,rl10.4788
HD16160,2456938.82099,-297.12,1.73,APF,0.2359,0.0015,-1.0000,-1.0000,rl10.4789
HD16160,2456943.74548,-301.49,2.00,APF,0.2353,0.0015,-1.0000,-1.0000,rl10.5266
HD16160,2456943.74720,-301.29,1.89,APF,0.2337,0.0015,-1.0000,-1.0000,rl10.5267
HD16160,2456943.74888,-296.47,2.03,APF,0.2339,0.0015,-1.0000,-1.0000,rl10.5268
HD16160,2456947.91383,-298.64,1.72,APF,0.2334,0.0014,-1.0000,-1.0000,rl10.5505
HD16160,2456947.91695,-303.40,1.67,APF,0.2273,0.0014,-1.0000,-1.0000,rl10.5506
HD16160,2456947.92132,-303.85,1.42,APF,0.2355,0.0014,-1.0000,-1.0000,rl10.5507
HD16160,2456950.82291,-301.34,1.33,APF,0.2277,0.0013,-1.0000,-1.0000,rl10.5705
HD16160,2456950.82487,-300.89,1.50,APF,0.2304,0.0013,-1.0000,-1.0000,rl10.5706
HD16160,2456950.82684,-305.69,1.51,APF,0.2276,0.0014,-1.0000,-1.0000,rl10.5707
HD16160,2457051.70004,-343.56,2.34,APF,0.2439,0.0016,-1.0000,-1.0000,rl11.976
HD16160,2457051.70127,-343.49,2.43,APF,0.2423,0.0015,-1.0000,-1.0000,rl11.977
HD16160,2457055.66897,-341.30,3.10,APF,0.2388,0.0015,-1.0000,-1.0000,rl11.1428
HD16160,2457055.67023,-347.36,3.89,APF,0.2495,0.0016,-1.0000,-1.0000,rl11.1429
HD16160,2457055.67163,-341.91,3.08,APF,0.2354,0.0015,-1.0000,-1.0000,rl11.1430
HD16160,2457210.97392,-422.43,1.43,APF,0.2212,0.0013,-1.0000,-1.0000,rl11.8808
HD16160,2457216.95508,-427.00,1.61,APF,0.2195,0.0013,-1.0000,-1.0000,rl11.9407
HD16160,2457216.95651,-428.56,1.80,APF,0.2270,0.0014,-1.0000,-1.0000,rl11.9408
HD16160,2457231.00612,-437.63,1.76,APF,0.2258,0.0014,-1.0000,-1.0000,rl12.640
HD16160,2457231.00742,-439.48,1.82,APF,0.2253,0.0014,-1.0000,-1.0000,rl12.641
HD16160,2457248.99432,-446.23,2.62,APF,0.2361,0.0015,-1.0000,-1.0000,rl12.2236
HD16160,2457248.99511,-440.74,1.83,APF,0.2310,0.0014,-1.0000,-1.0000,rl12.2237
HD16160,2457248.99597,-443.26,2.17,APF,0.2261,0.0015,-1.0000,-1.0000,rl12.2238
HD16160,2457266.85385,-451.84,1.94,APF,0.2292,0.0014,-1.0000,-1.0000,rl12.3869
HD16160,2457266.85488,-449.02,1.80,APF,0.2320,0.0015,-1.0000,-1.0000,rl12.3870
HD16160,2457266.85590,-450.27,1.87,APF,0.2353,0.0015,-1.0000,-1.0000,rl12.3871
