HD,BJD,RVel,e_RVel,r_RVel,SHK,e_SHK,EWHa,e_EWHa,Filename
HD114613,2454246.81383,9.28,1.52,HIRES-Post,0.1318,1.8e-06,-1.0000,-1.0000,rj32.135
HD114613,2454246.81446,10.27,1.54,HIRES-Post,0.1328,1.9e-06,-1.0000,-1.0000,rj32.136
HD114613,2454248.82289,7.41,1.61,HIRES-Post,0.1402,2e-06,-1.0000,-1.0000,rj32.920
HD114613,2454250.81181,13.02,1.71,HIRES-Post,0.1324,1.9e-06,-1.0000,-1.0000,rj32.1717
HD114613,2454251.81515,9.30,1.58,HIRES-Post,0.1443,2.1e-06,-1.0000,-1.0000,rj32.2119
HD114613,2454255.76224,11.44,1.94,HIRES-Post,0.1359,1.6e-06,-1.0000,-1.0000,rj33.121
HD114613,2454278.74003,12.18,1.51,HIRES-Post,0.1429,1.9e-06,-1.0000,-1.0000,rj35.412
HD114613,2454279.73599,6.74,1.67,HIRES-Post,0.1326,1.9e-06,-1.0000,-1.0000,rj35.814
HD114613,2454304.73945,5.57,1.56,HIRES-Post,0.1345,2.3e-06,-1.0000,-1.0000,rj41.111
HD114613,2454304.74008,8.49,1.53,HIRES-Post,0.1403,2.5e-06,-1.0000,-1.0000,rj41.112
HD114613,2454307.77559,0.29,1.44,HIRES-Post,0.1796,6e-06,-1.0000,-1.0000,rj41.1320
HD114613,2454307.77629,1.03,1.35,HIRES-Post,0.1752,5.3e-06,-1.0000,-1.0000,rj41.1321
HD114613,2454309.74035,0.50,1.53,HIRES-Post,0.1373,2.8e-06,-1.0000,-1.0000,rj41.2109
HD114613,2454310.73703,5.83,1.41,HIRES-Post,0.1573,3.4e-06,-1.0000,-1.0000,rj41.2507
HD114613,2454311.73539,7.51,1.48,HIRES-Post,0.1438,2.8e-06,-1.0000,-1.0000,rj41.2907
HD114613,2454312.73641,4.87,1.46,HIRES-Post,0.1613,3.4e-06,-1.0000,-1.0000,rj41.3311
HD114613,2454313.73644,9.69,1.46,HIRES-Post,0.1618,4.2e-06,-1.0000,-1.0000,rj41.3706
HD114613,2454314.73811,-3.61,1.43,HIRES-Post,0.1312,3.1e-06,-1.0000,-1.0000,rj41.4109
HD114613,2454873.08641,-1.14,1.66,HIRES-Post,0.1105,2e-06,-1.0000,-1.0000,rj62.756
HD114613,2454873.08827,2.71,1.79,HIRES-Post,0.1198,1.9e-06,-1.0000,-1.0000,rj62.757
HD114613,2454873.09192,5.86,1.83,HIRES-Post,0.1131,1.8e-06,-1.0000,-1.0000,rj62.758
HD114613,2454873.10014,2.08,1.55,HIRES-Post,0.1148,1.8e-06,-1.0000,-1.0000,rj62.759
HD114613,2454983.78797,-0.15,1.60,HIRES-Post,0.1323,2.6e-06,-1.0000,-1.0000,rq15.135
HD114613,2455016.76681,1.38,1.61,HIRES-Post,0.1243,2.8e-06,-1.0000,-1.0000,rq18.709
HD114613,2455023.76096,-6.22,1.44,HIRES-Post,0.1359,2.3e-06,-1.0000,-1.0000,rj65.815
HD114613,2455201.14447,0.16,1.58,HIRES-Post,0.1292,2.2e-06,-1.0000,-1.0000,rj69.251
HD114613,2455201.14523,-2.89,1.64,HIRES-Post,0.1295,2e-06,-1.0000,-1.0000,rj69.252
HD114613,2455201.14609,-1.30,1.71,HIRES-Post,0.1331,2.4e-06,-1.0000,-1.0000,rj69.253
HD114613,2455201.14686,-2.73,1.57,HIRES-Post,0.1309,2.2e-06,-1.0000,-1.0000,rj69.254
HD114613,2455201.14766,-0.62,1.67,HIRES-Post,0.1335,2.1e-06,-1.0000,-1.0000,rj69.255
HD114613,2455258.16489,-6.72,1.67,HIRES-Post,0.1378,3.5e-06,-1.0000,-1.0000,rj70.231
HD114613,2455258.16579,-5.06,1.69,HIRES-Post,0.1389,3.7e-06,-1.0000,-1.0000,rj70.232
HD114613,2455258.16669,-5.43,1.70,HIRES-Post,0.1409,3.8e-06,-1.0000,-1.0000,rj70.233
HD114613,2455286.02318,-3.48,1.85,HIRES-Post,0.1350,3.1e-06,-1.0000,-1.0000,rq30.483
HD114613,2455341.75869,6.48,1.57,HIRES-Post,0.1332,2.2e-06,-1.0000,-1.0000,rj72.1111
HD114613,2455341.75951,4.84,1.59,HIRES-Post,0.1321,2.1e-06,-1.0000,-1.0000,rj72.1112
HD114613,2455341.76034,0.50,1.64,HIRES-Post,0.1289,1.9e-06,-1.0000,-1.0000,rj72.1113
HD114613,2455341.76116,0.37,1.52,HIRES-Post,0.1285,1.9e-06,-1.0000,-1.0000,rj72.1114
HD114613,2455341.76197,-4.65,1.58,HIRES-Post,0.1329,2.1e-06,-1.0000,-1.0000,rj72.1115
HD114613,2455341.76286,-1.88,1.57,HIRES-Post,0.1307,2.2e-06,-1.0000,-1.0000,rj72.1116
HD114613,2455371.85259,-6.06,1.53,HIRES-Post,0.1365,4.8e-06,-1.0000,-1.0000,rj73.921
HD114613,2455371.85338,-5.63,1.53,HIRES-Post,0.1464,5e-06,-1.0000,-1.0000,rj73.922
HD114613,2455371.85417,-2.31,1.52,HIRES-Post,0.1434,5.4e-06,-1.0000,-1.0000,rj73.923
HD114613,2455371.85492,-4.80,1.55,HIRES-Post,0.1290,4.1e-06,-1.0000,-1.0000,rj73.924
HD114613,2455371.85570,-5.46,1.59,HIRES-Post,0.1459,4.8e-06,-1.0000,-1.0000,rj73.925
HD114613,2455408.73536,-3.18,1.51,HIRES-Post,0.1394,2.8e-06,-1.0000,-1.0000,rj74.325
HD114613,2455408.73613,1.90,1.47,HIRES-Post,0.1428,3.8e-06,-1.0000,-1.0000,rj74.326
