HD,BJD,RVel,e_RVel,r_RVel,SHK,e_SHK,EWHa,e_EWHa,Filename
HD102365,2452990.87772,4.92,0.97,HARPS-Pre,0.1631,0.0064,-1.0000,-1.0000,2003-11-06T08:58:12
HD102365,2452990.88069,8.70,0.97,HARPS-Pre,0.1362,0.0085,-1.0000,-1.0000,2003-11-06T08:59:54
HD102365,2452997.81805,-1.95,0.92,HARPS-Pre,0.1448,0.0025,-1.0000,-1.0000,2003-12-17T09:07:35
HD102365,2452997.82173,-1.86,0.93,HARPS-Pre,0.1513,0.0022,-1.0000,-1.0000,2003-12-17T09:11:51
HD102365,2452997.82553,-2.14,0.97,HARPS-Pre,0.1398,0.0023,-1.0000,-1.0000,2003-12-17T09:16:08
HD102365,2452997.82973,-2.85,0.92,HARPS-Pre,0.1449,0.0014,-1.0000,-1.0000,2003-12-24T07:35:53
HD102365,2452997.83335,-1.57,0.93,HARPS-Pre,0.1455,0.0016,-1.0000,-1.0000,2003-12-24T07:41:26
HD102365,2452997.83727,-1.63,0.92,HARPS-Pre,0.1367,0.0025,-1.0000,-1.0000,2003-12-24T07:47:00
HD102365,2452998.86290,-0.42,1.63,HARPS-Pre,0.1463,0.0015,-1.0000,-1.0000,2003-12-24T07:52:33
HD102365,2453000.86464,-0.44,1.07,HARPS-Pre,0.1498,0.0014,-1.0000,-1.0000,2003-12-24T07:58:07
HD102365,2453001.86399,-0.78,0.96,HARPS-Pre,0.1459,0.0015,-1.0000,-1.0000,2003-12-24T08:03:40
HD102365,2453002.85757,-3.27,0.72,HARPS-Pre,0.1412,0.0075,-1.0000,-1.0000,2003-12-25T08:42:45
HD102365,2453002.86835,-0.40,0.89,HARPS-Pre,0.1433,0.0036,-1.0000,-1.0000,2003-12-27T08:44:58
HD102365,2453003.84498,0.54,0.92,HARPS-Pre,0.1292,0.0042,-1.0000,-1.0000,2003-12-28T08:43:44
HD102365,2453003.85286,-0.43,0.92,HARPS-Pre,0.1282,0.0037,-1.0000,-1.0000,2003-12-29T08:34:30
HD102365,2453004.80840,0.46,0.92,HARPS-Pre,0.1512,0.0038,-1.0000,-1.0000,2003-12-29T08:50:03
HD102365,2453004.81231,0.24,0.92,HARPS-Pre,0.1414,0.0014,-1.0000,-1.0000,2003-12-30T08:14:18
HD102365,2453004.81614,-0.57,0.92,HARPS-Pre,0.1432,0.0012,-1.0000,-1.0000,2003-12-30T08:25:23
HD102365,2453004.81994,-0.48,0.92,HARPS-Pre,0.1468,0.0014,-1.0000,-1.0000,2003-12-31T07:21:21
HD102365,2453004.82375,-1.20,0.92,HARPS-Pre,0.1474,0.0015,-1.0000,-1.0000,2003-12-31T07:26:53
HD102365,2453004.82759,0.57,0.92,HARPS-Pre,0.1426,0.0012,-1.0000,-1.0000,2003-12-31T07:32:24
HD102365,2453004.83230,-0.97,0.92,HARPS-Pre,0.1421,0.0014,-1.0000,-1.0000,2003-12-31T07:37:55
HD102365,2453004.83671,-0.63,0.92,HARPS-Pre,0.1463,0.0011,-1.0000,-1.0000,2003-12-31T07:43:27
HD102365,2453004.83990,-0.32,0.92,HARPS-Pre,0.1451,0.0014,-1.0000,-1.0000,2003-12-31T07:48:59
HD102365,2453004.84293,-0.19,0.92,HARPS-Pre,0.1452,0.0016,-1.0000,-1.0000,2003-12-31T07:56:11
HD102365,2453004.84608,-1.17,0.92,HARPS-Pre,0.1431,0.0015,-1.0000,-1.0000,2003-12-31T08:02:34
HD102365,2453004.84931,-0.43,0.93,HARPS-Pre,0.1455,0.0015,-1.0000,-1.0000,2003-12-31T08:07:04
HD102365,2453016.87072,-0.83,0.94,HARPS-Pre,0.1411,0.0014,-1.0000,-1.0000,2003-12-31T08:11:36
HD102365,2453024.86391,-1.64,0.96,HARPS-Pre,0.1477,0.0015,-1.0000,-1.0000,2003-12-31T08:16:08
HD102365,2453024.86522,-2.84,0.95,HARPS-Pre,0.1427,0.0016,-1.0000,-1.0000,2003-12-31T08:20:40
HD102365,2453024.86653,-1.11,0.96,HARPS-Pre,0.1418,0.0022,-1.0000,-1.0000,2004-01-12T08:51:08
HD102365,2453024.86784,-1.58,0.97,HARPS-Pre,0.1419,0.0024,-1.0000,-1.0000,2004-01-20T08:40:47
HD102365,2453024.86911,-1.55,0.96,HARPS-Pre,0.1364,0.0025,-1.0000,-1.0000,2004-01-20T08:42:39
HD102365,2453024.87038,-3.13,0.96,HARPS-Pre,0.1457,0.0022,-1.0000,-1.0000,2004-01-20T08:44:31
HD102365,2453024.87169,-0.82,0.96,HARPS-Pre,0.1397,0.0026,-1.0000,-1.0000,2004-01-20T08:46:24
HD102365,2453024.87299,-2.45,0.95,HARPS-Pre,0.1487,0.0023,-1.0000,-1.0000,2004-01-20T08:48:16
HD102365,2453024.87430,-2.64,0.96,HARPS-Pre,0.1394,0.0023,-1.0000,-1.0000,2004-01-20T08:50:09
HD102365,2453024.87560,-0.57,0.97,HARPS-Pre,0.1477,0.002,-1.0000,-1.0000,2004-01-20T08:52:00
HD102365,2453024.87689,-2.52,0.96,HARPS-Pre,0.1428,0.0022,-1.0000,-1.0000,2004-01-20T08:53:52
HD102365,2453024.87821,-0.93,0.96,HARPS-Pre,0.1423,0.0022,-1.0000,-1.0000,2004-01-20T08:55:44
HD102365,2453024.87951,-0.26,0.96,HARPS-Pre,0.1407,0.0024,-1.0000,-1.0000,2004-01-20T08:57:36
HD102365,2453024.88082,-3.41,0.96,HARPS-Pre,0.1469,0.0022,-1.0000,-1.0000,2004-01-20T08:59:29
HD102365,2453024.88214,-2.29,0.96,HARPS-Pre,0.1454,0.0023,-1.0000,-1.0000,2004-01-20T09:01:22
HD102365,2453024.88345,-1.78,0.96,HARPS-Pre,0.1321,0.0023,-1.0000,-1.0000,2004-01-20T09:03:14
HD102365,2453024.88475,-2.69,0.96,HARPS-Pre,0.1496,0.002,-1.0000,-1.0000,2004-01-20T09:05:09
HD102365,2453024.88603,-1.89,0.95,HARPS-Pre,0.1402,0.0021,-1.0000,-1.0000,2004-01-20T09:07:01
HD102365,2453024.88735,-1.46,0.96,HARPS-Pre,0.1386,0.0021,-1.0000,-1.0000,2004-01-20T09:08:55
HD102365,2453024.88863,-2.86,0.95,HARPS-Pre,0.1406,0.0027,-1.0000,-1.0000,2004-01-20T09:10:47
HD102365,2453024.88994,-2.22,0.96,HARPS-Pre,0.1435,0.0022,-1.0000,-1.0000,2004-01-20T09:12:39
HD102365,2453024.89123,-1.14,0.96,HARPS-Pre,0.1411,0.0022,-1.0000,-1.0000,2004-01-20T09:14:31
HD102365,2453032.85551,-1.83,0.71,HARPS-Pre,0.1437,0.0021,-1.0000,-1.0000,2004-01-20T09:16:22
HD102365,2453034.90668,2.45,0.78,HARPS-Pre,0.1490,0.0022,-1.0000,-1.0000,2004-01-20T09:18:15
HD102365,2453036.90145,-1.53,0.80,HARPS-Pre,0.1357,0.0024,-1.0000,-1.0000,2004-01-20T09:20:09
HD102365,2453045.65848,-8.57,0.92,HARPS-Pre,0.1421,0.0019,-1.0000,-1.0000,2004-01-28T08:27:02
HD102365,2453045.78766,8.62,0.92,HARPS-Pre,0.1421,0.0016,-1.0000,-1.0000,2004-02-10T03:41:00
HD102365,2453045.79525,8.78,0.92,HARPS-Pre,0.1384,0.0017,-1.0000,-1.0000,2004-02-10T03:52:05
HD102365,2453045.79888,8.01,0.92,HARPS-Pre,0.1464,0.0015,-1.0000,-1.0000,2004-02-10T03:57:36
HD102365,2453045.80291,7.58,0.92,HARPS-Pre,0.1438,0.0017,-1.0000,-1.0000,2004-02-10T04:03:07
HD102365,2453045.80678,7.18,0.92,HARPS-Pre,0.1408,0.0015,-1.0000,-1.0000,2004-02-10T04:08:38
HD102365,2453046.76282,-1.60,0.86,HARPS-Pre,0.1451,0.0013,-1.0000,-1.0000,2004-02-10T06:46:52
HD102365,2453054.81255,1.13,0.91,HARPS-Pre,0.1457,0.0013,-1.0000,-1.0000,2004-02-10T06:52:23
HD102365,2453061.82135,-2.43,0.93,HARPS-Pre,0.1440,0.0014,-1.0000,-1.0000,2004-02-10T06:57:54
HD102365,2453138.61602,0.46,0.96,HARPS-Pre,0.1444,0.0014,-1.0000,-1.0000,2004-02-10T07:03:25
HD102365,2453138.62186,3.23,0.98,HARPS-Pre,0.1419,0.0013,-1.0000,-1.0000,2004-02-10T07:08:56
HD102365,2453139.55363,-0.25,0.98,HARPS-Pre,0.1417,0.0013,-1.0000,-1.0000,2004-02-10T07:14:27
HD102365,2453140.49467,-1.34,0.94,HARPS-Pre,0.1372,0.0028,-1.0000,-1.0000,2004-02-11T06:13:02
HD102365,2453140.50874,-3.32,0.96,HARPS-Pre,0.1398,0.0018,-1.0000,-1.0000,2004-02-19T07:23:29
HD102365,2453140.51273,-3.11,0.98,HARPS-Pre,0.1506,0.0031,-1.0000,-1.0000,2004-02-26T07:35:13
HD102365,2453140.51973,-1.69,0.94,HARPS-Pre,0.1420,0.0021,-1.0000,-1.0000,2004-05-13T02:39:59
HD102365,2453201.47872,-1.11,1.02,HARPS-Pre,0.1382,0.0026,-1.0000,-1.0000,2004-05-13T02:48:26
HD102365,2453413.78686,-2.69,0.92,HARPS-Pre,0.1465,0.0025,-1.0000,-1.0000,2004-05-14T01:10:15
