HD,BJD,RVel,e_RVel,r_RVel,SHK,e_SHK,EWHa,e_EWHa,Filename
HD102870,2457726.98921,2.08,4.12,APF,0.1766,0.00068,-1.0000,-1.0000,rl15.4528
HD102870,2457726.98984,2.94,4.45,APF,0.1825,0.00071,-1.0000,-1.0000,rl15.4529
HD102870,2457726.99044,-0.76,4.32,APF,0.1769,0.00068,-1.0000,-1.0000,rl15.4530
HD102870,2457726.99107,11.24,4.01,APF,0.1687,0.00066,-1.0000,-1.0000,rl15.4531
HD102870,2457726.99168,4.66,4.05,APF,0.1765,0.00068,-1.0000,-1.0000,rl15.4532
HD102870,2457726.99231,16.29,4.88,APF,0.1774,0.0007,-1.0000,-1.0000,rl15.4533
HD102870,2457726.99293,1.04,5.17,APF,0.1769,0.0007,-1.0000,-1.0000,rl15.4534
HD102870,2457726.99355,-4.65,4.79,APF,0.1799,0.00069,-1.0000,-1.0000,rl15.4535
HD102870,2457726.99415,15.39,4.55,APF,0.1803,0.00071,-1.0000,-1.0000,rl15.4536
HD102870,2457751.08745,3.80,1.71,APF,0.1429,0.00046,-1.0000,-1.0000,rl15.6109
HD102870,2457751.08834,3.17,1.66,APF,0.1428,0.00046,-1.0000,-1.0000,rl15.6110
HD102870,2457751.08923,7.85,1.61,APF,0.1426,0.00047,-1.0000,-1.0000,rl15.6111
HD102870,2457751.09009,4.96,1.73,APF,0.1448,0.00046,-1.0000,-1.0000,rl15.6112
HD102870,2457751.09094,10.08,1.60,APF,0.1438,0.00046,-1.0000,-1.0000,rl15.6113
HD102870,2457751.09180,4.85,1.73,APF,0.1429,0.00046,-1.0000,-1.0000,rl15.6114
HD102870,2457751.09265,1.99,1.72,APF,0.1431,0.00046,-1.0000,-1.0000,rl15.6115
HD102870,2457751.09353,1.03,1.83,APF,0.1425,0.00045,-1.0000,-1.0000,rl15.6116
HD102870,2457751.09437,-0.35,1.70,APF,0.1428,0.00046,-1.0000,-1.0000,rl15.6117
HD102870,2457751.09526,-6.49,1.73,APF,0.1427,0.00045,-1.0000,-1.0000,rl15.6118
HD102870,2457751.09614,0.54,1.66,APF,0.1446,0.00046,-1.0000,-1.0000,rl15.6119
HD102870,2457753.03129,1.98,1.58,APF,0.1413,0.0004,-1.0000,-1.0000,rl15.6293
HD102870,2457753.03576,1.15,1.55,APF,0.1410,0.00039,-1.0000,-1.0000,rl15.6294
HD102870,2457753.04347,4.78,1.69,APF,0.1428,0.00045,-1.0000,-1.0000,rl15.6295
HD102870,2457753.05079,2.10,2.48,APF,0.1485,0.00055,-1.0000,-1.0000,rl15.6296
HD102870,2457753.05708,6.33,2.23,APF,0.1445,0.00053,-1.0000,-1.0000,rl15.6297
HD102870,2457759.97285,-10.46,1.96,APF,0.1417,0.0005,-1.0000,-1.0000,rl15.6714
HD102870,2457759.97383,-7.85,2.16,APF,0.1440,0.00051,-1.0000,-1.0000,rl15.6715
HD102870,2457759.97480,-10.44,1.94,APF,0.1406,0.00049,-1.0000,-1.0000,rl15.6716
HD102870,2457759.97577,-6.97,2.05,APF,0.1445,0.00051,-1.0000,-1.0000,rl15.6717
HD102870,2457759.97677,-6.65,1.99,APF,0.1454,0.00052,-1.0000,-1.0000,rl15.6718
HD102870,2457759.97775,-0.32,2.00,APF,0.1411,0.00051,-1.0000,-1.0000,rl15.6719
HD102870,2457759.97873,-7.26,1.99,APF,0.1418,0.0005,-1.0000,-1.0000,rl15.6720
HD102870,2457782.91123,-6.28,1.60,APF,0.1436,0.00045,-1.0000,-1.0000,rl15.7995
HD102870,2457782.91206,-2.47,1.74,APF,0.1430,0.00045,-1.0000,-1.0000,rl15.7996
HD102870,2457782.91290,-5.77,1.74,APF,0.1431,0.00045,-1.0000,-1.0000,rl15.7997
HD102870,2457782.91373,-8.56,1.71,APF,0.1439,0.00045,-1.0000,-1.0000,rl15.7998
HD102870,2457782.91455,-4.81,1.71,APF,0.1433,0.00046,-1.0000,-1.0000,rl15.7999
HD102870,2457782.91537,-1.01,1.81,APF,0.1433,0.00045,-1.0000,-1.0000,rl15.8000
HD102870,2457785.80820,-0.87,2.72,APF,0.1545,0.00057,-1.0000,-1.0000,rl15.8192
HD102870,2457785.82473,5.34,3.23,APF,0.1706,0.00064,-1.0000,-1.0000,rl15.8193
HD102870,2457785.84412,-2.47,1.61,APF,0.1423,0.00045,-1.0000,-1.0000,rl15.8194
