HD,BJD,RVel,e_RVel,r_RVel,SHK,e_SHK,EWHa,e_EWHa,Filename
HD196761,2458266.90512,-0.19,1.11,PFS-Post,0.1907,0.0003,-1.0000,-1.0000,rn43.1245
HD196761,2458294.75521,-3.32,1.21,PFS-Post,0.1762,0.00032,-1.0000,-1.0000,rn44.518
HD196761,2458294.75907,-2.58,1.18,PFS-Post,0.1807,0.00037,-1.0000,-1.0000,rn44.519
HD196761,2458414.50702,-3.73,1.03,PFS-Post,0.1640,0.0005,-1.0000,-1.0000,rn47.2109
HD196761,2458414.50866,-1.26,1.04,PFS-Post,0.1642,0.00047,-1.0000,-1.0000,rn47.2110
HD196761,2458414.51031,-3.72,1.00,PFS-Post,0.1646,0.00051,-1.0000,-1.0000,rn47.2111
HD196761,2458414.51199,-2.87,1.04,PFS-Post,0.1652,0.00053,-1.0000,-1.0000,rn47.2112
HD196761,2458414.51362,-2.35,1.06,PFS-Post,0.1649,0.00057,-1.0000,-1.0000,rn47.2113
HD196761,2458676.70553,-3.23,1.21,PFS-Post,0.1745,0.00052,-1.0000,-1.0000,rn53.704
HD196761,2458676.70740,-5.33,1.13,PFS-Post,0.1739,0.00053,-1.0000,-1.0000,rn53.705
HD196761,2458676.70914,-4.81,1.06,PFS-Post,0.1758,0.00055,-1.0000,-1.0000,rn53.706
HD196761,2458676.71113,-6.32,1.10,PFS-Post,0.1777,0.00059,-1.0000,-1.0000,rn53.707
HD196761,2458714.58944,-2.22,1.10,PFS-Post,0.1652,0.00052,-1.0000,-1.0000,rn53.7395
HD196761,2458714.59153,-1.99,1.07,PFS-Post,0.1679,0.00056,-1.0000,-1.0000,rn53.7396
HD196761,2458714.59370,-2.22,1.01,PFS-Post,0.1628,0.00046,-1.0000,-1.0000,rn53.7397
HD196761,2458717.73404,-3.52,1.12,PFS-Post,0.1607,0.00042,-1.0000,-1.0000,rn53.8315
HD196761,2458717.73749,-1.94,0.99,PFS-Post,0.1589,0.00038,-1.0000,-1.0000,rn53.8316
HD196761,2458739.57169,-1.84,1.31,PFS-Post,0.1774,0.00078,-1.0000,-1.0000,rn54.686
HD196761,2458739.57376,-0.70,1.21,PFS-Post,0.1813,0.00083,-1.0000,-1.0000,rn54.687
HD196761,2458739.57586,-2.07,1.29,PFS-Post,0.1781,0.00084,-1.0000,-1.0000,rn54.688
HD196761,2458739.57793,-2.65,1.16,PFS-Post,0.1748,0.00078,-1.0000,-1.0000,rn54.689
HD196761,2458769.53768,-2.00,1.10,PFS-Post,0.1615,0.00051,-1.0000,-1.0000,rn55.2377
HD196761,2458769.54283,-1.43,1.04,PFS-Post,0.1620,0.00052,-1.0000,-1.0000,rn55.2378
