HD,BJD,RVel,e_RVel,r_RVel,SHK,e_SHK,EWHa,e_EWHa,Filename
HD196761,2457204.80059,-1.29,0.96,HARPS-Post,0.1643,0.0032,-1.0000,-1.0000,2015-07-01T07:00:32
HD196761,2457204.80637,-1.50,0.95,HARPS-Post,0.1782,0.003,-1.0000,-1.0000,2015-07-01T07:08:33
HD196761,2457256.63027,-0.62,0.65,HARPS-Post,0.1624,0.0018,-1.0000,-1.0000,2015-08-22T02:51:02
HD196761,2457264.71344,-1.46,0.47,HARPS-Post,0.1710,0.0014,-1.0000,-1.0000,2015-08-30T04:51:10
HD196761,2457268.71984,2.81,0.66,HARPS-Post,0.1771,0.0014,-1.0000,-1.0000,2015-09-03T05:00:50
HD196761,2457291.59289,-0.50,0.53,HARPS-Post,0.1617,0.0018,-1.0000,-1.0000,2015-09-26T02:00:38
HD196761,2457292.65425,1.65,0.96,HARPS-Post,0.1676,0.002,-1.0000,-1.0000,2015-09-27T03:28:31
HD196761,2457299.59627,3.00,0.54,HARPS-Post,0.1760,0.0024,-1.0000,-1.0000,2015-10-04T02:10:06
HD196761,2457299.60189,2.77,0.53,HARPS-Post,0.1721,0.0022,-1.0000,-1.0000,2015-10-04T02:18:07
HD196761,2457303.65999,1.60,0.64,HARPS-Post,0.1651,0.003,-1.0000,-1.0000,2015-10-08T03:42:23
HD196761,2457303.66555,1.01,0.64,HARPS-Post,0.1665,0.0031,-1.0000,-1.0000,2015-10-08T03:50:24
HD196761,2457307.55130,-2.15,0.48,HARPS-Post,0.1615,0.0019,-1.0000,-1.0000,2015-10-12T01:06:19
HD196761,2457307.55682,-1.87,0.49,HARPS-Post,0.1588,0.0024,-1.0000,-1.0000,2015-10-12T01:14:21
HD196761,2457311.56637,-1.36,0.52,HARPS-Post,0.1721,0.0014,-1.0000,-1.0000,2015-10-16T01:24:54
