HD,BJD,RVel,e_RVel,r_RVel,SHK,e_SHK,EWHa,e_EWHa,Filename
HD26965,2455852.82112,-1.00,1.11,PFS-Pre,0.1541,0.00061,-1.0000,-1.0000,rn09.1480
HD26965,2455852.82239,-2.35,1.10,PFS-Pre,0.1590,0.0006,-1.0000,-1.0000,rn09.1481
HD26965,2455852.82362,-5.37,1.05,PFS-Pre,0.1595,0.0006,-1.0000,-1.0000,rn09.1482
HD26965,2455852.82486,-1.54,1.06,PFS-Pre,0.1606,0.00061,-1.0000,-1.0000,rn09.1483
HD26965,2456175.89918,-2.37,0.89,PFS-Pre,0.1511,0.00033,-1.0000,-1.0000,rn13.386
HD26965,2456285.68197,-4.62,0.83,PFS-Pre,0.1526,0.00032,-1.0000,-1.0000,rn14.489
HD26965,2456285.68338,-3.63,0.81,PFS-Pre,0.1530,0.00033,-1.0000,-1.0000,rn14.490
HD26965,2456285.68476,-3.88,0.80,PFS-Pre,0.1529,0.00033,-1.0000,-1.0000,rn14.491
HD26965,2456285.68616,-3.95,0.85,PFS-Pre,0.1507,0.00033,-1.0000,-1.0000,rn14.492
HD26965,2456293.69952,-1.39,0.82,PFS-Pre,0.1512,0.0003,-1.0000,-1.0000,rn14.1239
HD26965,2456293.70085,-1.92,0.90,PFS-Pre,0.1486,0.00032,-1.0000,-1.0000,rn14.1240
HD26965,2456293.70210,-1.92,0.96,PFS-Pre,0.1486,0.00031,-1.0000,-1.0000,rn14.1241
HD26965,2456293.70336,-1.30,0.88,PFS-Pre,0.1495,0.00033,-1.0000,-1.0000,rn14.1242
HD26965,2456348.55649,-7.84,0.92,PFS-Pre,0.1475,0.0007,-1.0000,-1.0000,rn15.643
HD26965,2456348.55784,-8.60,0.84,PFS-Pre,0.1486,0.00071,-1.0000,-1.0000,rn15.644
HD26965,2456348.55914,-8.12,0.90,PFS-Pre,0.1455,0.00074,-1.0000,-1.0000,rn15.645
HD26965,2456508.93238,-2.34,0.97,PFS-Pre,0.1497,0.00068,-1.0000,-1.0000,rn17.1335
HD26965,2456508.93385,-2.73,0.98,PFS-Pre,0.1458,0.00069,-1.0000,-1.0000,rn17.1336
