HD,BJD,RVel,e_RVel,r_RVel,SHK,e_SHK,EWHa,e_EWHa,Filename
HD4628,2452939.60271,3.17,0.89,HARPS-Pre,0.2480,0.005,-1.0000,-1.0000,2003-10-27T02:18:12
HD4628,2452939.60412,3.00,0.88,HARPS-Pre,0.2549,0.0048,-1.0000,-1.0000,2003-10-27T02:20:14
HD4628,2452945.59561,0.95,1.01,HARPS-Pre,0.2700,0.005,-1.0000,-1.0000,2003-11-02T02:08:19
HD4628,2452945.59699,0.59,0.99,HARPS-Pre,0.2728,0.0049,-1.0000,-1.0000,2003-11-02T02:10:21
HD4628,2452996.54789,1.56,1.05,HARPS-Pre,0.2382,0.0048,-1.0000,-1.0000,2003-12-23T01:05:24
HD4628,2452996.54935,2.05,1.06,HARPS-Pre,0.2580,0.0049,-1.0000,-1.0000,2003-12-23T01:07:26
HD4628,2452999.53577,-0.83,0.75,HARPS-Pre,0.2574,0.0039,-1.0000,-1.0000,2003-12-26T00:48:20
HD4628,2452999.53714,-2.18,0.81,HARPS-Pre,0.2538,0.0041,-1.0000,-1.0000,2003-12-26T00:50:22
HD4628,2453002.53602,2.29,0.62,HARPS-Pre,0.2786,0.003,-1.0000,-1.0000,2003-12-29T00:49:05
HD4628,2453002.53742,1.45,0.62,HARPS-Pre,0.2585,0.0034,-1.0000,-1.0000,2003-12-29T00:51:08
HD4628,2453157.91569,-0.34,0.97,HARPS-Pre,0.2638,0.0039,-1.0000,-1.0000,2004-06-01T10:00:44
HD4628,2453157.91781,-0.94,0.96,HARPS-Pre,0.2558,0.0035,-1.0000,-1.0000,2004-06-01T10:03:44
HD4628,2453191.88514,4.40,0.99,HARPS-Pre,0.2585,0.0038,-1.0000,-1.0000,2004-07-05T09:12:09
HD4628,2453191.88723,3.41,0.98,HARPS-Pre,0.2373,0.0041,-1.0000,-1.0000,2004-07-05T09:15:10
HD4628,2453237.83782,1.21,0.99,HARPS-Pre,0.2387,0.004,-1.0000,-1.0000,2004-08-20T07:58:14
HD4628,2453237.83994,-0.23,0.99,HARPS-Pre,0.2624,0.0032,-1.0000,-1.0000,2004-08-20T08:01:16
HD4628,2453263.68992,1.26,0.99,HARPS-Pre,0.4889,0.075,-1.0000,-1.0000,2004-09-15T04:23:19
HD4628,2453263.69205,-0.88,1.02,HARPS-Pre,0.3344,17,-1.0000,-1.0000,2004-09-15T04:26:20
HD4628,2453272.72528,-1.35,0.94,HARPS-Pre,0.2249,0.0033,-1.0000,-1.0000,2004-09-24T05:13:53
HD4628,2453272.72742,-0.23,0.95,HARPS-Pre,0.2232,0.0036,-1.0000,-1.0000,2004-09-24T05:16:57
HD4628,2453298.65048,-2.00,1.11,HARPS-Pre,0.1637,0.011,-1.0000,-1.0000,2004-10-20T03:26:21
HD4628,2453298.65225,-1.30,1.07,HARPS-Pre,0.2181,0.0073,-1.0000,-1.0000,2004-10-20T03:29:03
HD4628,2453298.65415,-1.01,1.00,HARPS-Pre,0.2369,0.0061,-1.0000,-1.0000,2004-10-20T03:31:44
HD4628,2453298.65603,-0.58,1.02,HARPS-Pre,0.2521,0.0055,-1.0000,-1.0000,2004-10-20T03:34:28
HD4628,2453321.59209,-0.42,0.74,HARPS-Pre,0.2330,0.0024,-1.0000,-1.0000,2004-11-12T02:03:50
HD4628,2453321.59395,1.29,0.74,HARPS-Pre,0.2284,0.0024,-1.0000,-1.0000,2004-11-12T02:06:31
HD4628,2453321.59583,2.33,0.74,HARPS-Pre,0.2308,0.0024,-1.0000,-1.0000,2004-11-12T02:09:13
HD4628,2453321.59768,1.35,0.73,HARPS-Pre,0.2315,0.0021,-1.0000,-1.0000,2004-11-12T02:11:55
HD4628,2453321.59961,0.11,0.74,HARPS-Pre,0.2313,0.0024,-1.0000,-1.0000,2004-11-12T02:14:36
HD4628,2453347.56320,-2.76,0.56,HARPS-Pre,0.2190,0.0028,-1.0000,-1.0000,2004-12-08T01:25:04
HD4628,2453347.56508,-2.31,0.56,HARPS-Pre,0.2204,0.0024,-1.0000,-1.0000,2004-12-08T01:27:46
HD4628,2453347.56692,-3.39,0.55,HARPS-Pre,0.2282,0.0024,-1.0000,-1.0000,2004-12-08T01:30:28
HD4628,2453347.56880,-3.60,0.55,HARPS-Pre,0.2233,0.0022,-1.0000,-1.0000,2004-12-08T01:33:09
HD4628,2453347.57066,-3.39,0.54,HARPS-Pre,0.2202,0.0025,-1.0000,-1.0000,2004-12-08T01:35:51
HD4628,2453499.93033,3.07,1.21,HARPS-Pre,0.2461,0.0067,-1.0000,-1.0000,2005-05-09T10:24:10
HD4628,2453499.93216,5.96,1.17,HARPS-Pre,0.2471,0.0068,-1.0000,-1.0000,2005-05-09T10:26:51
HD4628,2453499.93405,5.04,1.12,HARPS-Pre,0.2504,0.006,-1.0000,-1.0000,2005-05-09T10:29:33
HD4628,2453499.93579,5.04,1.10,HARPS-Pre,0.1934,0.0073,-1.0000,-1.0000,2005-05-09T10:32:13
