HD,BJD,RVel,e_RVel,r_RVel,SHK,e_SHK,EWHa,e_EWHa,Filename
HD1581,2450830.96219,-2.76,1.85,UCLES,-1.0000,-1.0000,-1.0000,-1.0000,ru02.80
HD1581,2451121.02409,-4.98,1.87,UCLES,-1.0000,-1.0000,0.7274,0.0016,ru08.252
HD1581,2451413.17349,11.07,7.28,UCLES,-1.0000,-1.0000,0.7252,0.0072,ru14.228
HD1581,2451413.17841,-2.53,2.02,UCLES,-1.0000,-1.0000,0.7267,0.0023,ru14.229
HD1581,2451413.19462,-3.42,1.83,UCLES,-1.0000,-1.0000,0.7279,0.0016,ru14.230
HD1581,2451683.33445,-1.15,1.80,UCLES,-1.0000,-1.0000,0.7240,0.0017,ru19.127
HD1581,2451743.28545,-0.30,2.09,UCLES,-1.0000,-1.0000,0.7224,0.002,ru28.86
HD1581,2451856.97822,-3.31,2.63,UCLES,-1.0000,-1.0000,0.7222,0.0032,ru33.128
HD1581,2451856.98582,0.85,3.59,UCLES,-1.0000,-1.0000,0.7214,0.0037,ru33.129
HD1581,2451918.94422,-6.04,2.05,UCLES,-1.0000,-1.0000,0.7231,0.0018,ru34.13
HD1581,2452061.30466,1.26,1.95,UCLES,-1.0000,-1.0000,0.7242,0.0016,ru42.109
HD1581,2452093.29443,4.41,1.85,UCLES,-1.0000,-1.0000,0.7274,0.0015,ru43.166
HD1581,2452128.24747,3.91,1.77,UCLES,-1.0000,-1.0000,0.7290,0.0013,ru45.137
HD1581,2452154.16752,-4.59,1.90,UCLES,-1.0000,-1.0000,0.7269,0.0019,ru47.96
HD1581,2452188.10228,1.10,1.61,UCLES,-1.0000,-1.0000,0.7284,0.0014,ru48.162
HD1581,2452189.02821,-1.25,1.73,UCLES,-1.0000,-1.0000,0.7219,0.0019,ru48.258
HD1581,2452189.03241,0.04,1.66,UCLES,-1.0000,-1.0000,0.7230,0.0015,ru48.259
HD1581,2452455.34823,8.56,1.79,UCLES,-1.0000,-1.0000,-1.0000,-1.0000,ru53.274
HD1581,2452477.25474,3.30,1.81,UCLES,-1.0000,-1.0000,0.7221,0.0019,ru54.230
HD1581,2452511.15932,2.09,1.70,UCLES,-1.0000,-1.0000,0.7245,0.002,ru56.133
HD1581,2452654.91711,-2.86,1.72,UCLES,-1.0000,-1.0000,0.7259,0.002,ru60.95
HD1581,2452785.33053,0.52,3.21,UCLES,-1.0000,-1.0000,0.7204,0.0053,ru64.259
HD1581,2452785.33337,6.97,3.27,UCLES,-1.0000,-1.0000,0.7184,0.0053,ru64.260
HD1581,2452857.22729,6.09,1.91,UCLES,-1.0000,-1.0000,0.7271,0.002,ru65.34
HD1581,2452861.31718,-2.43,1.75,UCLES,-1.0000,-1.0000,0.7289,0.0019,ru65.486
HD1581,2453041.95519,0.30,1.90,UCLES,-1.0000,-1.0000,0.7327,0.0025,ru68.104
HD1581,2453042.90256,1.81,2.49,UCLES,-1.0000,-1.0000,0.7262,0.0037,ru68.196
HD1581,2453043.90777,0.12,2.03,UCLES,-1.0000,-1.0000,0.7327,0.0027,ru68.268
HD1581,2453215.28897,-3.55,1.60,UCLES,-1.0000,-1.0000,0.7274,0.0015,ru69.172
HD1581,2453244.23414,-1.60,1.85,UCLES,-1.0000,-1.0000,0.7285,0.0024,ru70.173
HD1581,2453246.10260,-1.43,1.89,UCLES,-1.0000,-1.0000,0.7283,0.002,ru70.388
HD1581,2453246.10453,-2.05,1.80,UCLES,-1.0000,-1.0000,0.7284,0.0021,ru70.389
HD1581,2453281.14281,-3.04,2.06,UCLES,-1.0000,-1.0000,0.7233,0.0026,ru71.58
HD1581,2453508.31835,-1.80,1.79,UCLES,-1.0000,-1.0000,0.7290,0.0016,ru74.282
HD1581,2453508.32143,-3.88,1.75,UCLES,-1.0000,-1.0000,0.7317,0.0014,ru74.283
HD1581,2453508.32451,-1.35,1.74,UCLES,-1.0000,-1.0000,0.7310,0.0015,ru74.284
HD1581,2453508.32757,0.73,1.82,UCLES,-1.0000,-1.0000,0.7274,0.0015,ru74.285
HD1581,2453516.31756,1.11,2.09,UCLES,-1.0000,-1.0000,0.7298,0.002,ru75.116
HD1581,2453516.32178,-4.32,1.98,UCLES,-1.0000,-1.0000,0.7299,0.0019,ru75.117
HD1581,2453569.32544,3.55,2.22,UCLES,-1.0000,-1.0000,-1.0000,-1.0000,ru76.316
HD1581,2453569.32727,-2.39,2.13,UCLES,-1.0000,-1.0000,0.7276,0.0028,ru76.317
HD1581,2453569.32907,-1.32,2.32,UCLES,-1.0000,-1.0000,0.7251,0.0029,ru76.318
HD1581,2453569.33087,1.09,2.48,UCLES,-1.0000,-1.0000,0.7273,0.0031,ru76.319
HD1581,2453570.31389,-2.26,2.01,UCLES,-1.0000,-1.0000,-1.0000,-1.0000,ru76.626
HD1581,2453570.31587,1.71,2.04,UCLES,-1.0000,-1.0000,0.7259,0.0023,ru76.627
HD1581,2453570.31801,-2.37,1.97,UCLES,-1.0000,-1.0000,0.7283,0.0022,ru76.628
HD1581,2453570.32016,-0.47,2.14,UCLES,-1.0000,-1.0000,0.7263,0.0022,ru76.629
HD1581,2453571.32735,0.60,1.97,UCLES,-1.0000,-1.0000,0.7248,0.0024,ru76.925
HD1581,2453571.32915,-0.65,2.02,UCLES,-1.0000,-1.0000,-1.0000,-1.0000,ru76.926
HD1581,2453571.33275,-6.24,2.04,UCLES,-1.0000,-1.0000,-1.0000,-1.0000,ru76.928
HD1581,2453572.31862,2.21,2.56,UCLES,-1.0000,-1.0000,0.7245,0.0034,ru76.1226
HD1581,2453572.32169,0.34,2.30,UCLES,-1.0000,-1.0000,0.7259,0.0029,ru76.1227
HD1581,2453572.32590,0.42,1.97,UCLES,-1.0000,-1.0000,0.7270,0.0018,ru76.1228
HD1581,2453572.33128,-1.03,1.71,UCLES,-1.0000,-1.0000,0.7293,0.0017,ru76.1229
HD1581,2453573.22190,0.69,2.46,UCLES,-1.0000,-1.0000,0.7260,0.0029,ru76.1504
HD1581,2453573.22527,-0.53,2.13,UCLES,-1.0000,-1.0000,0.7298,0.0021,ru76.1505
HD1581,2453573.22893,1.83,2.04,UCLES,-1.0000,-1.0000,0.7278,0.0021,ru76.1506
HD1581,2453573.23259,-0.77,1.98,UCLES,-1.0000,-1.0000,-1.0000,-1.0000,ru76.1507
HD1581,2453573.23259,-0.77,1.98,UCLES,-1.0000,-1.0000,-1.0000,-1.0000,ru76.1507
HD1581,2453574.24412,-0.18,2.02,UCLES,-1.0000,-1.0000,0.7281,0.0021,ru76.1857
HD1581,2453574.24662,2.22,2.01,UCLES,-1.0000,-1.0000,0.7272,0.0021,ru76.1858
HD1581,2453574.24912,1.75,2.05,UCLES,-1.0000,-1.0000,0.7279,0.0022,ru76.1859
HD1581,2453574.25162,-0.89,1.93,UCLES,-1.0000,-1.0000,0.7266,0.0021,ru76.1860
HD1581,2453576.23370,2.20,1.84,UCLES,-1.0000,-1.0000,0.7306,0.0021,ru76.2228
HD1581,2453576.23539,-0.15,1.91,UCLES,-1.0000,-1.0000,0.7285,0.0021,ru76.2229
HD1581,2453576.23708,-2.09,1.76,UCLES,-1.0000,-1.0000,0.7305,0.0021,ru76.2230
HD1581,2453576.23879,-0.53,1.83,UCLES,-1.0000,-1.0000,0.7297,0.0021,ru76.2231
