HD,BJD,RVel,e_RVel,r_RVel,SHK,e_SHK,EWHa,e_EWHa,Filename
HD69830,2455587.70286,-0.27,1.06,PFS-Pre,0.1555,0.00042,-1.0000,-1.0000,rn06.1274
HD69830,2455587.70508,0.58,1.10,PFS-Pre,0.1580,0.00043,-1.0000,-1.0000,rn06.1275
HD69830,2455587.70745,0.42,1.13,PFS-Pre,0.1535,0.00042,-1.0000,-1.0000,rn06.1276
HD69830,2455664.53562,6.51,0.98,PFS-Pre,0.1478,0.00036,-1.0000,-1.0000,rn07.236
HD69830,2455957.71091,-1.61,1.13,PFS-Pre,0.1477,0.00059,-1.0000,-1.0000,rn10.758
HD69830,2455957.71582,-4.33,1.10,PFS-Pre,0.1477,0.0006,-1.0000,-1.0000,rn10.759
HD69830,2456285.83153,-4.39,0.83,PFS-Pre,0.1557,0.00038,-1.0000,-1.0000,rn14.534
HD69830,2456285.83418,-3.83,0.90,PFS-Pre,0.1556,0.0004,-1.0000,-1.0000,rn14.535
HD69830,2456289.80718,0.74,0.82,PFS-Pre,0.1552,0.00034,-1.0000,-1.0000,rn14.772
HD69830,2456289.80975,0.75,0.83,PFS-Pre,0.1547,0.00033,-1.0000,-1.0000,rn14.773
HD69830,2456348.64975,-2.75,0.98,PFS-Pre,0.1559,0.00062,-1.0000,-1.0000,rn15.666
HD69830,2456348.65175,-0.94,0.93,PFS-Pre,0.1570,0.00062,-1.0000,-1.0000,rn15.667
HD69830,2456348.65365,0.06,0.96,PFS-Pre,0.1561,0.00063,-1.0000,-1.0000,rn15.668
HD69830,2456357.58779,1.60,0.96,PFS-Pre,0.1596,0.0006,-1.0000,-1.0000,rn15.1454
HD69830,2456357.58976,1.01,0.90,PFS-Pre,0.1615,0.00058,-1.0000,-1.0000,rn15.1455
HD69830,2456357.59168,2.25,0.93,PFS-Pre,0.1598,0.00062,-1.0000,-1.0000,rn15.1456
HD69830,2456358.68378,2.72,1.09,PFS-Pre,0.1591,0.0006,-1.0000,-1.0000,rn15.1576
HD69830,2456358.68638,4.27,1.05,PFS-Pre,0.1566,0.00061,-1.0000,-1.0000,rn15.1577
HD69830,2456359.62779,-0.63,1.12,PFS-Pre,0.1642,0.00078,-1.0000,-1.0000,rn15.1661
HD69830,2456437.46955,-2.83,0.87,PFS-Pre,0.1508,0.00055,-1.0000,-1.0000,rn16.1162
HD69830,2456437.47187,-3.17,0.85,PFS-Pre,0.1497,0.00054,-1.0000,-1.0000,rn16.1163
HD69830,2456609.87195,-1.41,0.85,PFS-Pre,0.1521,0.00062,-1.0000,-1.0000,rn19.1416
