HD,BJD,RVel,e_RVel,r_RVel,SHK,e_SHK,EWHa,e_EWHa,Filename
HD160691,2455663.90339,35.29,1.16,PFS-Pre,0.1325,0.00057,-1.0000,-1.0000,rn07.101
HD160691,2456145.59035,40.22,1.09,PFS-Pre,0.1245,0.0003,-1.0000,-1.0000,rn12.782
HD160691,2456176.54428,56.51,1.07,PFS-Pre,0.1236,0.00033,-1.0000,-1.0000,rn13.503
HD160691,2456176.54942,57.34,1.03,PFS-Pre,0.1251,0.00034,-1.0000,-1.0000,rn13.504
HD160691,2456437.72145,-14.26,0.94,PFS-Pre,0.1284,0.00036,-1.0000,-1.0000,rn16.1238
HD160691,2456437.72304,-15.38,0.91,PFS-Pre,0.1263,0.00036,-1.0000,-1.0000,rn16.1239
HD160691,2456437.72465,-14.76,0.94,PFS-Pre,0.1252,0.00037,-1.0000,-1.0000,rn16.1240
HD160691,2456437.72632,-14.57,0.97,PFS-Pre,0.1269,0.00036,-1.0000,-1.0000,rn16.1241
HD160691,2456509.70043,-17.56,1.09,PFS-Pre,0.1268,0.00059,-1.0000,-1.0000,rn17.1497
HD160691,2456509.70178,-14.52,1.04,PFS-Pre,0.1278,0.00059,-1.0000,-1.0000,rn17.1498
HD160691,2456509.70310,-18.12,1.12,PFS-Pre,0.1253,0.00058,-1.0000,-1.0000,rn17.1499
HD160691,2456554.49064,-2.76,0.92,PFS-Pre,0.1233,0.00029,-1.0000,-1.0000,rn18.636
HD160691,2456818.71995,54.11,1.19,PFS-Pre,0.1281,0.0005,-1.0000,-1.0000,rn22.488
HD160691,2456876.59863,50.74,1.10,PFS-Pre,0.1232,0.00032,-1.0000,-1.0000,rn23.606
HD160691,2457119.92094,-19.85,1.16,PFS-Pre,0.1311,0.00065,-1.0000,-1.0000,rn26.510
HD160691,2457119.92228,-26.08,1.17,PFS-Pre,0.1319,0.00054,-1.0000,-1.0000,rn26.511
HD160691,2457119.92357,-23.23,1.15,PFS-Pre,0.1321,0.00059,-1.0000,-1.0000,rn26.512
HD160691,2457119.92484,-20.04,1.10,PFS-Pre,0.1319,0.00057,-1.0000,-1.0000,rn26.513
HD160691,2457260.56157,-23.58,1.08,PFS-Pre,0.1331,0.0003,-1.0000,-1.0000,rn28.785
HD160691,2457260.56394,-23.30,1.08,PFS-Pre,0.1353,0.00043,-1.0000,-1.0000,rn28.786
HD160691,2457468.88261,44.11,1.08,PFS-Pre,0.1282,0.00025,-1.0000,-1.0000,rn32.106
HD160691,2457619.54517,-19.55,1.08,PFS-Pre,0.1262,0.00025,-1.0000,-1.0000,rn36.1030
HD160691,2457619.54732,-18.38,1.09,PFS-Pre,0.1275,0.00025,-1.0000,-1.0000,rn36.1031
