HD,BJD,RVel,e_RVel,r_RVel,SHK,e_SHK,EWHa,e_EWHa,Filename
HD85512,2455587.76413,-1.81,0.88,PFS-Pre,0.3407,0.00094,-1.0000,-1.0000,rn06.1288
HD85512,2455663.57816,-1.29,0.93,PFS-Pre,0.3542,0.0021,-1.0000,-1.0000,rn07.52
HD85512,2455670.54510,0.15,0.85,PFS-Pre,0.3426,0.0014,-1.0000,-1.0000,rn07.1046
HD85512,2455670.54801,0.80,0.88,PFS-Pre,0.3420,0.0016,-1.0000,-1.0000,rn07.1047
HD85512,2455953.80283,-3.49,0.92,PFS-Pre,0.3527,0.0021,-1.0000,-1.0000,rn10.84
HD85512,2456088.48708,-0.01,0.97,PFS-Pre,0.3181,0.0021,-1.0000,-1.0000,rn11.481
HD85512,2456092.48945,1.71,0.93,PFS-Pre,0.3147,0.002,-1.0000,-1.0000,rn11.846
HD85512,2456281.78836,4.02,0.99,PFS-Pre,0.3307,0.002,-1.0000,-1.0000,rn14.68
HD85512,2456347.70187,-1.42,0.89,PFS-Pre,0.3224,0.0015,-1.0000,-1.0000,rn15.520
HD85512,2456358.75282,-0.28,0.91,PFS-Pre,0.3293,0.0022,-1.0000,-1.0000,rn15.1582
HD85512,2456429.52809,-0.24,0.98,PFS-Pre,0.3427,0.0021,-1.0000,-1.0000,rn16.190
HD85512,2456436.50604,0.35,0.86,PFS-Pre,0.3041,0.0017,-1.0000,-1.0000,rn16.999
HD85512,2456436.50891,-0.94,0.81,PFS-Pre,0.2996,0.0017,-1.0000,-1.0000,rn16.1000
HD85512,2456695.71322,1.48,0.82,PFS-Pre,0.3020,0.0016,-1.0000,-1.0000,rn20.420
HD85512,2456701.68425,1.49,0.85,PFS-Pre,0.3012,0.0012,-1.0000,-1.0000,rn20.1210
HD85512,2456703.76527,2.06,0.92,PFS-Pre,0.3012,0.0016,-1.0000,-1.0000,rn20.1524
HD85512,2456732.60675,2.55,1.05,PFS-Pre,0.3078,0.0021,-1.0000,-1.0000,rn21.508
HD85512,2456818.48462,2.42,0.84,PFS-Pre,0.2906,0.0013,-1.0000,-1.0000,rn22.454
HD85512,2457021.78700,0.53,0.76,PFS-Pre,0.3085,0.0011,-1.0000,-1.0000,rn24.175
HD85512,2457026.75799,-2.43,0.71,PFS-Pre,0.3047,0.0009,-1.0000,-1.0000,rn24.830
HD85512,2457054.71537,0.87,0.96,PFS-Pre,0.3436,0.0019,-1.0000,-1.0000,rn25.629
HD85512,2457060.68711,1.55,0.89,PFS-Pre,0.3197,0.0012,-1.0000,-1.0000,rn25.1183
HD85512,2457067.63387,-0.23,0.90,PFS-Pre,0.3321,0.0016,-1.0000,-1.0000,rn25.2096
HD85512,2457117.60102,-3.19,0.88,PFS-Pre,0.3249,0.0012,-1.0000,-1.0000,rn26.139
HD85512,2457123.59735,-1.61,0.79,PFS-Pre,0.3202,0.0012,-1.0000,-1.0000,rn26.1086
HD85512,2457389.71091,0.49,0.78,PFS-Pre,0.3630,0.0014,-1.0000,-1.0000,rn30.631
HD85512,2457394.86408,-2.98,1.07,PFS-Pre,0.3866,0.0026,-1.0000,-1.0000,rn30.1144
HD85512,2457449.70715,1.14,0.96,PFS-Pre,0.3688,0.0019,-1.0000,-1.0000,rn31.302
HD85512,2457470.62727,0.05,0.79,PFS-Pre,0.3350,0.0012,-1.0000,-1.0000,rn32.271
HD85512,2457477.62808,-3.93,0.92,PFS-Pre,0.3480,0.0015,-1.0000,-1.0000,rn32.1288
HD85512,2457505.57948,0.84,0.96,PFS-Pre,0.3522,0.0014,-1.0000,-1.0000,rn33.935
HD85512,2457533.49670,0.99,0.81,PFS-Pre,0.3397,0.0011,-1.0000,-1.0000,rn34.493
HD85512,2457559.46769,0.19,0.97,PFS-Pre,0.3335,0.0015,-1.0000,-1.0000,rn35.984
HD85512,2457740.78568,3.48,0.84,PFS-Pre,0.4149,0.0014,-1.0000,-1.0000,rn37.704
HD85512,2457759.73560,-0.70,0.83,PFS-Pre,0.3835,0.0014,-1.0000,-1.0000,rn38.220
HD85512,2457764.73301,-1.64,0.86,PFS-Pre,0.3840,0.0015,-1.0000,-1.0000,rn38.948
HD85512,2457767.73816,-2.54,0.84,PFS-Pre,0.3943,0.0014,-1.0000,-1.0000,rn38.1411
HD85512,2457826.67503,1.16,0.89,PFS-Pre,0.3970,0.0013,-1.0000,-1.0000,rn39.481
HD85512,2457849.59930,-3.36,0.87,PFS-Pre,0.3796,0.0013,-1.0000,-1.0000,rn40.234
HD85512,2457859.57768,0.66,0.87,PFS-Pre,0.3849,0.0012,-1.0000,-1.0000,rn40.1305
