HD,BJD,RVel,e_RVel,r_RVel,SHK,e_SHK,EWHa,e_EWHa,Filename
HD207129,2458266.89318,-3.76,1.21,PFS-Post,0.1571,0.00024,-1.0000,-1.0000,rn43.1244
HD207129,2458297.81302,-3.38,1.17,PFS-Post,0.1501,0.00022,-1.0000,-1.0000,rn44.1102
HD207129,2458297.81480,-3.31,1.26,PFS-Post,0.1499,0.00021,-1.0000,-1.0000,rn44.1103
HD207129,2458297.81660,-3.28,1.22,PFS-Post,0.1505,0.00023,-1.0000,-1.0000,rn44.1104
HD207129,2458297.81843,-3.33,1.25,PFS-Post,0.1512,0.00023,-1.0000,-1.0000,rn44.1105
HD207129,2458297.82017,-3.34,1.25,PFS-Post,0.1492,0.00023,-1.0000,-1.0000,rn44.1106
HD207129,2458354.71602,-4.40,1.34,PFS-Post,0.1693,0.00054,-1.0000,-1.0000,rn46.2066
HD207129,2458354.71751,-5.29,1.33,PFS-Post,0.1718,0.00057,-1.0000,-1.0000,rn46.2067
HD207129,2458354.71904,-4.48,1.35,PFS-Post,0.1714,0.00058,-1.0000,-1.0000,rn46.2068
HD207129,2458354.72068,-5.79,1.41,PFS-Post,0.1702,0.00058,-1.0000,-1.0000,rn46.2069
HD207129,2458354.72238,-3.81,1.29,PFS-Post,0.1689,0.00057,-1.0000,-1.0000,rn46.2070
HD207129,2458627.89770,2.06,1.39,PFS-Post,0.1759,0.00075,-1.0000,-1.0000,rn52.3256
HD207129,2458627.90047,2.91,1.16,PFS-Post,0.1610,0.00032,-1.0000,-1.0000,rn52.3257
HD207129,2458627.90212,-0.52,1.18,PFS-Post,0.1595,0.0003,-1.0000,-1.0000,rn52.3258
HD207129,2458627.90617,3.55,1.23,PFS-Post,0.1613,0.00034,-1.0000,-1.0000,rn52.3259
HD207129,2458684.75831,2.98,1.42,PFS-Post,0.1560,0.00035,-1.0000,-1.0000,rn53.3307
HD207129,2458684.75964,-1.23,1.45,PFS-Post,0.1564,0.00036,-1.0000,-1.0000,rn53.3308
HD207129,2458684.76082,2.96,1.29,PFS-Post,0.1549,0.00036,-1.0000,-1.0000,rn53.3309
HD207129,2458684.76198,2.78,1.36,PFS-Post,0.1568,0.00036,-1.0000,-1.0000,rn53.3310
HD207129,2458684.76316,-0.69,1.42,PFS-Post,0.1549,0.00036,-1.0000,-1.0000,rn53.3311
HD207129,2458717.65649,-1.01,1.15,PFS-Post,0.1655,0.00034,-1.0000,-1.0000,rn53.8306
HD207129,2458717.65922,-2.70,1.10,PFS-Post,0.1641,0.00031,-1.0000,-1.0000,rn53.8307
HD207129,2458717.66212,-0.09,1.07,PFS-Post,0.1650,0.00033,-1.0000,-1.0000,rn53.8308
HD207129,2458744.63736,-0.74,1.47,PFS-Post,0.1897,0.00083,-1.0000,-1.0000,rn54.2022
HD207129,2458744.64047,-0.56,1.44,PFS-Post,0.1909,0.00086,-1.0000,-1.0000,rn54.2023
HD207129,2458744.64341,-3.87,1.57,PFS-Post,0.1835,0.00072,-1.0000,-1.0000,rn54.2024
