Name,JD,RVel,e_RVel,SNR,Dewar
107213,2451906.06641,-1.13,9.05,85.0,6
107213,2451907.06361,6.7,5.17,155.0,6
107213,2451911.00293,0.9,8.23,90.0,6
107213,2451946.00977,0.0,5.41,219.0,6
107213,2452041.78711,-60.93,6.45,172.0,6
107213,2452055.73294,-7.14,6.24,127.0,6
107213,2452300.00488,-1.98,4.78,200.0,8
107213,2452333.96777,-23.0,5.46,247.0,6
107213,2452335.92676,1.54,6.35,171.0,8
107213,2452420.78523,-21.42,4.75,140.0,8
107213,2452428.75781,-4.28,4.78,223.0,8
107213,2452689.00847,-33.28,5.59,285.0,8
107213,2453034.0625,-14.96,5.05,151.0,8
107213,2453045.00034,-4.87,4.59,137.0,8
107213,2453068.93066,-5.96,5.81,149.0,8
107213,2453108.84277,-38.84,8.63,90.0,8
107213,2453155.76074,-5.78,5.54,147.0,8
107213,2453363.99553,10.18,5.05,166.0,8
107213,2453390.04374,-8.53,5.2,196.0,8
107213,2453390.98397,8.72,5.05,180.0,8
107213,2453392.03201,12.27,4.84,194.0,8
107213,2453460.84832,6.54,5.43,128.0,8
107213,2453515.73683,9.2,5.6,179.0,8
107213,2453744.09355,23.1,6.48,113.0,8
107213,2453773.95811,11.09,5.55,280.0,8
107213,2453775.01648,7.55,5.27,294.0,8
107213,2454102.07503,16.31,6.98,114.0,8
107213,2454104.08048,13.36,4.79,152.0,8
107213,2454165.91539,5.44,4.84,158.0,8
107213,2454253.70139,-1.19,6.32,139.0,8
107213,2454254.72721,-36.68,7.33,98.0,8
107213,2454649.72133,5.73,5.38,166.0,8
107213,2454650.74487,27.0,6.44,130.0,8
107213,2454865.9968,11.06,6.37,242.0,8
