Name,JD,RVel,e_RVel,SNR,Dewar
150933,2451004.77902,-3.99,7.49,85.0,6
150933,2451006.75195,12.2,7.9,72.0,6
150933,2451025.75879,-23.02,7.63,75.0,6
150933,2451026.74414,2.3,7.95,78.0,6
150933,2451027.74414,-6.26,8.54,77.0,6
150933,2451304.88965,-10.02,4.11,161.0,6
150933,2451363.75781,-8.21,5.75,115.0,6
150933,2451629.00879,-11.19,4.72,162.0,6
150933,2451733.7959,2.36,4.35,183.0,6
150933,2451751.74414,-10.9,3.77,184.0,6
150933,2452428.91992,30.62,4.41,128.0,8
150933,2452450.86035,-2.96,4.5,167.0,6
150933,2452450.87305,-24.49,5.01,158.0,6
150933,2452811.80273,-1.92,4.13,135.0,8
150933,2452811.82324,8.05,4.43,114.0,8
150933,2452893.66504,-20.18,3.65,141.0,8
150933,2453156.87207,1.51,3.45,144.0,8
150933,2453482.95582,0.0,4.1,149.0,8
150933,2453515.79462,1.8,3.91,132.0,8
150933,2453567.78957,-9.19,3.66,144.0,8
150933,2453568.71551,-11.75,3.92,126.0,8
150933,2453775.07751,5.04,4.09,259.0,8
150933,2453987.69012,4.07,3.73,135.0,8
150933,2453988.69258,11.65,3.62,127.0,8
150933,2453989.72332,2.88,3.59,151.0,8
150933,2454253.87558,-8.11,3.51,156.0,8
150933,2454255.91048,-0.24,3.56,144.0,8
150933,2454310.77324,-4.47,4.15,122.0,8
150933,2454696.77917,-1.18,3.65,155.0,8
150933,2454696.79229,0.84,3.56,158.0,8
150933,2454696.80525,4.39,3.54,157.0,8
150933,2454697.75816,15.56,3.66,126.0,8
150933,2454698.7867,13.86,3.92,118.0,8
150933,2454698.80254,12.2,4.46,102.0,8
150933,2454722.68108,6.92,3.73,126.0,8
