Name,JD,RVel,e_RVel,SNR,Dewar
114710,2446959.7737,26.46,19.31,324.0,2
114710,2447182.0044,-58.13,23.37,176.0,2
114710,2447182.0194,-48.27,24.9,162.0,2
114710,2447182.0344,-48.04,23.56,149.0,2
114710,2447194.9777,-19.58,12.25,353.0,2
114710,2447194.983,-21.41,14.39,335.0,2
114710,2447194.9882,-19.76,14.48,334.0,2
114710,2447223.8539,-35.04,10.32,376.0,2
114710,2447223.8583,-42.42,10.39,376.0,2
114710,2447223.8638,-41.5,10.25,376.0,2
114710,2447224.8166,-39.53,11.4,337.0,2
114710,2447224.8218,-65.12,10.15,372.0,2
114710,2447224.8255,-36.49,11.24,336.0,2
114710,2447330.7166,20.2,15.57,195.0,2
114710,2447330.7328,-5.22,14.47,183.0,2
114710,2447330.7484,19.23,15.13,178.0,2
114710,2447373.7056,13.0,13.49,282.0,2
114710,2447373.7084,0.29,13.94,294.0,2
114710,2447373.7112,4.18,12.38,291.0,2
114710,2447578.8809,-1.61,12.57,378.0,2
114710,2447708.7416,-2.29,13.47,226.0,2
114710,2447919.0099,-15.56,13.16,231.0,2
114710,2447964.9754,-1.29,13.25,171.0,2
114710,2447964.9795,1.44,14.78,166.0,2
114710,2448017.7953,21.25,12.11,273.0,2
114710,2448017.8001,18.45,12.33,269.0,2
114710,2448018.7756,10.66,10.83,345.0,2
114710,2448018.7803,7.08,12.59,365.0,2
114710,2448018.7853,4.1,11.51,359.0,2
114710,2448018.8111,-2.73,11.39,391.0,2
114710,2448018.8152,-0.77,10.3,305.0,2
114710,2448018.8185,11.81,12.46,314.0,2
114710,2448019.7387,-14.96,13.13,366.0,2
114710,2448019.7431,27.97,11.66,334.0,2
114710,2448113.6589,60.81,16.56,212.0,2
114710,2448113.6642,36.97,17.07,312.0,2
114710,2448113.67,25.94,17.96,259.0,2
114710,2448374.8172,-45.6,11.6,378.0,2
114710,2448374.8264,-41.58,11.91,381.0,2
114710,2448375.8172,-11.97,12.4,352.0,2
114710,2448375.8212,-8.86,12.73,353.0,2
114710,2448375.8251,-16.81,12.03,366.0,2
114710,2448376.7497,10.49,13.16,310.0,2
114710,2448376.7536,8.76,12.89,337.0,2
114710,2448376.7575,17.26,12.48,319.0,2
114710,2448437.7163,28.03,16.02,339.0,2
114710,2448437.7197,27.67,16.01,361.0,2
114710,2448438.7452,17.64,17.36,222.0,2
114710,2448438.7591,12.18,13.71,229.0,2
114710,2448649.0559,-17.67,12.28,246.0,2
114710,2448649.0594,-31.05,13.47,260.0,2
114710,2448670.9083,8.61,12.77,329.0,2
114710,2448670.9148,13.5,12.28,337.0,2
114710,2448723.7,81.99,18.16,105.0,2
114710,2448723.7218,53.94,13.87,133.0,2
114710,2448723.7406,55.77,25.34,68.0,2
114710,2448723.7781,89.66,13.44,144.0,2
114710,2448744.8578,-3.79,15.15,147.0,2
114710,2448744.8801,29.15,16.06,135.0,2
114710,2448779.6952,-1.1,14.66,214.0,2
114710,2448779.7179,-0.66,15.25,169.0,2
114710,2448847.6562,-10.07,10.77,249.0,2
114710,2448847.6591,-10.93,11.47,255.0,2
114710,2448993.0455,-38.23,11.15,241.0,2
114710,2449067.8382,-4.81,13.17,212.0,2
114710,2449067.8599,-3.67,12.68,230.0,2
114710,2449114.7655,17.53,15.78,298.0,2
114710,2449114.7689,-1.06,13.1,300.0,2
114710,2449123.7364,-5.22,13.27,257.0,2
114710,2449123.7578,9.41,14.99,248.0,2
114710,2449172.6981,-9.71,12.81,342.0,2
114710,2449172.7002,-12.58,15.44,341.0,2
114710,2449174.6934,-3.62,12.57,342.0,2
114710,2449174.6955,-16.56,12.46,343.0,2
114710,2449351.0238,-20.06,13.73,293.0,2
114710,2449351.0257,-11.48,13.26,278.0,2
114710,2449411.9009,7.26,13.99,230.0,2
114710,2449469.8025,8.46,10.55,387.0,2
114710,2449469.805,16.4,10.84,330.0,2
114710,2449770.0421,13.99,5.15,176.0,13
114710,2449770.0459,20.87,2.89,188.0,13
114710,2449770.05078,18.13,2.76,186.0,13
