Name,JD,RVel,e_RVel,SNR,Dewar
198387,2452101.92188,-44.75,3.65,121.0,6
198387,2452103.91504,-41.05,3.68,113.0,6
198387,2452103.94336,-52.13,3.37,114.0,6
198387,2452126.84082,-17.46,3.29,109.0,6
198387,2452126.87012,-37.63,3.93,105.0,6
198387,2452128.77679,-16.54,5.46,117.0,6
198387,2452128.80637,-53.63,5.44,118.0,6
198387,2452129.82129,-33.94,2.87,116.0,6
198387,2452129.85059,-24.56,3.03,117.0,6
198387,2452139.77344,0.1,3.64,118.0,6
198387,2452139.80273,-7.42,3.27,117.0,6
198387,2452146.81836,0.0,3.69,104.0,6
198387,2452146.84863,-7.89,3.8,111.0,6
198387,2452181.68848,31.65,4.56,107.0,6
198387,2452181.72168,31.22,4.05,110.0,6
198387,2452594.6582,478.85,3.53,100.0,8
198387,2452594.68066,455.35,3.89,88.0,8
198387,2452832.94434,719.81,2.37,174.0,8
198387,2452832.9541,716.21,2.32,178.0,8
198387,2453556.9424,1779.47,3.97,86.0,8
198387,2453564.81969,1791.09,3.73,90.0,8
198387,2453569.88087,1815.26,4.28,79.0,8
