Name,JD,RVel,e_RVel,SNR,Dewar
51419,2451497.00908,-12.4,5.33,94.0,6
51419,2451534.91406,-14.99,5.99,126.0,6
51419,2451536.89356,0.0,4.31,168.0,6
51419,2451539.89453,9.96,4.65,136.0,6
51419,2451915.89258,2.17,4.07,215.0,6
51419,2453014.80566,1.97,4.43,99.0,8
51419,2453033.78027,16.44,4.48,109.0,8
51419,2453282.02734,6.1,4.12,123.0,8
51419,2454098.98737,-13.11,4.51,96.0,8
51419,2454099.92729,-2.63,3.73,120.0,8
51419,2454865.7495,7.1,4.14,232.0,8
51419,2455846.97837,-41.7,5.16,105.0,8
