Name,JD,RVel,e_RVel,SNR,Dewar
GL806,2447373.9097,-19.31,62.6,26.0,8
GL806,2447430.7394,-30.04,75.43,25.0,8
GL806,2447846.7497,-89.26,94.94,27.0,8
GL806,2448113.9032,-100.7,59.22,36.0,8
GL806,2448845.7895,-71.98,54.04,31.0,8
GL806,2448906.7465,86.64,50.91,34.0,8
GL806,2448907.6262,32.29,48.5,36.0,8
GL806,2449173.8522,56.54,57.45,43.0,8
GL806,2449622.7427,102.29,50.48,44.0,8
GL806,2449623.7703,-118.4,49.49,36.0,8
GL806,2449679.5942,23.98,18.14,24.0,13
GL806,2449913.93945,40.39,1.33,16.0,13
GL806,2450005.63086,16.22,1.32,25.0,13
GL806,2450327.79883,0.0,1.32,35.0,13
GL806,2450656.85644,-446.57,1.32,10.0,13
GL806,2451027.88574,-100.25,1.32,37.0,6
