Name,JD,RVel,e_RVel,SNR,Dewar
GL251,2448645.8604,3.35,25.96,48.0,8
GL251,2448907.0238,43.03,19.89,49.0,8
GL251,2448991.8933,-6.6,21.8,49.0,8
GL251,2448992.8576,-25.18,22.17,48.0,8
GL251,2449349.789,16.52,21.95,83.0,8
GL251,2449350.8759,-4.46,23.7,59.0,8
GL251,2449622.0371,11.89,17.2,76.0,8
GL251,2449623.0116,-1.5,35.82,33.0,8
GL251,2449769.8035,0.0,13.54,39.0,13
GL251,2449793.71191,5.94,6.01,44.0,13
GL251,2450005.04394,36.42,9.04,28.0,13
GL251,2450088.84961,-68.21,6.83,34.0,13
GL251,2450328.01074,-32.46,5.01,43.0,13
GL251,2450421.99023,-18.54,4.78,46.0,13
GL251,2450441.9375,-33.33,10.48,25.0,13
GL251,2450502.74414,3.65,8.75,28.0,13
