Name,JD,RVel,e_RVel,SNR,Dewar
40650,2450831.76367,83.63,7.1,69.0,13
40650,2450856.68848,38.09,10.04,60.0,13
40650,2451132.95117,45.73,6.23,98.0,6
40650,2451152.90625,49.89,6.21,104.0,6
40650,2451174.89648,65.7,7.97,69.0,6
40650,2452991.86621,0.0,3.98,225.0,8
40650,2453068.65918,21.69,5.19,95.0,8
40650,2453334.89551,-24.82,4.08,177.0,8
40650,2454099.88468,-42.72,4.07,145.0,8
40650,2454426.98502,-37.38,3.79,150.0,8
40650,2454724.03195,-37.91,2.74,207.0,8
40650,2454783.89583,-21.65,4.23,149.0,8
40650,2455171.97042,-57.34,5.6,175.0,8
