Name,JD,RVel,e_RVel,SNR,Dewar
GL205,2447048.9634,3.45,14.68,69.0,8
GL205,2448645.8438,9.68,18.07,84.0,8
GL205,2448907.0068,-1.97,12.67,128.0,8
GL205,2448991.8764,2.51,15.12,81.0,8
GL205,2449306.9148,-75.77,21.92,52.0,8
GL205,2449349.7527,-7.58,13.98,182.0,8
GL205,2449622.0017,-29.61,11.01,176.0,8
GL205,2449679.8881,9.46,7.16,82.0,13
GL205,2449769.7666,6.39,3.95,71.0,13
GL205,2449793.66894,1.95,3.24,91.0,13
GL205,2450003.01758,-51.99,14.94,23.0,13
GL205,2450056.89551,0.0,4.03,60.0,13
GL205,2450086.8457,-5.71,5.64,42.0,13
GL205,2450091.76758,-64.99,8.57,33.0,13
GL205,2450326.02246,9.25,3.22,89.0,13
GL205,2450441.82227,4.54,4.36,57.0,13
GL205,2450504.68945,-7.16,4.12,54.0,13
GL205,2450793.82031,11.69,4.11,52.0,13
GL205,2451154.80078,-0.6,4.71,72.0,6
