Name,JD,RVel,e_RVel,SNR,Dewar
173667,2446957.9084,223.59,57.76,348.0,2
173667,2447047.7092,83.54,34.27,246.0,2
173667,2447224.0402,-24.05,36.71,243.0,2
173667,2447224.0442,-18.34,37.74,242.0,2
173667,2447224.0483,-45.86,41.96,256.0,2
173667,2447351.8841,4.5,31.58,191.0,2
173667,2447351.8989,20.4,31.13,185.0,2
173667,2447351.9144,-32.34,30.55,180.0,2
173667,2447373.8682,-29.68,34.02,343.0,2
173667,2447389.734,-47.87,31.01,260.0,2
173667,2447430.6602,-32.8,37.54,352.0,2
173667,2447578.0502,36.79,42.1,317.0,2
173667,2447613.0432,-12.58,41.08,356.0,2
173667,2447708.8856,51.81,35.44,234.0,2
173667,2447793.6779,-14.67,34.95,272.0,2
173667,2447845.5987,30.59,53.95,97.0,2
173667,2447845.6044,-10.57,46.11,164.0,2
173667,2448018.9869,212.71,42.6,373.0,2
173667,2448113.7698,192.75,38.05,374.0,2
173667,2448113.7736,206.77,40.76,334.0,2
173667,2448114.8399,425.24,42.6,245.0,2
173667,2448114.8427,451.99,43.47,265.0,2
173667,2448114.8456,457.98,42.52,272.0,2
173667,2448374.9844,129.22,47.97,229.0,2
173667,2448374.9918,145.94,43.97,232.0,2
173667,2448437.9368,269.57,37.96,332.0,2
173667,2448437.9395,265.65,36.44,321.0,2
173667,2448744.9757,111.64,40.44,173.0,2
173667,2448745.0146,106.25,41.47,170.0,2
173667,2448779.9274,54.1,49.29,113.0,2
173667,2448779.9498,-4.12,46.14,110.0,2
173667,2448779.9718,113.16,46.41,130.0,2
173667,2448799.9091,69.06,32.59,260.0,2
173667,2448799.9311,123.55,29.98,254.0,2
173667,2448800.8881,57.67,28.8,265.0,2
173667,2448800.9101,94.34,30.88,261.0,2
173667,2448832.7975,102.39,32.63,243.0,2
173667,2448832.8307,88.55,34.99,246.0,2
173667,2448846.8016,-34.52,32.77,240.0,2
173667,2448855.711,0.48,31.32,259.0,2
173667,2448855.7327,26.52,30.34,257.0,2
173667,2448857.7297,-23.19,29.15,207.0,2
173667,2448857.7516,-33.18,35.07,213.0,2
173667,2448892.6286,-52.55,35.12,219.0,2
173667,2448892.6503,-50.88,35.46,240.0,2
173667,2449123.9376,-38.81,34.35,281.0,2
173667,2449123.9664,-33.97,33.45,283.0,2
173667,2449173.8291,34.08,31.27,279.0,2
173667,2449173.8313,28.05,31.64,262.0,2
173667,2449210.7635,114.16,24.4,312.0,2
173667,2449210.782,24.15,29.59,254.0,2
173667,2449481.9239,41.04,42.71,123.0,2
173667,2449588.6519,13.93,29.82,305.0,2
173667,2449588.6665,17.86,27.73,309.0,2
173667,2449601.6829,-87.42,29.71,248.0,2
173667,2449601.6943,-92.24,27.79,249.0,2
173667,2449857.9229,55.26,24.23,128.0,13
173667,2449857.94043,4.41,13.32,98.0,13
173667,2449871.9375,37.03,9.42,174.0,13
173667,2449871.96191,3.94,11.04,146.0,13
173667,2449893.81543,-90.08,10.8,143.0,13
173667,2449893.83203,-58.99,11.15,142.0,13
173667,2449969.65234,-124.62,10.49,174.0,13
173667,2449969.67188,-161.88,9.7,214.0,13
173667,2450187.01758,-59.82,11.12,138.0,13
173667,2450200.99121,269.36,11.3,112.0,13
173667,2450202.99707,-24.92,12.34,120.0,13
173667,2450214.95996,103.73,14.55,89.0,13
173667,2450214.98242,64.67,21.68,43.0,13
173667,2450231.90234,85.42,12.01,126.0,13
173667,2450232.93164,349.65,11.1,124.0,13
173667,2450233.96875,252.29,14.89,92.0,13
173667,2450234.95898,-77.22,11.81,133.0,13
173667,2450235.90137,0.0,11.73,136.0,13
173667,2450262.86035,-8.21,9.81,309.0,13
173667,2450613.88769,-38.53,9.98,266.0,13
