Name,JD,RVel,e_RVel,SNR,Dewar
206860,2447047.7959,21.64,20.93,199.0,8
206860,2447374.8808,32.18,19.51,283.0,8
206860,2447431.7416,51.1,22.63,313.0,8
206860,2447845.7172,43.09,25.49,141.0,8
206860,2447845.7348,36.04,23.89,147.0,8
206860,2448113.8873,64.16,24.8,285.0,8
206860,2448200.6336,-13.39,23.93,262.0,8
206860,2448438.9352,38.81,23.14,166.0,8
206860,2448845.8075,-5.68,17.98,299.0,8
206860,2448905.7384,52.82,23.22,223.0,8
206860,2448991.6091,1.24,21.38,162.0,8
206860,2448992.5966,28.85,19.22,318.0,8
206860,2449171.8977,0.0,17.42,332.0,8
206860,2449171.9092,-17.42,19.65,338.0,8
206860,2449171.953,-13.05,20.08,235.0,8
206860,2449171.9644,3.35,22.39,177.0,8
206860,2449173.9288,-38.42,16.94,268.0,8
206860,2449174.933,-6.91,18.15,263.0,8
206860,2449305.6352,-34.48,27.68,118.0,8
206860,2449305.6566,-31.64,21.95,125.0,8
206860,2449305.6779,-59.47,23.18,131.0,8
206860,2449350.6315,10.11,19.25,305.0,8
206860,2449588.7768,-25.56,22.99,163.0,8
206860,2449588.7983,-36.79,21.34,165.0,8
206860,2449603.7565,10.46,22.34,166.0,8
206860,2449603.7781,25.74,19.51,166.0,8
206860,2449621.8106,-40.79,15.8,228.0,8
206860,2449679.608,-23.9,11.12,145.0,13
206860,2449913.95508,52.82,5.08,251.0,13
206860,2449941.76758,10.62,6.76,90.0,13
206860,2449941.79004,-22.18,6.68,91.0,13
206860,2450003.65918,-60.52,5.76,135.0,13
206860,2450072.61426,7.52,5.64,137.0,13
206860,2450645.85059,-14.42,9.46,62.0,13
206860,2450656.87695,-21.96,7.01,96.0,13
206860,2453219.87207,12.87,6.83,83.0,8
206860,2453219.89453,-40.33,6.56,87.0,8
