Name,JD,RVel,e_RVel,SNR,Dewar
52711,2447049.0066,27.31,12.95,209.0,8
52711,2447578.7127,2.75,12.89,339.0,8
52711,2447847.0148,-13.28,13.45,236.0,8
52711,2448200.0443,21.19,14.28,271.0,8
52711,2448374.70616,-36.66,11.98,233.0,8
52711,2448645.876,-28.04,13.37,309.0,8
52711,2448670.7296,4.74,20.92,160.0,8
52711,2448906.0219,8.27,12.17,263.0,8
52711,2448991.9076,-60.73,14.14,229.0,8
52711,2448992.8045,-29.01,12.51,258.0,8
52711,2449305.95351,-1.03,9.15,239.0,8
52711,2449349.7992,-0.59,14.92,274.0,8
52711,2449350.8881,-5.37,15.36,277.0,8
52711,2449622.04942,2.26,10.11,357.0,8
52711,2449679.9889,-8.75,5.08,192.0,13
52711,2449768.70442,1.34,2.73,129.0,13
52711,2449793.72656,-4.85,2.29,246.0,13
52711,2450004.05273,5.67,2.51,212.0,13
52711,2450033.03005,16.64,2.29,142.0,13
52711,2450048.95629,11.9,3.04,107.0,13
52711,2450056.95312,-5.01,2.67,185.0,13
52711,2450087.85254,-1.96,2.54,189.0,13
52711,2450088.86621,4.54,2.47,215.0,13
52711,2450090.87109,3.56,2.31,234.0,13
52711,2450091.83496,8.59,2.59,200.0,13
52711,2450437.90625,2.6,2.46,234.0,13
52711,2450502.76172,4.03,2.59,165.0,13
52711,2450793.88672,-3.76,2.4,194.0,13
52711,2450794.89746,-0.28,2.46,211.0,13
52711,2451130.98047,4.81,3.84,124.0,6
52711,2451152.97656,-3.28,3.81,142.0,6
52711,2451154.92676,-8.01,3.2,187.0,6
52711,2451534.92383,13.26,3.75,177.0,6
52711,2451887.9015,-16.85,3.51,135.0,6
52711,2451928.82541,-0.39,3.31,171.0,6
52711,2452707.67487,9.58,1.97,200.0,8
52711,2453033.78906,-0.23,3.36,132.0,8
52711,2453069.69922,15.7,2.99,126.0,8
52711,2453107.70117,18.2,3.24,116.0,8
52711,2453282.00391,-12.8,2.59,202.0,8
52711,2453388.76181,-17.08,2.63,190.0,8
52711,2453390.82441,-20.15,2.87,196.0,8
52711,2453403.84386,10.64,2.29,162.0,8
52711,2453752.82983,0.96,2.97,151.0,8
52711,2454050.05902,-4.38,2.83,169.0,8
52711,2454072.88763,0.48,3.0,164.0,8
52711,2454073.85098,-3.11,2.56,214.0,8
52711,2454099.93543,2.44,2.81,140.0,8
52711,2454102.88067,-14.94,2.72,160.0,8
52711,2454103.83512,-14.73,2.42,184.0,8
52711,2454134.751,-6.06,2.73,158.0,8
52711,2454425.98679,0.0,2.98,143.0,8
52711,2454517.75074,-8.01,2.01,230.0,8
52711,2454547.76619,-2.49,2.78,149.0,8
52711,2454783.93322,-11.52,2.75,163.0,8
52711,2454846.8256,8.54,2.2,260.0,8
52711,2455846.98278,-2.51,3.01,313.0,8
