Name,JD,RVel,e_RVel,SNR,Dewar
122563,2453069.93555,-210.82,12.95,97.0,8
122563,2453078.89062,-170.16,13.17,90.0,8
122563,2453079.9541,-207.97,13.81,95.0,8
122563,2453093.92809,-66.24,19.78,33.0,6
122563,2453093.93098,-65.75,24.04,32.0,6
122563,2453093.9339,-142.24,23.54,27.0,6
122563,2453093.93826,-79.74,14.94,57.0,6
122563,2453094.92729,16.72,26.47,48.0,6
122563,2453166.73506,422.36,18.43,44.0,6
122563,2453394.08754,-38.37,16.72,52.0,6
122563,2453395.09288,-258.0,13.11,82.0,6
122563,2453396.08848,-245.66,16.5,51.0,6
122563,2453461.92068,224.5,15.78,137.0,6
122563,2453462.88446,255.32,15.3,126.0,6
122563,2453480.87006,376.22,22.73,62.0,6
122563,2453481.85306,409.8,20.05,63.0,6
122563,2453562.6925,195.5,18.02,89.0,6
122563,2453749.09052,188.78,18.86,87.0,6
122563,2453844.87909,432.67,16.58,96.0,6
122563,2454171.99755,359.5,13.96,122.0,6
122563,2454221.83969,92.4,14.84,135.0,6
122563,2454275.75122,0.0,15.23,133.0,6
122563,2454283.77409,-73.94,16.53,115.0,6
