Name,JD,RVel,e_RVel,SNR,Dewar
12328,2452122.97266,-0.55,3.28,112.0,6
12328,2452159.93652,-0.79,2.79,147.0,6
12328,2452160.95019,9.09,3.75,109.0,6
12328,2452534.91758,-5.07,1.78,232.0,8
12328,2452991.71191,-8.9,2.36,186.0,8
12328,2453010.68164,6.51,2.74,120.0,8
12328,2453034.68848,17.92,3.64,85.0,8
12328,2453280.93652,9.0,2.32,139.0,8
12328,2453334.77832,-12.0,2.55,146.0,8
12328,2453957.993,4.42,2.56,111.0,8
12328,2454073.70891,7.02,3.41,71.0,8
12328,2454785.7741,-7.77,2.56,137.0,8
12328,2455843.92451,1.77,4.82,110.0,8
12328,2455844.88745,-4.64,3.41,105.0,8
