Name,JD,RVel,e_RVel,SNR,Dewar
10486,2452120.95606,11.18,3.08,126.0,6
10486,2452121.92676,21.38,3.18,142.0,6
10486,2452896.88281,-6.32,2.19,170.0,8
10486,2453010.65527,1.48,2.51,147.0,8
10486,2453251.01172,9.79,2.48,116.0,8
10486,2453280.90625,-2.61,2.15,198.0,8
10486,2453390.67053,2.84,2.42,146.0,8
10486,2453742.697,6.53,3.34,83.0,8
10486,2453953.99032,-3.05,2.09,153.0,8
10486,2454073.66848,-1.58,2.53,132.0,8
10486,2454099.75245,2.55,2.38,138.0,8
10486,2454311.98947,0.51,2.13,148.0,8
10486,2454424.73669,-9.29,2.08,159.0,8
10486,2454426.63481,-7.09,2.06,178.0,8
10486,2454426.85557,0.0,2.25,168.0,8
10486,2454461.83602,0.77,2.18,107.0,8
10486,2454722.97212,-13.21,1.44,224.0,8
10486,2454723.93218,-10.63,1.43,226.0,8
10486,2454783.72178,-4.14,2.11,155.0,8
10486,2454784.71625,-3.96,2.06,149.0,8
10486,2455171.80772,9.28,2.29,183.0,8
10486,2455844.85672,10.04,2.4,151.0,8
