Name,JD,RVel,e_RVel,SNR,Dewar
97037,2450831.91699,-104.95,10.21,50.0,13
97037,2451175.01172,-135.94,8.93,59.0,6
97037,2451175.99902,-93.1,8.06,74.0,6
97037,2451242.89648,-106.63,5.24,97.0,6
97037,2451298.78683,-87.9,5.26,98.0,13
97037,2451299.72852,-123.44,4.48,122.0,13
97037,2451303.73144,-93.66,4.39,140.0,6
97037,2451533.05371,-124.7,5.16,121.0,6
97037,2451537.00293,-91.79,3.82,140.0,6
97037,2453034.00098,-26.15,3.85,117.0,8
97037,2453079.87354,-45.2,3.94,98.0,8
97037,2453107.80957,13.24,4.29,95.0,8
97037,2453388.95211,-20.44,3.45,120.0,8
97037,2453392.96812,-39.63,3.05,147.0,8
97037,2453896.67899,-12.96,3.32,149.0,8
97037,2453897.67295,0.0,3.58,148.0,8
97037,2454103.01332,26.81,3.91,94.0,8
97037,2454104.00981,6.74,2.99,124.0,8
97037,2454133.93742,6.61,3.56,118.0,8
97037,2454134.9028,13.54,3.2,131.0,8
97037,2454135.82646,9.86,3.39,153.0,8
97037,2454165.86046,9.26,3.28,137.0,8
97037,2454255.74182,9.25,3.94,114.0,8
97037,2454548.79285,14.89,3.41,138.0,8
97037,2454574.83693,26.34,3.01,133.0,8
97037,2454640.69927,21.66,3.59,128.0,8
97037,2454848.98481,35.27,2.24,224.0,8
97037,2454850.03192,38.82,2.31,218.0,8
