Name,JD,RVel,e_RVel,SNR,Dewar
3651,2447047.8543,6.53,7.88,205.0,8
3651,2447374.9402,-10.57,7.15,366.0,8
3651,2447430.7578,2.37,6.65,240.0,8
3651,2447846.8494,-15.31,8.95,233.0,8
3651,2448113.9589,-11.63,9.31,307.0,8
3651,2448199.7172,-20.0,8.41,235.0,8
3651,2448645.6797,-10.56,10.52,235.0,8
3651,2448845.9393,7.85,7.16,360.0,8
3651,2448846.9828,20.29,6.16,343.0,8
3651,2448905.8609,10.83,6.97,231.0,8
3651,2448991.7372,-18.54,7.0,313.0,8
3651,2449306.6777,-30.07,5.98,248.0,8
3651,2449349.6461,-6.85,9.17,257.0,8
3651,2449588.91453,12.2,6.25,223.0,8
3651,2449603.88851,-4.68,6.12,244.0,8
3651,2449622.8352,-22.8,8.62,245.0,8
3651,2449680.6812,9.11,4.81,104.0,13
3651,2450004.92871,-4.65,2.02,142.0,13
3651,2450072.69629,-17.7,1.82,160.0,13
3651,2450087.67871,14.28,1.8,167.0,13
3651,2450121.6268,-2.18,2.54,95.0,13
3651,2450124.63205,-1.64,2.42,94.0,13
3651,2450125.62523,-1.86,2.11,106.0,13
3651,2450126.63115,2.53,2.3,106.0,13
3651,2450127.65199,-0.05,2.47,103.0,13
3651,2450128.63309,-11.6,2.03,107.0,13
3651,2450298.98878,4.4,1.2,230.0,13
3651,2450300.00586,-1.18,1.45,227.0,13
3651,2450300.88086,4.25,1.52,273.0,13
3651,2450304.91992,5.35,1.56,224.0,13
3651,2450326.90723,11.74,1.52,205.0,13
3651,2450421.67699,-0.34,1.35,223.0,13
3651,2450437.72266,-10.36,1.7,186.0,13
3651,2450441.69867,-9.89,1.65,162.0,13
3651,2450640.97656,14.69,1.91,157.0,13
3651,2450655.97363,11.05,1.75,180.0,13
3651,2450656.92969,8.3,1.66,197.0,13
3651,2450681.97363,-3.46,1.71,175.0,13
3651,2450767.71973,12.3,2.02,140.0,13
3651,2450793.70801,11.22,1.85,180.0,13
3651,2451046.93359,-5.02,2.64,137.0,6
3651,2451130.69238,-24.11,2.79,121.0,6
3651,2451175.62793,-5.82,3.36,110.0,6
3651,2451825.74707,21.84,3.07,132.0,6
3651,2451880.6694,2.1,2.34,182.0,6
3651,2452120.89453,-18.54,3.1,147.0,6
3651,2452128.9038,-3.73,5.83,118.0,6
3651,2452157.84766,13.86,2.23,231.0,6
3651,2452158.87793,9.09,2.39,210.0,6
3651,2452159.84473,7.87,2.05,235.0,6
