Name,JD,RVel,e_RVel,SNR,Dewar
GL876,2447430.792,172.06,46.37,27.0,8
GL876,2449172.9876,-278.07,25.8,56.0,8
GL876,2449173.9609,-342.87,39.39,40.0,8
GL876,2449174.9469,-229.72,32.95,49.0,8
GL876,2449200.9701,-25.91,39.41,46.0,8
GL876,2449350.6187,-412.34,35.99,32.0,8
GL876,2449621.8508,45.74,24.33,50.0,8
GL876,2449622.7986,61.51,27.8,54.0,8
GL876,2449679.6316,56.23,19.19,27.0,13
GL876,2449913.97168,72.97,12.66,26.0,13
GL876,2450003.69824,63.45,20.22,19.0,13
GL876,2450263.93945,-233.46,11.54,27.0,13
GL876,2450300.84473,212.88,11.63,27.0,13
GL876,2450326.88281,-179.18,9.3,31.0,13
GL876,2450421.62793,284.43,24.5,17.0,13
GL876,2450441.63965,-243.93,24.85,19.0,13
GL876,2450614.97461,-113.4,14.78,24.0,13
GL876,2450614.98633,-67.95,17.51,20.0,13
GL876,2450655.90625,169.04,11.3,28.0,13
GL876,2450681.89551,-209.88,9.29,34.0,13
GL876,2450767.70703,25.57,18.99,18.0,13
GL876,2451004.9366,-204.9,12.61,35.0,6
GL876,2451004.95108,-211.47,14.0,33.0,6
GL876,2451005.95312,-165.42,10.94,42.0,6
GL876,2451026.88379,263.29,11.18,41.0,6
GL876,2451027.93262,279.85,9.2,51.0,6
GL876,2451416.87109,-77.01,11.34,39.0,6
GL876,2451446.72266,243.43,11.38,37.0,6
GL876,2451894.58398,0.0,12.57,34.0,6
GL876,2451894.60644,18.98,11.86,37.0,6
