Name,JD,RVel,e_RVel,SNR,Dewar
97101B,2449769.99121,-41.22,1.12,37.0,13
97101B,2450072.04199,0.0,1.12,26.0,13
97101B,2450181.7959,-26.5,1.12,35.0,13
97101B,2450438.08008,-22.31,1.12,35.0,13
97101B,2450504.9082,20.8,1.12,26.0,13
97101B,2450794.00195,121.08,1.12,33.0,13
97101B,2451155.08789,25.64,1.12,58.0,6
97101B,2451304.69824,-65.56,1.12,65.0,6
