Name,JD,RVel,e_RVel,SNR,Dewar
19373,2447046.945,-4.6,7.54,274.0,8
19373,2447093.7963,-6.3,11.05,220.0,8
19373,2447149.91659,22.41,10.37,278.0,8
19373,2447181.75969,35.13,18.69,252.0,8
19373,2447194.71088,15.64,7.93,327.0,8
19373,2447223.68569,22.44,6.47,473.0,8
19373,2447374.00268,-3.15,4.29,560.0,8
19373,2447374.99046,-22.38,4.9,506.0,8
19373,2447389.9584,7.02,7.42,256.0,8
19373,2447391.0008,8.2,8.39,269.0,8
19373,2447391.9814,1.87,7.07,273.0,8
19373,2447393.0031,5.29,7.44,270.0,8
19373,2447393.9391,9.84,7.76,266.0,8
19373,2447394.9561,9.94,6.92,285.0,8
19373,2447430.90965,-1.14,4.16,595.0,8
19373,2447431.8264,2.68,7.11,381.0,8
19373,2447578.66094,10.98,7.37,598.0,8
19373,2447793.0042,6.82,8.35,296.0,8
19373,2447793.9018,22.31,10.4,291.0,8
19373,2447794.8745,36.18,9.72,273.0,8
19373,2447845.853,-4.22,9.41,370.0,8
19373,2447846.9382,14.14,10.57,320.0,8
19373,2447919.6528,14.57,13.67,227.0,8
19373,2447964.62463,24.69,10.37,260.0,8
19373,2448113.99544,10.89,7.0,458.0,8
19373,2448200.8145,21.98,9.98,316.0,8
19373,2448648.76145,24.55,8.96,381.0,8
19373,2448857.0135,7.46,6.75,267.0,8
19373,2448857.94391,-1.26,5.4,322.0,8
19373,2448892.02621,5.81,5.72,329.0,8
19373,2448895.9625,12.32,8.08,292.0,8
19373,2448899.9431,3.0,7.78,285.0,8
19373,2448900.9271,-2.9,8.13,242.0,8
19373,2448901.9896,10.88,9.67,255.0,8
19373,2448902.9875,5.82,8.68,242.0,8
19373,2448903.9885,13.71,22.05,70.0,8
19373,2448904.9981,7.36,9.16,252.0,8
19373,2448934.85158,0.99,6.54,354.0,8
19373,2449030.7053,13.98,15.08,149.0,8
19373,2449031.6344,-3.55,12.62,210.0,8
19373,2449032.6503,6.28,12.01,248.0,8
19373,2449033.6486,9.66,11.34,252.0,8
19373,2449212.9699,1.88,7.75,251.0,8
19373,2449213.9944,3.84,7.0,255.0,8
19373,2449216.963,-1.16,9.22,225.0,8
19373,2449217.9726,-0.67,8.13,269.0,8
19373,2449218.9834,2.02,8.83,234.0,8
19373,2449219.9657,3.62,7.52,257.0,8
19373,2449220.9745,3.25,7.22,266.0,8
19373,2449221.978,-7.56,7.48,262.0,8
19373,2449222.9851,-8.25,6.87,230.0,8
19373,2449223.9677,-8.61,6.3,250.0,8
19373,2449224.9807,2.25,7.62,253.0,8
19373,2449225.9697,-1.35,6.69,273.0,8
19373,2449255.9398,4.08,6.78,326.0,8
19373,2449269.0073,10.85,9.94,263.0,8
19373,2449278.0118,5.68,10.22,256.0,8
19373,2449279.9423,11.42,9.88,266.0,8
19373,2449299.79037,-11.86,8.13,370.0,8
19373,2449566.9724,6.63,7.77,243.0,8
19373,2449567.9483,-9.43,9.35,204.0,8
19373,2449568.9022,8.57,9.18,167.0,8
19373,2449569.9417,5.98,7.77,294.0,8
19373,2449570.9478,11.36,9.39,192.0,8
19373,2449571.9494,1.38,7.14,273.0,8
19373,2449572.9375,5.27,8.45,236.0,8
19373,2449573.9011,6.19,7.73,273.0,8
19373,2449574.9411,4.22,7.51,277.0,8
19373,2449575.8993,22.86,8.65,208.0,8
19373,2449576.9571,1.13,8.86,224.0,8
19373,2449602.0186,9.59,7.86,278.0,8
