Name,JD,RVel,e_RVel,SNR,Dewar
73668,2450831.84863,219.15,7.56,57.0,13
73668,2450854.83106,164.42,8.0,54.0,13
73668,2451154.9668,0.0,6.95,91.0,6
73668,2451242.75195,-25.21,6.35,97.0,6
73668,2451298.73934,-97.63,5.84,76.0,13
73668,2451299.68945,-66.94,5.79,94.0,13
73668,2451300.69336,-55.89,6.46,77.0,13
73668,2451303.68848,-71.84,7.09,141.0,6
73668,2451304.68457,-75.03,4.19,135.0,6
73668,2451305.67285,-80.31,4.9,118.0,6
73668,2451533.94043,-212.56,4.71,139.0,6
73668,2451539.96777,-251.63,5.57,126.0,6
73668,2451629.76367,-285.08,4.63,174.0,6
73668,2451860.04102,-488.6,5.13,136.0,6
73668,2451915.93164,-512.83,4.65,172.0,6
73668,2451927.92096,-506.91,5.43,131.0,6
73668,2452657.87661,3915.3,2.97,125.0,8
73668,2452657.93359,3919.43,6.36,66.0,8
73668,2453391.94966,2731.34,4.08,135.0,8
73668,2453843.76088,2317.82,5.36,68.0,8
73668,2454134.80388,2063.21,3.56,134.0,8
73668,2454135.77723,2091.27,4.53,102.0,8
73668,2454574.66958,1834.93,4.49,102.0,8
