Name,JD,RVel,e_RVel,SNR,Dewar
69897,2447049.0318,-14.84,19.36,241.0,8
69897,2447194.82398,-25.27,10.89,357.0,8
69897,2447223.7556,-15.47,10.04,421.0,8
69897,2447577.8145,0.0,17.42,359.0,8
69897,2447919.884,10.82,19.58,154.0,8
69897,2447964.7172,-19.91,19.29,219.0,8
69897,2448200.0097,4.76,18.7,254.0,8
69897,2448375.6574,47.61,19.51,300.0,8
69897,2448646.85132,-42.61,11.32,328.0,8
69897,2448648.8734,-30.63,15.68,318.0,8
69897,2448670.7448,-23.93,15.3,212.0,8
69897,2448907.0592,4.09,16.95,230.0,8
69897,2448934.03903,-39.44,14.43,212.0,8
69897,2448934.98849,10.26,13.93,169.0,8
69897,2448991.9505,-42.0,16.95,284.0,8
69897,2448992.81252,-16.49,10.52,381.0,8
69897,2449068.6843,-38.4,13.87,230.0,8
69897,2449113.6698,-12.55,18.93,256.0,8
69897,2449299.0372,-0.55,18.78,199.0,8
69897,2449300.04325,-25.48,14.08,192.0,8
69897,2449349.8391,17.62,13.93,384.0,8
69897,2449411.73281,-7.54,13.93,271.0,8
69897,2449623.0454,-31.51,21.06,106.0,8
69897,2449676.0522,6.78,7.98,161.0,13
69897,2449680.94922,-0.12,3.58,172.0,13
69897,2449766.80144,11.38,4.62,112.0,13
69897,2449767.73731,0.62,4.22,131.0,13
69897,2449768.80859,2.3,4.94,120.0,13
69897,2449793.78906,8.53,3.3,189.0,13
69897,2449802.67777,8.25,3.29,161.0,13
69897,2450014.0,19.64,6.94,66.0,13
69897,2450032.01517,2.71,3.23,168.0,13
69897,2450046.99687,14.4,3.07,148.0,13
69897,2450087.86621,-3.05,3.6,153.0,13
69897,2450090.88379,6.52,3.25,219.0,13
69897,2450120.82568,3.45,3.32,160.0,13
69897,2450437.91797,4.91,3.5,216.0,13
69897,2450503.74121,-11.07,3.81,184.0,13
69897,2451133.01953,-5.35,5.51,112.0,6
69897,2453033.82422,-3.58,4.36,135.0,8
69897,2453048.80058,7.61,3.65,153.0,8
69897,2453068.73828,21.03,3.93,137.0,8
69897,2453108.68359,4.08,3.91,174.0,8
69897,2453118.68268,2.81,2.9,197.0,8
69897,2453337.90039,7.1,3.91,154.0,8
69897,2453338.93848,5.22,4.71,119.0,8
69897,2453360.91784,-8.92,3.86,176.0,8
69897,2453362.88556,-7.09,3.8,188.0,8
69897,2453363.88256,-5.55,3.69,191.0,8
69897,2453384.83293,9.62,2.65,177.0,8
69897,2453387.8108,12.18,2.76,166.0,8
69897,2453388.79918,-4.88,3.16,212.0,8
69897,2453390.89503,-16.87,3.07,233.0,8
69897,2453402.85197,8.42,3.11,197.0,8
69897,2453437.74866,12.76,3.2,190.0,8
69897,2453441.76393,9.02,3.11,186.0,8
69897,2453744.80008,-8.66,3.47,201.0,8
69897,2453752.85554,3.38,3.53,184.0,8
69897,2453755.8608,-21.21,3.61,193.0,8
69897,2453756.82534,-10.34,3.4,193.0,8
69897,2453843.8201,4.25,4.59,122.0,8
69897,2454050.07652,-25.04,3.85,203.0,8
69897,2454072.9878,4.08,3.51,279.0,8
69897,2454073.94777,-5.59,3.49,219.0,8
69897,2454426.01047,-3.99,2.92,187.0,8
69897,2454427.99447,-3.11,3.32,169.0,8
69897,2454578.6829,0.99,3.79,166.0,8
69897,2454783.96248,-4.82,3.93,167.0,8
69897,2454847.88526,4.81,3.07,248.0,8
