Name,JD,RVel,e_RVel,SNR,Dewar
GL14,2447048.7732,-7.81,16.9,60.0,6
GL14,2448845.9222,12.66,14.46,80.0,6
GL14,2448906.7628,21.38,17.02,71.0,6
GL14,2448991.6769,0.0,13.69,67.0,6
GL14,2449173.9777,-1.04,15.15,103.0,6
GL14,2449350.6946,44.69,14.09,113.0,6
GL14,2449621.8919,7.71,12.56,119.0,6
GL14,2449623.8334,0.71,14.15,114.0,6
GL14,2450004.63689,-3.1,7.35,54.0,13
GL14,2450087.66016,-5.42,4.96,45.0,13
GL14,2450325.78809,-10.24,3.66,60.0,13
GL14,2450327.87207,-22.96,3.18,78.0,13
GL14,2450421.77637,1.66,3.66,59.0,13
GL14,2450656.92188,-14.29,7.59,33.0,13
GL14,2450793.68848,7.17,5.78,44.0,13
