HD,BJD,RVel,e_RVel,r_RVel,SHK,e_SHK,EWHa,e_EWHa,Filename
HD75732,2452219.13931,-146.00,1.12,HIRES-Pre,0.1527,4.2e-06,-1.0000,-1.0000,rk58.154
HD75732,2452236.01761,-61.29,1.14,HIRES-Pre,0.1542,4.9e-06,-1.0000,-1.0000,rk59.101
HD75732,2452243.05418,-54.20,1.24,HIRES-Pre,0.1580,4.1e-06,-1.0000,-1.0000,rk59.593
HD75732,2452307.85620,-115.39,1.37,HIRES-Pre,0.1527,4.3e-06,-1.0000,-1.0000,rk60.80
HD75732,2452334.00317,-141.45,1.41,HIRES-Pre,0.1406,4e-06,-1.0000,-1.0000,rk61.114
HD75732,2452334.89845,-134.01,1.30,HIRES-Pre,0.1285,3.8e-06,-1.0000,-1.0000,rk61.259
HD75732,2452573.11272,-64.75,1.23,HIRES-Pre,0.1512,3.9e-06,-1.0000,-1.0000,rk68.102
HD75732,2452574.12923,-47.17,1.30,HIRES-Pre,0.1556,4.2e-06,-1.0000,-1.0000,rk68.313
HD75732,2452601.03431,-93.34,1.17,HIRES-Pre,0.1649,4.1e-06,-1.0000,-1.0000,rk69.120
HD75732,2452602.06148,-65.79,1.37,HIRES-Pre,0.1631,3.9e-06,-1.0000,-1.0000,rk69.311
HD75732,2452603.11667,-32.47,1.23,HIRES-Pre,0.1594,3.7e-06,-1.0000,-1.0000,rk69.515
HD75732,2452652.97867,-71.62,1.47,HIRES-Pre,0.1963,5.2e-06,-1.0000,-1.0000,rk70.207
HD75732,2452654.04563,-108.51,1.55,HIRES-Pre,0.1516,3.7e-06,-1.0000,-1.0000,rk70.317
HD75732,2452680.97633,-31.04,1.28,HIRES-Pre,0.1572,4.1e-06,-1.0000,-1.0000,rk71.22
HD75732,2452682.95703,-95.70,1.33,HIRES-Pre,0.1535,3.8e-06,-1.0000,-1.0000,rk71.121
HD75732,2452711.77161,-86.94,1.32,HIRES-Pre,0.1453,4.2e-06,-1.0000,-1.0000,rk72.48
HD75732,2452712.83024,-110.09,1.36,HIRES-Pre,0.1580,4.1e-06,-1.0000,-1.0000,rk72.236
HD75732,2452777.80443,-51.20,1.27,HIRES-Pre,0.1497,4e-06,-1.0000,-1.0000,rk73.160
HD75732,2452804.74167,-128.71,1.50,HIRES-Pre,0.1354,3.9e-06,-1.0000,-1.0000,rk74.218
HD75732,2452988.04291,-3.24,1.33,HIRES-Pre,0.1651,3.1e-06,-1.0000,-1.0000,rk80.74
HD75732,2453017.86744,-26.63,1.22,HIRES-Pre,0.1595,3.6e-06,-1.0000,-1.0000,rk81.967
HD75732,2453045.78805,23.84,1.35,HIRES-Pre,0.1590,3.8e-06,-1.0000,-1.0000,rk82.235
HD75732,2453077.04648,-15.20,1.23,HIRES-Pre,0.1797,9.7e-06,-1.0000,-1.0000,rk84.632
