HD,BJD,RVel,e_RVel,r_RVel,SHK,e_SHK,EWHa,e_EWHa,Filename
HD100623,2453404.17987,-15.33,2.09,UCLES,-1.0000,-1.0000,-1.0000,-1.0000,ru72.1067
HD100623,2453404.18407,-16.40,2.23,UCLES,-1.0000,-1.0000,0.6942,0.0039,ru72.1068
HD100623,2453404.18826,-8.43,2.19,UCLES,-1.0000,-1.0000,0.6965,0.004,ru72.1069
HD100623,2453404.19245,-15.12,2.16,UCLES,-1.0000,-1.0000,0.6898,0.0041,ru72.1070
HD100623,2453486.02101,-11.96,1.83,UCLES,-1.0000,-1.0000,0.6900,0.0067,ru73.462
HD100623,2453486.02468,-8.06,1.94,UCLES,-1.0000,-1.0000,0.6935,0.0067,ru73.463
HD100623,2453486.02834,-10.95,1.88,UCLES,-1.0000,-1.0000,0.6881,0.0068,ru73.464
HD100623,2453486.03199,-12.42,1.79,UCLES,-1.0000,-1.0000,0.6905,0.0067,ru73.465
HD100623,2453486.97809,-11.54,1.63,UCLES,-1.0000,-1.0000,0.6988,0.0024,ru73.637
HD100623,2453486.98174,-14.09,1.65,UCLES,-1.0000,-1.0000,0.6988,0.0024,ru73.638
HD100623,2453486.98540,-15.62,1.53,UCLES,-1.0000,-1.0000,0.7006,0.0023,ru73.639
HD100623,2453486.98904,-14.37,1.67,UCLES,-1.0000,-1.0000,0.6993,0.0024,ru73.640
HD100623,2453488.03593,-15.19,1.53,UCLES,-1.0000,-1.0000,0.6995,0.0022,ru73.889
HD100623,2453488.04017,-13.16,1.57,UCLES,-1.0000,-1.0000,0.7006,0.0021,ru73.890
HD100623,2453488.04439,-15.64,1.60,UCLES,-1.0000,-1.0000,-1.0000,-1.0000,ru73.891
HD100623,2453488.04862,-12.10,1.53,UCLES,-1.0000,-1.0000,-1.0000,-1.0000,ru73.892
HD100623,2453508.94708,-8.25,1.41,UCLES,-1.0000,-1.0000,0.6997,0.0019,ru74.364
HD100623,2453508.95247,-6.61,1.37,UCLES,-1.0000,-1.0000,0.6987,0.0018,ru74.365
HD100623,2453508.95785,-4.18,1.34,UCLES,-1.0000,-1.0000,0.7000,0.0017,ru74.366
HD100623,2453515.97677,-11.78,1.70,UCLES,-1.0000,-1.0000,0.6933,0.0025,ru75.57
HD100623,2453515.98273,-12.37,1.79,UCLES,-1.0000,-1.0000,-1.0000,-1.0000,ru75.58
HD100623,2453515.98870,-4.98,1.70,UCLES,-1.0000,-1.0000,0.6955,0.0025,ru75.59
HD100623,2453515.99466,-13.71,1.59,UCLES,-1.0000,-1.0000,0.6953,0.0026,ru75.60
HD100623,2453515.99466,-13.71,1.59,UCLES,-1.0000,-1.0000,0.6953,0.0026,ru75.60
HD100623,2453570.86230,-8.99,1.64,UCLES,-1.0000,-1.0000,0.6980,0.0025,ru76.834
HD100623,2453570.86655,-12.12,1.51,UCLES,-1.0000,-1.0000,0.6999,0.0024,ru76.835
HD100623,2453570.87077,-11.25,1.59,UCLES,-1.0000,-1.0000,0.6976,0.0025,ru76.836
HD100623,2453570.87501,-9.67,1.70,UCLES,-1.0000,-1.0000,0.6985,0.0026,ru76.837
HD100623,2453753.19367,-4.26,1.55,UCLES,-1.0000,-1.0000,0.7063,0.0021,ru80.686
HD100623,2453753.20025,-5.93,1.75,UCLES,-1.0000,-1.0000,0.7050,0.0025,ru80.687
HD100623,2453753.20684,-15.67,3.76,UCLES,-1.0000,-1.0000,0.6953,0.0062,ru80.688
HD100623,2453753.21342,-7.34,1.83,UCLES,-1.0000,-1.0000,0.7055,0.0029,ru80.689
HD100623,2453753.22007,-12.76,1.69,UCLES,-1.0000,-1.0000,0.7080,0.0023,ru80.690
HD100623,2453753.22665,-11.65,1.71,UCLES,-1.0000,-1.0000,0.7070,0.0023,ru80.691
HD100623,2453840.08682,-3.57,2.15,UCLES,-1.0000,-1.0000,0.7041,0.0032,ru81.78
HD100623,2453840.09223,-10.90,1.78,UCLES,-1.0000,-1.0000,-1.0000,-1.0000,ru81.79
HD100623,2453840.09765,-9.86,1.68,UCLES,-1.0000,-1.0000,0.7060,0.0022,ru81.80
HD100623,2453840.10306,-5.77,1.55,UCLES,-1.0000,-1.0000,0.7066,0.0018,ru81.81
HD100623,2453845.05001,-7.09,1.93,UCLES,-1.0000,-1.0000,0.7028,0.003,ru81.1074
HD100623,2453845.05657,-4.19,1.73,UCLES,-1.0000,-1.0000,0.7048,0.0024,ru81.1075
HD100623,2453937.85174,-7.22,1.44,UCLES,-1.0000,-1.0000,0.7069,0.0021,ru82.22
HD100623,2453937.85771,-8.15,1.49,UCLES,-1.0000,-1.0000,0.7065,0.0021,ru82.23
HD100623,2453937.86195,-5.15,1.57,UCLES,-1.0000,-1.0000,0.7064,0.0024,ru82.24
