HD,BJD,RVel,e_RVel,r_RVel,SHK,e_SHK,EWHa,e_EWHa,Filename
HD140901,2458355.46901,-3.68,1.14,PFS-Post,0.2582,0.00085,-1.0000,-1.0000,rn46.2324
HD140901,2458355.47024,-2.65,1.13,PFS-Post,0.2550,0.00081,-1.0000,-1.0000,rn46.2325
HD140901,2458355.47141,-4.69,1.20,PFS-Post,0.2571,0.00087,-1.0000,-1.0000,rn46.2326
HD140901,2458355.47259,-6.32,1.19,PFS-Post,0.2613,0.00088,-1.0000,-1.0000,rn46.2327
HD140901,2458355.47376,-5.51,1.12,PFS-Post,0.2593,0.00087,-1.0000,-1.0000,rn46.2328
HD140901,2458355.47493,-4.50,1.23,PFS-Post,0.2570,0.00087,-1.0000,-1.0000,rn46.2329
HD140901,2458355.47611,-5.51,1.23,PFS-Post,0.2613,0.00086,-1.0000,-1.0000,rn46.2330
HD140901,2458626.70675,-0.60,1.27,PFS-Post,0.2435,0.00084,-1.0000,-1.0000,rn52.2888
HD140901,2458626.70856,1.76,1.29,PFS-Post,0.2500,0.00099,-1.0000,-1.0000,rn52.2889
HD140901,2458626.71017,-2.85,1.39,PFS-Post,0.2465,0.0009,-1.0000,-1.0000,rn52.2890
HD140901,2458626.71184,-0.11,1.34,PFS-Post,0.2427,0.00087,-1.0000,-1.0000,rn52.2891
HD140901,2458626.71353,0.07,1.23,PFS-Post,0.2427,0.00085,-1.0000,-1.0000,rn52.2892
HD140901,2458685.61179,-5.77,1.27,PFS-Post,0.2369,0.00052,-1.0000,-1.0000,rn53.3551
HD140901,2458685.61414,-8.03,1.24,PFS-Post,0.2335,0.00051,-1.0000,-1.0000,rn53.3552
HD140901,2458685.61981,-5.88,1.24,PFS-Post,0.2390,0.00058,-1.0000,-1.0000,rn53.3553
HD140901,2458922.89293,-3.48,1.10,PFS-Post,0.2344,0.00048,-1.0000,-1.0000,rn57.3765
HD140901,2458922.89458,-3.28,1.05,PFS-Post,0.2356,0.00044,-1.0000,-1.0000,rn57.3766
HD140901,2458922.89626,-5.41,1.14,PFS-Post,0.2347,0.00046,-1.0000,-1.0000,rn57.3767
HD140901,2458922.89790,-2.67,1.04,PFS-Post,0.2353,0.00044,-1.0000,-1.0000,rn57.3768
HD140901,2458922.89958,-1.99,1.02,PFS-Post,0.2351,0.00047,-1.0000,-1.0000,rn57.3769
