HD,BJD,RVel,e_RVel,r_RVel,SHK,e_SHK,EWHa,e_EWHa,Filename
HD136352,2453152.76688,7.10,0.99,HARPS-Pre,0.1400,0.0036,-1.0000,-1.0000,2004-05-27T06:15:05
HD136352,2453154.68582,2.64,0.99,HARPS-Pre,0.1348,0.0034,-1.0000,-1.0000,2004-05-29T04:17:43
HD136352,2453204.53694,-1.68,1.07,HARPS-Pre,0.1483,0.003,-1.0000,-1.0000,2004-07-18T00:46:54
HD136352,2453204.53870,4.43,1.09,HARPS-Pre,0.1506,0.0033,-1.0000,-1.0000,2004-07-18T00:49:25
HD136352,2453204.54044,-1.17,1.25,HARPS-Pre,0.1404,0.0052,-1.0000,-1.0000,2004-07-18T00:51:56
HD136352,2453204.54200,2.30,1.54,HARPS-Pre,0.1310,0.0082,-1.0000,-1.0000,2004-07-18T00:54:27
HD136352,2453204.54372,8.07,3.75,HARPS-Pre,-1.0000,-1.0000,-1.0000,-1.0000,2004-07-18T00:56:58
HD136352,2453816.83170,1.16,0.86,HARPS-Pre,0.1414,0.0014,-1.0000,-1.0000,2006-03-22T07:50:50
HD136352,2453816.83522,1.86,0.87,HARPS-Pre,0.1442,0.0016,-1.0000,-1.0000,2006-03-22T07:55:55
HD136352,2453816.83874,2.22,0.87,HARPS-Pre,0.1475,0.0018,-1.0000,-1.0000,2006-03-22T08:00:59
HD136352,2453836.79344,4.68,0.71,HARPS-Pre,0.1436,0.0021,-1.0000,-1.0000,2006-04-11T06:55:03
HD136352,2453836.79519,2.20,0.71,HARPS-Pre,0.1427,0.0021,-1.0000,-1.0000,2006-04-11T06:57:37
HD136352,2453836.79705,3.70,0.71,HARPS-Pre,0.1448,0.0021,-1.0000,-1.0000,2006-04-11T07:00:16
HD136352,2453836.79884,2.31,0.70,HARPS-Pre,0.1376,0.0022,-1.0000,-1.0000,2006-04-11T07:02:49
HD136352,2453836.80062,3.26,0.70,HARPS-Pre,0.1419,0.002,-1.0000,-1.0000,2006-04-11T07:05:24
HD136352,2453836.80241,3.04,0.71,HARPS-Pre,0.1417,0.0025,-1.0000,-1.0000,2006-04-11T07:07:58
HD136352,2453950.54642,4.36,0.95,HARPS-Pre,0.1418,0.0019,-1.0000,-1.0000,2006-08-03T01:00:50
