HD,BJD,RVel,e_RVel,r_RVel,SHK,e_SHK,EWHa,e_EWHa,Filename
HD1581,2457212.95399,-14.13,1.03,HARPS-Post,0.1312,0.0027,-1.0000,-1.0000,2015-07-09T10:45:58
HD1581,2457212.95752,-12.79,0.98,HARPS-Post,0.1367,0.0021,-1.0000,-1.0000,2015-07-09T10:51:30
HD1581,2457218.88077,-8.77,0.95,HARPS-Post,0.1348,0.003,-1.0000,-1.0000,2015-07-15T09:01:58
HD1581,2457218.88285,-9.04,0.90,HARPS-Post,0.1349,0.0027,-1.0000,-1.0000,2015-07-15T09:04:59
HD1581,2457218.88486,-10.93,0.92,HARPS-Post,0.1228,0.0033,-1.0000,-1.0000,2015-07-15T09:08:01
HD1581,2457218.88705,-9.98,0.95,HARPS-Post,0.1279,0.003,-1.0000,-1.0000,2015-07-15T09:11:02
HD1581,2457221.88438,-14.22,0.68,HARPS-Post,0.1368,0.0013,-1.0000,-1.0000,2015-07-18T09:07:02
HD1581,2457221.88642,-13.92,0.69,HARPS-Post,0.1323,0.0014,-1.0000,-1.0000,2015-07-18T09:10:03
HD1581,2457221.88850,-13.95,0.69,HARPS-Post,0.1190,0.0015,-1.0000,-1.0000,2015-07-18T09:13:04
HD1581,2457221.89067,-13.54,0.69,HARPS-Post,0.1316,0.0015,-1.0000,-1.0000,2015-07-18T09:16:05
HD1581,2457222.88089,-12.61,0.51,HARPS-Post,0.1275,0.0017,-1.0000,-1.0000,2015-07-19T09:02:00
HD1581,2457222.88295,-13.19,0.51,HARPS-Post,0.1306,0.0017,-1.0000,-1.0000,2015-07-19T09:05:01
HD1581,2457222.88512,-11.25,0.54,HARPS-Post,0.1359,0.0019,-1.0000,-1.0000,2015-07-19T09:08:02
HD1581,2457222.88725,-13.35,0.51,HARPS-Post,0.1318,0.0015,-1.0000,-1.0000,2015-07-19T09:11:03
HD1581,2457248.85172,-9.85,1.17,HARPS-Post,0.1285,0.0027,-1.0000,-1.0000,2015-08-14T08:18:13
HD1581,2457248.85545,-8.49,1.17,HARPS-Post,0.1324,0.0028,-1.0000,-1.0000,2015-08-14T08:23:44
HD1581,2457248.92490,-8.20,1.11,HARPS-Post,0.1316,0.0026,-1.0000,-1.0000,2015-08-14T10:03:42
HD1581,2457248.92876,-8.94,1.10,HARPS-Post,0.1301,0.0023,-1.0000,-1.0000,2015-08-14T10:09:12
HD1581,2457249.89391,-11.04,0.56,HARPS-Post,0.1287,0.0015,-1.0000,-1.0000,2015-08-15T09:18:59
HD1581,2457249.89767,-11.97,0.57,HARPS-Post,0.1293,0.0016,-1.0000,-1.0000,2015-08-15T09:24:29
HD1581,2457250.87480,-13.04,0.81,HARPS-Post,0.1341,0.0025,-1.0000,-1.0000,2015-08-16T08:52:25
HD1581,2457256.78191,-11.00,0.68,HARPS-Post,0.1294,0.0018,-1.0000,-1.0000,2015-08-22T06:37:49
HD1581,2457256.78609,-10.91,0.67,HARPS-Post,0.1259,0.0017,-1.0000,-1.0000,2015-08-22T06:43:21
HD1581,2457256.87106,-11.43,0.74,HARPS-Post,0.1362,0.0021,-1.0000,-1.0000,2015-08-22T08:47:03
HD1581,2457256.87381,-11.05,0.74,HARPS-Post,0.1300,0.0021,-1.0000,-1.0000,2015-08-22T08:50:54
HD1581,2457256.87636,-11.42,0.75,HARPS-Post,0.1359,0.0021,-1.0000,-1.0000,2015-08-22T08:54:44
HD1581,2457260.75603,-10.82,0.78,HARPS-Post,0.1325,0.0018,-1.0000,-1.0000,2015-08-26T06:01:29
HD1581,2457260.75878,-11.48,0.78,HARPS-Post,0.1319,0.0016,-1.0000,-1.0000,2015-08-26T06:05:20
HD1581,2457260.76143,-10.69,0.77,HARPS-Post,0.1300,0.0016,-1.0000,-1.0000,2015-08-26T06:09:11
HD1581,2457260.85737,-10.99,0.78,HARPS-Post,0.1351,0.0017,-1.0000,-1.0000,2015-08-26T08:27:14
HD1581,2457260.85992,-10.86,0.77,HARPS-Post,0.1349,0.0014,-1.0000,-1.0000,2015-08-26T08:31:05
HD1581,2457260.86264,-11.66,0.76,HARPS-Post,0.1310,0.0013,-1.0000,-1.0000,2015-08-26T08:34:56
HD1581,2457263.70750,-11.94,0.92,HARPS-Post,0.1337,0.0017,-1.0000,-1.0000,2015-08-29T04:51:26
HD1581,2457263.71018,-12.77,0.91,HARPS-Post,0.1340,0.0017,-1.0000,-1.0000,2015-08-29T04:55:18
HD1581,2457263.71269,-11.63,0.91,HARPS-Post,0.1320,0.0017,-1.0000,-1.0000,2015-08-29T04:59:09
HD1581,2457264.81760,-11.64,0.52,HARPS-Post,0.1297,0.0015,-1.0000,-1.0000,2015-08-30T07:30:58
HD1581,2457265.72243,-12.48,0.76,HARPS-Post,0.1329,0.0015,-1.0000,-1.0000,2015-08-31T05:13:32
HD1581,2457265.72447,-12.62,0.76,HARPS-Post,0.1327,0.0016,-1.0000,-1.0000,2015-08-31T05:16:33
HD1581,2457265.72658,-12.41,0.77,HARPS-Post,0.1286,0.0015,-1.0000,-1.0000,2015-08-31T05:19:34
HD1581,2457265.72868,-11.78,0.77,HARPS-Post,0.1316,0.0017,-1.0000,-1.0000,2015-08-31T05:22:35
HD1581,2457265.80343,-11.78,0.77,HARPS-Post,0.1343,0.0017,-1.0000,-1.0000,2015-08-31T07:10:10
HD1581,2457265.80553,-10.92,0.76,HARPS-Post,0.1338,0.0016,-1.0000,-1.0000,2015-08-31T07:13:12
HD1581,2457265.80762,-12.62,0.77,HARPS-Post,0.1357,0.0016,-1.0000,-1.0000,2015-08-31T07:16:13
HD1581,2457265.80975,-10.68,0.76,HARPS-Post,0.1346,0.0015,-1.0000,-1.0000,2015-08-31T07:19:14
HD1581,2457266.81839,-12.64,0.68,HARPS-Post,0.1331,0.0013,-1.0000,-1.0000,2015-09-01T07:31:29
HD1581,2457266.88050,-12.18,0.70,HARPS-Post,0.1308,0.0017,-1.0000,-1.0000,2015-09-01T09:00:41
HD1581,2457266.88303,-13.18,0.68,HARPS-Post,0.1272,0.0014,-1.0000,-1.0000,2015-09-01T09:04:32
HD1581,2457266.88595,-14.04,0.73,HARPS-Post,0.1376,0.0019,-1.0000,-1.0000,2015-09-01T09:08:24
