objname,ra,dec,bjd,rv,rv_err,fwhm,span,maxcpp,contrast,lines,sn26
HD103095,177.596527724266,37.9967933226908,2456339.37984466,-97985.8627319336,4.039219999999999,6970.4,-42.8333,684,24.51,4724,45.3353
HD103095,177.596527724266,37.9967933226908,2456339.70515254,-97973.1826782227,3.3542300000000003,6941.43,-27.3333,925,25.0275,4723,53.3534
HD103095,177.596527724266,37.9967933226908,2456318.63174232,-97987.8768920898,3.56544,6931.82,-44.8333,1005,23.2739,4735,53.9375
HD103095,177.596527724266,37.9967933226908,2456340.60581913,-97978.2562255859,2.83017,6947.05,-44.166700000000006,1229,25.4224,4720,62.2757
HD103095,177.596527724266,37.9967933226908,2456340.44784145,-97981.5826416016,2.94664,6944.4800000000005,-26.8333,1141,25.3864,4723,59.8881
HD103095,177.596527724266,37.9967933226908,2456337.59825303,-97957.5119018555,3.9067299999999996,6942.33,-16.5,731,24.7231,4724,46.3751
HD103095,177.596527724266,37.9967933226908,2456339.53282249,-97973.1597900391,3.45898,6925.43,-28.833299999999998,888,25.0888,4724,51.552
HD103095,177.596527724266,37.9967933226908,2456340.68656147,-97982.4066162109,2.98421,6941.84,-32.6667,1116,25.361,4720,59.1822
HD103095,177.596527724266,37.9967933226908,2456343.42998985,-97977.0584106445,3.6184,6940.17,-24.833299999999998,811,24.8451,4720,49.8169
HD103095,177.596527724266,37.9967933226908,2456339.65709596,-97969.7113037109,2.50758,6930.58,-31.8333,1520,25.7532,4723,69.3023
HD103095,177.596527724266,37.9967933226908,2456337.49722049,-97980.4000854492,5.7947,6934.88,-36.666700000000006,416,23.5734,4725,32.7729
HD103095,177.596527724266,37.9967933226908,2456338.46226639,-97979.6676635742,3.57704,6931.4,-1.33333,835,24.988,4724,50.0731
HD103095,177.596527724266,37.9967933226908,2456340.58681413,-97972.3892211914,2.6529499999999997,6942.0,-18.8333,1374,25.5995,4720,65.9524
HD103095,177.596527724266,37.9967933226908,2456342.50009027,-98009.3536376953,9.097100000000001,6954.76,20.0,241,21.6821,4720,22.7293
HD103095,177.596527724266,37.9967933226908,2456337.65707389,-97979.6142578125,3.70228,6931.18,-38.8333,790,24.8841,4724,48.5804
HD103095,177.596527724266,37.9967933226908,2456336.49643162,-97997.5280761719,5.78136,6974.12,-9.5,422,23.5487,4725,32.9758
HD103095,177.596527724266,37.9967933226908,2456336.52970794,-98004.2343139648,4.72901,6894.0599999999995,-12.666699999999999,558,24.2963,4725,38.8487
HD103095,177.596527724266,37.9967933226908,2456336.65781306,-97994.8043823242,4.94404,6906.589999999999,-10.666699999999999,518,24.0962,4725,37.5017
HD103095,177.596527724266,37.9967933226908,2456338.47985938,-97975.7080078125,3.80749,6945.87,-16.833299999999998,760,24.8312,4724,47.3888
HD103095,177.596527724266,37.9967933226908,2456337.40457935,-97998.3291625977,8.29945,7045.21,-30.666700000000002,271,21.7367,4725,25.0123
HD103095,177.596527724266,37.9967933226908,2456336.36808341,-97960.6781005859,11.616,7067.12,-31.1667,184,19.194,4725,20.2698
HD103095,177.596527724266,37.9967933226908,2456343.58811733,-97977.47802734381,3.27534,6928.47,-18.5,953,25.2058,4720,54.2014
HD103095,177.596527724266,37.9967933226908,2456342.71409854,-97979.1793823242,3.05028,6927.7,-45.8333,1068,25.2748,4720,58.0384
HD103095,177.596527724266,37.9967933226908,2456336.42232092,-97983.0322265625,5.42777,6977.04,-11.5,455,23.6988,4725,34.9089
HD103095,177.596527724266,37.9967933226908,2456342.54276461,-97972.0611572266,3.01255,6956.44,-12.833300000000001,1342,23.3626,4720,63.7071
HD103095,177.596527724266,37.9967933226908,2456337.54708281,-97970.4132080078,4.6268400000000005,6941.49,-2.66667,573,24.2131,4724,39.9797
HD103095,177.596527724266,37.9967933226908,2456343.57033928,-97972.5875854492,3.11707,6928.219999999999,-29.0,1037,25.3346,4720,56.6629
HD103095,177.596527724266,37.9967933226908,2456337.71154279,-97966.194152832,3.23009,6952.06,-13.6667,979,25.072,4724,55.3479
HD103095,177.596527724266,37.9967933226907,2457923.36978369,-97916.07666015619,0.72866,6915.03,-33.5,10224,26.5644,4681,194.67
HD103095,177.596527724266,37.9967933226908,2456337.60560274,-97968.3532714844,4.56945,6960.68,-22.8333,583,24.281,4724,40.4244
HD103095,177.596527724266,37.9967933226908,2456340.37583768,-98011.6348266602,3.02205,7141.51,-42.1667,865,23.1383,4723,64.9696
