objname,ra,dec,bjd,rv,rv_err,fwhm,span,maxcpp,contrast,lines,sn26
HD043386,93.4097274348924,12.2904577005086,2456328.42661664,9010.62488555908,2.2654,30605.899999999998,0.0,5431,9.72505,4690,125.923
HD043386,93.4097274348924,12.2904577005086,2454406.70162399,8936.96880340576,2.65104,30722.6,0.0,3743,9.4961,4755,103.265
HD043386,93.4097274348924,12.2904577005086,2454409.69190345,8993.01338195801,1.60111,30565.3,0.0,11642,9.77879,4753,185.403
HD043386,93.4097274348924,12.2904577005086,2455901.64679555,8992.32196807861,1.5462399999999998,30567.6,0.0,11066,9.79953,4728,185.899
HD043386,93.4097274348924,12.2904577005086,2454406.69991089,8876.28078460693,2.5105,30363.3,0.0,4372,9.36171,4756,111.595
HD043386,93.4097274348924,12.2904577005086,2456313.52139774,8998.01254272461,2.0515,30546.0,0.0,6671,9.73421,4701,140.485
HD043386,93.4097274348924,12.2904577005086,2454080.52199994,9191.19262695312,2.26036,27870.8,,7562,6.92404,3474,136.471
HD043386,93.4097274348924,12.2904577005086,2455904.54500074,8930.60874938965,1.38218,30419.2,0.0,15999,9.86654,4727,220.294
HD043386,93.4097274348924,12.2904577005086,2455905.52265591,9039.3009185791,1.7178,30151.2,0.0,9784,9.79773,4726,171.792
HD043386,93.4097274348924,12.2904577005086,2455905.52712363,9034.62409973145,1.68933,30154.9,0.0,10293,9.78077,4726,175.739
HD043386,93.4097274348924,12.2904577005086,2455904.54834574,8936.04564666748,1.50618,30391.100000000002,0.0,13250,9.84684,4727,200.511
HD043386,93.4097274348924,12.2904577005086,2455929.45795852,9031.46553039551,12.2173,30439.699999999997,0.0,2275,9.54562,4712,80.4245
HD043386,93.4097274348924,12.2904577005086,2454080.52199994,9044.44789886475,2.26036,25432.4,,6708,8.50404,4460,136.471
HD043386,93.4097274348924,12.2904577005086,2455898.59249437,8997.56908416748,2.3155099999999997,30819.5,0.0,4293,9.69479,4733,114.657
HD043386,93.4097274348924,12.2904577005086,2454409.69019036,8998.64959716797,1.60531,30585.899999999998,0.0,11555,9.77546,4753,184.702
HD043386,93.4097274348924,12.2904577005086,2455901.6494924,8975.97503662109,1.57591,30619.5,0.0,10467,9.79585,4728,181.382
HD043386,93.4097274348924,12.2904577005086,2456266.57971673,8863.84677886963,22.032,30077.0,0.0,876,9.00686,4733,46.9828
HD043386,93.4097274348924,12.2904577005086,2455929.45939369,9012.76588439941,11.5081,30417.8,0.0,2520,9.59107,4712,84.9457
HD043386,93.4097274348924,12.2904577005086,2454080.52349303,9191.22314453125,2.25857,27898.7,,7642,6.94813,3474,136.877
HD043386,93.4097274348924,12.2904577005086,2456328.42468389,8992.94853210449,2.21075,30719.7,0.0,5834,9.75603,4690,130.284
HD043386,93.4097274348924,12.2904577005086,2456266.5697511,8913.66481781006,2.24612,30384.5,0.0,5688,9.62732,4733,128.327
HD043386,93.4097274348924,12.2904577005086,2455919.60091122,8974.9870300293,2.0820499999999997,30615.7,0.0,5652,9.68291,4721,131.582
HD043386,93.4097274348924,12.2904577005086,2456328.43043583,9001.67274475098,1.38338,30706.1,0.0,15914,9.8691,4690,217.643
HD043386,93.4097274348924,12.2904577005086,2456313.51842333,8956.67266845703,1.9705199999999998,30328.0,0.0,7192,9.66404,4701,146.479
HD043386,93.4097274348924,12.2904577005086,2456328.43497257,9003.45039367676,1.2811299999999999,30769.4,0.0,18400,9.88565,4690,234.746
HD043386,93.4097274348924,12.2904577005086,2455898.58919563,9005.51128387451,1.6703,30769.600000000002,0.0,9318,9.81772,4734,170.088
HD043386,93.4097274348924,12.2904577005086,2455919.60446447,8989.827156066889,2.3278600000000003,30578.7,0.0,4290,9.6121,4721,114.272
