objname,ra,dec,bjd,rv,rv_err,fwhm,span,maxcpp,contrast,lines,sn26
HD023249,55.211325844962,-9.9209146799755,2454026.60526477,-6174.96585845947,0.71771,7182.43,,4777,36.8575,6955,145.795
HD023249,55.211325844962,-9.9209146799755,2454026.60002151,-6176.30624771118,0.717413,7189.18,,4780,36.8546,6955,145.759
HD023249,55.211325844962,-9.9209146799755,2454023.53466838,-6156.94856643677,0.7424470000000001,7249.52,,3863,37.7365,6957,138.172
HD023249,55.211325844962,-9.9209146799755,2454022.5638518,-6166.94211959839,0.607329,7187.389999999999,,5570,40.4025,6959,162.745
HD023249,55.211325844962,-9.9209146799755,2454022.56584263,-6169.95906829834,0.609754,7207.650000000001,,5467,40.0783,6959,162.714
HD023249,55.211325844962,-9.9209146799755,2454023.53164742,-6161.69595718384,1.05249,7237.429999999999,,2160,35.7903,6957,100.671
HD023249,55.211325844962,-9.9209146799755,2454022.56716213,-6159.98792648315,0.5533680000000001,7225.990000000001,,6581,40.2026,6959,181.887
HD023249,55.211325844962,-9.9209146799755,2453977.65283149,-6172.95122146606,0.774452,7120.53,,3470,41.2557,6990,119.707
HD023249,55.211325844962,-9.9209146799755,2454022.56783346,-6169.12651062012,0.566752,7237.56,,6233,39.9789,6959,178.402
HD023249,55.211325844962,-9.9209146799755,2454022.56848163,-6178.69424819946,0.594646,7198.7699999999995,,5783,40.2911,6959,166.714
HD023249,55.211325844962,-9.9209146799755,2454017.65066235,-6177.9727935791,0.20962699999999998,7217.570000000001,,66740,40.9406,6962,583.229
HD023249,55.211325844962,-9.9209146799755,2454022.56452313,-6153.36847305298,0.568774,7214.66,,6219,40.1502,6959,175.911
HD023249,55.211325844962,-9.9209146799755,2454026.60791533,-6177.4802207946805,0.5769380000000001,7178.08,,6843,38.2589,6955,175.175
HD023249,55.211325844962,-9.9209146799755,2454017.65372963,-6173.22826385498,0.25951199999999996,7247.200000000001,,29046,39.9311,6962,391.072
HD023249,55.211325844962,-9.9209146799755,2454022.56517131,-6169.23666000366,0.5457310000000001,7203.87,,6775,40.4216,6959,182.54
HD023249,55.211325844962,-9.9209146799755,2454026.60264893,-6173.90012741089,0.9001589999999999,7182.62,,3359,35.0223,6955,119.967
HD023249,55.211325844962,-9.9209146799755,2454017.66001466,-6175.67443847656,0.221274,7254.0,,39854,40.2084,6962,462.877
HD023249,55.211325844962,-9.9209146799755,2454025.61659265,-6175.7321357727105,0.400547,7218.7,,12663,40.2655,6956,251.128
HD023249,55.211325844962,-9.9209146799755,2454026.59741725,-6171.94032669067,0.561415,7193.7699999999995,,7077,38.2591,6955,180.356
HD023249,55.211325844962,-9.9209146799755,2454022.56650238,-6165.22789001465,0.565079,7204.21,,6401,40.4376,6959,177.132
HD023249,55.211325844962,-9.9209146799755,2454022.56980113,-6165.207862854,0.5719609999999999,7171.04,,6302,40.7061,6959,171.761
HD023249,55.211325844962,-9.9209146799755,2454023.53265441,-6158.64086151123,0.632333,7213.19,,5281,38.9986,6957,159.898
HD023249,55.211325844962,-9.9209146799755,2454022.56915296,-6170.79019546509,0.55302,7177.65,,6738,40.7711,6959,177.189
