objname,ra,dec,bjd,rv,rv_err,fwhm,span,maxcpp,contrast,lines,sn26
HD115404,198.599904759605,17.2805500772422,2457053.65097284,7829.91361618042,0.538397,7272.43,34.0,10636,34.6742,6982,197.995
HD115404,198.599904759605,17.2805500772422,2460081.46043805,7846.8513488769495,2.58881,9291.25,-5.666670000000001,1586,27.2884,6881,73.3513
HD115404,198.599904759605,17.2805500772422,2456017.46961406,7836.34614944458,0.47656800000000005,7289.32,24.5,13333,34.7717,6927,223.298
HD115404,198.599904759605,17.2805500772422,2454893.54592521,7811.75518035889,0.623189,7265.73,20.0,8072,34.4125,6957,170.797
HD115404,198.599904759605,17.2805500772422,2457801.58542366,7850.45909881592,0.788449,7235.75,28.6667,5016,34.6801,6969,134.362
HD115404,198.599904759605,17.2805500772422,2454570.50002533,7841.78829193115,62.3036,7515.17,-302.16700000000003,116,7.94226,6910,9.41805
HD115404,198.599904759605,17.2805500772422,2454595.42122748,7809.86261367798,0.904477,7244.87,25.3333,4077,33.9712,6895,120.19
HD115404,198.599904759605,17.2805500772422,2455282.57836489,7800.6649017334,0.5868800000000001,7258.82,28.333299999999998,9013,34.5732,6928,180.729
HD115404,198.599904759605,17.2805500772422,2455992.62293746,7830.43146133423,0.852227,7267.36,15.5,4494,34.1153,6955,127.778
HD115404,198.599904759605,17.2805500772422,2458288.38230012,7866.60814285278,0.480092,7236.679999999999,16.1667,12594,34.8881,6863,219.148
HD115404,198.599904759605,17.2805500772422,2455584.65601349,7812.75844573975,0.5277590000000001,7318.58,22.3333,11066,34.6015,6984,202.072
HD115404,198.599904759605,17.2805500772422,2454514.62471076,7789.93892669678,0.587742,7302.570000000001,37.0,8969,34.4106,6966,185.159
HD115404,198.599904759605,17.2805500772422,2455998.60840614,7822.98946380615,0.46716599999999997,7288.77,29.3333,13890,34.7624,6947,227.934
HD115404,198.599904759605,17.2805500772422,2455008.36844879,7806.21480941772,0.46782300000000004,7282.6,22.166700000000002,13465,34.6371,6858,224.719
HD115404,198.599904759605,17.2805500772422,2456319.68505337,7820.4550743103,0.718004,7264.8099999999995,29.666700000000002,6113,34.5763,6984,148.776
HD115404,198.599904759605,17.2805500772422,2457165.393613,7860.99576950073,0.559645,7292.6,23.1667,9821,34.7115,6878,190.15
HD115404,198.599904759605,17.2805500772422,2457849.51156482,7837.30888366699,0.522003,7205.69,18.3333,10898,35.1066,6922,199.861
HD115404,198.599904759605,17.2805500772422,2457176.38937471,7847.64194488525,0.458129,7318.900000000001,31.0,14317,34.6249,6870,233.349
HD115404,198.599904759605,17.2805500772422,2455661.42215186,7807.31630325317,0.390782,7319.67,29.8333,19644,34.8541,6915,269.88
HD115404,198.599904759605,17.2805500772422,2457562.38965717,7859.72166061401,0.479302,7424.15,18.8333,12749,34.1842,6862,236.546
HD115404,198.599904759605,17.2805500772422,2456712.59384948,7824.15914535522,0.518431,7321.01,27.3333,11443,34.6205,6961,206.08
HD115404,198.599904759605,17.2805500772422,2454571.45846631,7808.83312225342,1.4756,7292.63,37.3333,2287,34.3444,6910,90.5872
HD115404,198.599904759605,17.2805500772422,2457126.53868291,7857.13148117065,0.435875,7328.03,13.3333,15966,34.6223,6911,253.319
HD115404,198.599904759605,17.2805500772422,2457942.40631284,7839.56670761108,0.504105,7240.59,24.333299999999998,10936,35.012,6858,204.877
HD115404,198.599904759605,17.2805500772422,2457503.53710575,7849.9755859375,0.741871,7315.87,29.3333,5782,34.1939,6902,147.805
HD115404,198.599904759605,17.2805500772422,2454569.50594704,7815.25373458862,0.919257,7305.17,22.3333,3838,34.5332,6911,118.294
HD115404,198.599904759605,17.2805500772422,2454572.47130281,7805.08375167847,1.35508,7276.45,23.5,2674,34.4486,6909,98.2365
