,HD,JD,RVel,e_RVel,Sind,e_Sind,Hind,e_Hind,EWHa,e_EWHa,RHKp,e_RHKp,BIS,FWHM,Tel,Bibcode
41,182572,2452096.93771,0.61,1.19,0.1217,-1,-1.0,-1,-1,-1,-1,-1,0,-1.0,HIRES-pre,2017yCat..51530208B
42,182572,2452162.867,1.24,1.06,0.1233,-1,-1.0,-1,-1,-1,-1,-1,0,-1.0,HIRES-pre,2017yCat..51530208B
43,182572,2452391.13429,-4.11,1.19,0.1295,-1,-1.0,-1,-1,-1,-1,-1,0,-1.0,HIRES-pre,2017yCat..51530208B
44,182572,2452488.91432,-1.31,1.52,0.1325,-1,-1.0,-1,-1,-1,-1,-1,0,-1.0,HIRES-pre,2017yCat..51530208B
45,182572,2452573.73402,0.14,1.18,0.1185,-1,-1.0,-1,-1,-1,-1,-1,0,-1.0,HIRES-pre,2017yCat..51530208B
46,182572,2452713.13712,-3.24,1.26,0.1338,-1,-1.0,-1,-1,-1,-1,-1,0,-1.0,HIRES-pre,2017yCat..51530208B
47,182572,2452806.06403,0.77,1.29,0.1124,-1,-1.0,-1,-1,-1,-1,-1,0,-1.0,HIRES-pre,2017yCat..51530208B
48,182572,2452833.93809,-2.8,1.24,0.1243,-1,-1.0,-1,-1,-1,-1,-1,0,-1.0,HIRES-pre,2017yCat..51530208B
49,182572,2453154.0628,-2.04,1.25,0.1286,-1,-1.0,-1,-1,-1,-1,-1,0,-1.0,HIRES-pre,2017yCat..51530208B
50,182572,2453237.90595,7.23,0.96,0.1448,-1,0.03215,-1,-1,-1,-1,-1,0,-1.0,HIRES-post,2017yCat..51530208B
51,182572,2453237.92314,8.7,0.9,0.1416,-1,-1.0,-1,-1,-1,-1,-1,0,-1.0,HIRES-post,2017yCat..51530208B
52,182572,2453237.94225,7.24,1.0,0.1435,-1,0.03213,-1,-1,-1,-1,-1,0,-1.0,HIRES-post,2017yCat..51530208B
53,182572,2453301.7214,-0.41,1.07,0.1277,-1,0.03212,-1,-1,-1,-1,-1,0,-1.0,HIRES-post,2017yCat..51530208B
54,182572,2453546.95075,0.36,0.85,0.1362,-1,0.03239,-1,-1,-1,-1,-1,0,-1.0,HIRES-post,2017yCat..51530208B
55,182572,2453546.95142,0.0,0.89,0.1291,-1,0.03224,-1,-1,-1,-1,-1,0,-1.0,HIRES-post,2017yCat..51530208B
56,182572,2453546.95211,2.82,0.9,0.1289,-1,0.03222,-1,-1,-1,-1,-1,0,-1.0,HIRES-post,2017yCat..51530208B
57,182572,2453546.95282,1.27,1.06,0.1298,-1,0.03244,-1,-1,-1,-1,-1,0,-1.0,HIRES-post,2017yCat..51530208B
58,182572,2453547.83749,1.44,0.7,0.1297,-1,-1.0,-1,-1,-1,-1,-1,0,-1.0,HIRES-post,2017yCat..51530208B
59,182572,2453547.83837,1.37,0.68,0.1287,-1,0.03235,-1,-1,-1,-1,-1,0,-1.0,HIRES-post,2017yCat..51530208B
60,182572,2453547.83919,2.86,0.72,0.1302,-1,0.03229,-1,-1,-1,-1,-1,0,-1.0,HIRES-post,2017yCat..51530208B
61,182572,2453547.84,0.91,0.76,0.1279,-1,0.03225,-1,-1,-1,-1,-1,0,-1.0,HIRES-post,2017yCat..51530208B
62,182572,2453549.00997,-0.67,0.79,0.1318,-1,0.03218,-1,-1,-1,-1,-1,0,-1.0,HIRES-post,2017yCat..51530208B
63,182572,2453549.01066,-0.41,0.82,0.1369,-1,0.0322,-1,-1,-1,-1,-1,0,-1.0,HIRES-post,2017yCat..51530208B
64,182572,2453549.01134,-2.59,0.81,0.1313,-1,0.03219,-1,-1,-1,-1,-1,0,-1.0,HIRES-post,2017yCat..51530208B
65,182572,2453549.93352,4.56,1.15,0.1271,-1,0.0323,-1,-1,-1,-1,-1,0,-1.0,HIRES-post,2017yCat..51530208B
66,182572,2453549.93417,1.61,0.84,0.1207,-1,0.03252,-1,-1,-1,-1,-1,0,-1.0,HIRES-post,2017yCat..51530208B
67,182572,2453549.93488,3.2,0.89,0.1208,-1,0.0325,-1,-1,-1,-1,-1,0,-1.0,HIRES-post,2017yCat..51530208B
68,182572,2453549.9356,0.1,0.95,0.1251,-1,0.03244,-1,-1,-1,-1,-1,0,-1.0,HIRES-post,2017yCat..51530208B
69,182572,2453550.98446,-1.45,0.85,0.1281,-1,0.03226,-1,-1,-1,-1,-1,0,-1.0,HIRES-post,2017yCat..51530208B
70,182572,2453550.98527,-0.69,0.85,0.1293,-1,0.03227,-1,-1,-1,-1,-1,0,-1.0,HIRES-post,2017yCat..51530208B
71,182572,2453550.98593,-2.45,0.88,0.1278,-1,0.03216,-1,-1,-1,-1,-1,0,-1.0,HIRES-post,2017yCat..51530208B
72,182572,2453550.9866,-1.95,0.84,0.1281,-1,0.03218,-1,-1,-1,-1,-1,0,-1.0,HIRES-post,2017yCat..51530208B
73,182572,2453551.94393,-3.45,0.94,0.1302,-1,0.03202,-1,-1,-1,-1,-1,0,-1.0,HIRES-post,2017yCat..51530208B
74,182572,2453551.94476,-3.91,0.93,0.1278,-1,0.03203,-1,-1,-1,-1,-1,0,-1.0,HIRES-post,2017yCat..51530208B
75,182572,2453551.94561,-2.09,0.94,0.1288,-1,0.03203,-1,-1,-1,-1,-1,0,-1.0,HIRES-post,2017yCat..51530208B
76,182572,2453551.94645,-2.85,0.92,0.127,-1,0.03225,-1,-1,-1,-1,-1,0,-1.0,HIRES-post,2017yCat..51530208B
77,182572,2453570.98186,1.42,0.87,0.1328,-1,0.0321,-1,-1,-1,-1,-1,0,-1.0,HIRES-post,2017yCat..51530208B
78,182572,2453570.98257,1.09,0.95,0.1308,-1,0.032,-1,-1,-1,-1,-1,0,-1.0,HIRES-post,2017yCat..51530208B
79,182572,2453570.98326,-0.97,0.8,0.1317,-1,0.03203,-1,-1,-1,-1,-1,0,-1.0,HIRES-post,2017yCat..51530208B
80,182572,2453696.69289,0.68,0.85,0.133,-1,0.03195,-1,-1,-1,-1,-1,0,-1.0,HIRES-post,2017yCat..51530208B
81,182572,2453696.6936,2.77,0.93,0.1337,-1,0.03194,-1,-1,-1,-1,-1,0,-1.0,HIRES-post,2017yCat..51530208B
82,182572,2453696.69431,1.83,0.97,0.1313,-1,0.03192,-1,-1,-1,-1,-1,0,-1.0,HIRES-post,2017yCat..51530208B
83,182572,2453926.04951,-1.46,0.91,0.1249,-1,0.03207,-1,-1,-1,-1,-1,0,-1.0,HIRES-post,2017yCat..51530208B
84,182572,2453926.05026,-1.38,0.86,0.1251,-1,0.03204,-1,-1,-1,-1,-1,0,-1.0,HIRES-post,2017yCat..51530208B
85,182572,2453926.05103,-2.62,0.89,0.1259,-1,0.03205,-1,-1,-1,-1,-1,0,-1.0,HIRES-post,2017yCat..51530208B
86,182572,2453983.77389,3.22,0.89,0.123,-1,0.03226,-1,-1,-1,-1,-1,0,-1.0,HIRES-post,2017yCat..51530208B
87,182572,2453983.77456,2.48,0.81,0.1221,-1,0.03226,-1,-1,-1,-1,-1,0,-1.0,HIRES-post,2017yCat..51530208B
88,182572,2453983.77523,2.72,0.77,0.1226,-1,0.03222,-1,-1,-1,-1,-1,0,-1.0,HIRES-post,2017yCat..51530208B
89,182572,2454084.69563,2.1,1.03,0.1461,-1,0.032,-1,-1,-1,-1,-1,0,-1.0,HIRES-post,2017yCat..51530208B
90,182572,2454084.69773,2.37,1.03,0.141,-1,0.032,-1,-1,-1,-1,-1,0,-1.0,HIRES-post,2017yCat..51530208B
91,182572,2454336.99759,1.41,1.03,0.1588,-1,0.03215,-1,-1,-1,-1,-1,0,-1.0,HIRES-post,2017yCat..51530208B
92,182572,2454633.93451,6.24,1.31,0.1361,-1,0.03234,-1,-1,-1,-1,-1,0,-1.0,HIRES-post,2017yCat..51530208B
93,182572,2454634.89701,1.84,1.04,0.1284,-1,0.03257,-1,-1,-1,-1,-1,0,-1.0,HIRES-post,2017yCat..51530208B
94,182572,2454635.92356,3.04,1.09,0.1323,-1,0.0323,-1,-1,-1,-1,-1,0,-1.0,HIRES-post,2017yCat..51530208B
95,182572,2454637.04098,3.95,1.1,0.129,-1,0.0324,-1,-1,-1,-1,-1,0,-1.0,HIRES-post,2017yCat..51530208B
96,182572,2454637.93037,1.85,0.88,0.1334,-1,0.03221,-1,-1,-1,-1,-1,0,-1.0,HIRES-post,2017yCat..51530208B
97,182572,2454638.89045,2.72,0.99,0.1304,-1,0.03237,-1,-1,-1,-1,-1,0,-1.0,HIRES-post,2017yCat..51530208B
98,182572,2454639.98471,5.66,1.09,0.1316,-1,0.03235,-1,-1,-1,-1,-1,0,-1.0,HIRES-post,2017yCat..51530208B
99,182572,2454640.95994,5.4,1.04,0.132,-1,0.0323,-1,-1,-1,-1,-1,0,-1.0,HIRES-post,2017yCat..51530208B
100,182572,2454641.94243,7.3,0.97,0.127,-1,0.03247,-1,-1,-1,-1,-1,0,-1.0,HIRES-post,2017yCat..51530208B
101,182572,2454644.07811,1.42,1.16,0.1322,-1,0.03246,-1,-1,-1,-1,-1,0,-1.0,HIRES-post,2017yCat..51530208B
102,182572,2454688.87072,-1.65,1.12,0.1242,-1,0.0321,-1,-1,-1,-1,-1,0,-1.0,HIRES-post,2017yCat..51530208B
103,182572,2454690.0278,-2.91,1.28,0.1465,-1,0.03203,-1,-1,-1,-1,-1,0,-1.0,HIRES-post,2017yCat..51530208B
104,182572,2454935.1256,1.09,1.03,0.1402,-1,0.03303,-1,-1,-1,-1,-1,0,-1.0,HIRES-post,2017yCat..51530208B
105,182572,2455708.13288,1.51,1.13,0.1278,-1,0.03259,-1,-1,-1,-1,-1,0,-1.0,HIRES-post,2017yCat..51530208B
106,182572,2455722.09875,0.35,1.03,0.133,-1,0.03237,-1,-1,-1,-1,-1,0,-1.0,HIRES-post,2017yCat..51530208B
107,182572,2455841.73645,1.6,1.16,0.1252,-1,0.03193,-1,-1,-1,-1,-1,0,-1.0,HIRES-post,2017yCat..51530208B
108,182572,2456529.84826,0.85,1.07,0.1387,-1,0.03219,-1,-1,-1,-1,-1,0,-1.0,HIRES-post,2017yCat..51530208B
109,182572,2456847.89271,-4.57,1.13,0.1288,-1,0.03197,-1,-1,-1,-1,-1,0,-1.0,HIRES-post,2017yCat..51530208B
110,182572,2456878.83904,-4.01,1.36,0.1316,-1,0.03205,-1,-1,-1,-1,-1,0,-1.0,HIRES-post,2017yCat..51530208B
111,182572,2457235.92942,0.74,1.06,0.1246,-1,0.03191,-1,-1,-1,-1,-1,0,-1.0,HIRES-post,2017yCat..51530208B
112,182572,2457294.73048,-0.9,0.99,-1.0,-1,-1.0,-1,-1,-1,-1,-1,0,-1.0,HIRES-post,2017yCat..51530208B
113,182572,2457703.69133,-7.84,1.15,0.1346,-1,0.03205,-1,-1,-1,-1,-1,0,-1.0,HIRES-post,2017yCat..51530208B
114,182572,2457831.14789,2.63,1.17,0.138,-1,0.03272,-1,-1,-1,-1,-1,0,-1.0,HIRES-post,2017yCat..51530208B
115,182572,2458020.69923,1.55,1.08,0.1374,-1,0.03192,-1,-1,-1,-1,-1,0,-1.0,HIRES-post,2017yCat..51530208B
116,182572,2458065.68355,-1.36,0.99,0.1234,-1,0.03186,-1,-1,-1,-1,-1,0,-1.0,HIRES-post,2017yCat..51530208B
117,182572,2458295.13402,8.07,1.16,-1.0,-1,-1.0,-1,-1,-1,-1,-1,0,-1.0,HIRES-post,2017yCat..51530208B
118,182572,2458299.1304,2.72,1.05,-1.0,-1,-1.0,-1,-1,-1,-1,-1,0,-1.0,HIRES-post,2017yCat..51530208B
119,182572,2458302.0205,2.28,1.07,-1.0,-1,-1.0,-1,-1,-1,-1,-1,0,-1.0,HIRES-post,2017yCat..51530208B
120,182572,2458645.12696,-3.1,0.93,-1.0,-1,-1.0,-1,-1,-1,-1,-1,0,-1.0,HIRES-post,2017yCat..51530208B
121,182572,2458646.86877,1.1,1.0,-1.0,-1,-1.0,-1,-1,-1,-1,-1,0,-1.0,HIRES-post,2017yCat..51530208B
122,182572,2458666.12569,-6.4,0.95,-1.0,-1,-1.0,-1,-1,-1,-1,-1,0,-1.0,HIRES-post,2017yCat..51530208B
123,182572,2458798.68051,-0.1,1.1,-1.0,-1,-1.0,-1,-1,-1,-1,-1,0,-1.0,HIRES-post,2017yCat..51530208B
0,182572,2456582.729812,8.72,2.698635,-1.0,-1,-1.0,-1,-1,-1,-1,-1,0,-1.0,Levy,2021ApJS..255....8R
1,182572,2456597.672261,-0.73,2.575329,-1.0,-1,-1.0,-1,-1,-1,-1,-1,0,-1.0,Levy,2021ApJS..255....8R
2,182572,2456741.977279,-2.72,2.736669,-1.0,-1,-1.0,-1,-1,-1,-1,-1,0,-1.0,Levy,2021ApJS..255....8R
3,182572,2456801.941797,5.16,2.368052,-1.0,-1,-1.0,-1,-1,-1,-1,-1,0,-1.0,Levy,2021ApJS..255....8R
4,182572,2456816.995113,1.38,1.765413,-1.0,-1,-1.0,-1,-1,-1,-1,-1,0,-1.0,Levy,2021ApJS..255....8R
5,182572,2456821.903113,0.43,1.831118,-1.0,-1,-1.0,-1,-1,-1,-1,-1,0,-1.0,Levy,2021ApJS..255....8R
6,182572,2456822.871663,-2.42,1.753314,-1.0,-1,-1.0,-1,-1,-1,-1,-1,0,-1.0,Levy,2021ApJS..255....8R
7,182572,2456826.987655,0.89,1.790569,-1.0,-1,-1.0,-1,-1,-1,-1,-1,0,-1.0,Levy,2021ApJS..255....8R
8,182572,2456838.798744,0.32,2.044738,-1.0,-1,-1.0,-1,-1,-1,-1,-1,0,-1.0,Levy,2021ApJS..255....8R
9,182572,2456847.780096,0.11,1.947131,-1.0,-1,-1.0,-1,-1,-1,-1,-1,0,-1.0,Levy,2021ApJS..255....8R
10,182572,2456847.843534,-3.01,2.538524,-1.0,-1,-1.0,-1,-1,-1,-1,-1,0,-1.0,Levy,2021ApJS..255....8R
11,182572,2456847.84483,2.86,2.756074,-1.0,-1,-1.0,-1,-1,-1,-1,-1,0,-1.0,Levy,2021ApJS..255....8R
12,182572,2456847.846138,0.5,2.575492,-1.0,-1,-1.0,-1,-1,-1,-1,-1,0,-1.0,Levy,2021ApJS..255....8R
13,182572,2456850.868031,1.82,2.477166,-1.0,-1,-1.0,-1,-1,-1,-1,-1,0,-1.0,Levy,2021ApJS..255....8R
14,182572,2456850.869397,-0.05,2.583447,-1.0,-1,-1.0,-1,-1,-1,-1,-1,0,-1.0,Levy,2021ApJS..255....8R
15,182572,2456850.870785,9.13,2.489118,-1.0,-1,-1.0,-1,-1,-1,-1,-1,0,-1.0,Levy,2021ApJS..255....8R
16,182572,2456852.835092,7.32,2.513402,-1.0,-1,-1.0,-1,-1,-1,-1,-1,0,-1.0,Levy,2021ApJS..255....8R
17,182572,2456852.836492,1.3,2.476302,-1.0,-1,-1.0,-1,-1,-1,-1,-1,0,-1.0,Levy,2021ApJS..255....8R
18,182572,2456852.837881,0.23,2.629198,-1.0,-1,-1.0,-1,-1,-1,-1,-1,0,-1.0,Levy,2021ApJS..255....8R
19,182572,2456856.824799,2.88,2.718554,-1.0,-1,-1.0,-1,-1,-1,-1,-1,0,-1.0,Levy,2021ApJS..255....8R
20,182572,2456856.826327,5.79,2.676431,-1.0,-1,-1.0,-1,-1,-1,-1,-1,0,-1.0,Levy,2021ApJS..255....8R
21,182572,2456856.827797,5.4,2.686881,-1.0,-1,-1.0,-1,-1,-1,-1,-1,0,-1.0,Levy,2021ApJS..255....8R
22,182572,2456858.795432,0.18,2.676096,-1.0,-1,-1.0,-1,-1,-1,-1,-1,0,-1.0,Levy,2021ApJS..255....8R
23,182572,2456858.796774,5.7,2.860456,-1.0,-1,-1.0,-1,-1,-1,-1,-1,0,-1.0,Levy,2021ApJS..255....8R
24,182572,2456858.798105,0.7,2.677192,-1.0,-1,-1.0,-1,-1,-1,-1,-1,0,-1.0,Levy,2021ApJS..255....8R
25,182572,2456872.821326,4.25,2.042068,-1.0,-1,-1.0,-1,-1,-1,-1,-1,0,-1.0,Levy,2021ApJS..255....8R
26,182572,2456880.710506,2.4,2.036057,-1.0,-1,-1.0,-1,-1,-1,-1,-1,0,-1.0,Levy,2021ApJS..255....8R
27,182572,2456884.82852,-5.0,2.643238,-1.0,-1,-1.0,-1,-1,-1,-1,-1,0,-1.0,Levy,2021ApJS..255....8R
28,182572,2456884.829689,-5.08,2.513853,-1.0,-1,-1.0,-1,-1,-1,-1,-1,0,-1.0,Levy,2021ApJS..255....8R
29,182572,2456884.830881,-3.43,2.924174,-1.0,-1,-1.0,-1,-1,-1,-1,-1,0,-1.0,Levy,2021ApJS..255....8R
30,182572,2456886.690843,0.45,1.804161,-1.0,-1,-1.0,-1,-1,-1,-1,-1,0,-1.0,Levy,2021ApJS..255....8R
31,182572,2456886.739707,-3.74,2.557267,-1.0,-1,-1.0,-1,-1,-1,-1,-1,0,-1.0,Levy,2021ApJS..255....8R
32,182572,2456886.740899,-1.83,2.771412,-1.0,-1,-1.0,-1,-1,-1,-1,-1,0,-1.0,Levy,2021ApJS..255....8R
33,182572,2456886.742114,2.55,2.342129,-1.0,-1,-1.0,-1,-1,-1,-1,-1,0,-1.0,Levy,2021ApJS..255....8R
34,182572,2456890.765576,0.04,2.851994,-1.0,-1,-1.0,-1,-1,-1,-1,-1,0,-1.0,Levy,2021ApJS..255....8R
35,182572,2456890.766757,-1.44,2.677101,-1.0,-1,-1.0,-1,-1,-1,-1,-1,0,-1.0,Levy,2021ApJS..255....8R
36,182572,2456890.767995,-5.25,3.286546,-1.0,-1,-1.0,-1,-1,-1,-1,-1,0,-1.0,Levy,2021ApJS..255....8R
37,182572,2456891.764061,-5.7,2.375111,-1.0,-1,-1.0,-1,-1,-1,-1,-1,0,-1.0,Levy,2021ApJS..255....8R
38,182572,2456891.765299,-1.69,3.873292,-1.0,-1,-1.0,-1,-1,-1,-1,-1,0,-1.0,Levy,2021ApJS..255....8R
39,182572,2456891.766202,-6.13,3.311418,-1.0,-1,-1.0,-1,-1,-1,-1,-1,0,-1.0,Levy,2021ApJS..255....8R
40,182572,2456892.702906,-2.14,2.450849,-1.0,-1,-1.0,-1,-1,-1,-1,-1,0,-1.0,Levy,2021ApJS..255....8R
41,182572,2456892.704005,-0.33,3.151705,-1.0,-1,-1.0,-1,-1,-1,-1,-1,0,-1.0,Levy,2021ApJS..255....8R
42,182572,2456892.705186,0.72,2.249631,-1.0,-1,-1.0,-1,-1,-1,-1,-1,0,-1.0,Levy,2021ApJS..255....8R
43,182572,2456941.68891,-3.87,3.124388,-1.0,-1,-1.0,-1,-1,-1,-1,-1,0,-1.0,Levy,2021ApJS..255....8R
44,182572,2456941.690646,-5.86,3.037652,-1.0,-1,-1.0,-1,-1,-1,-1,-1,0,-1.0,Levy,2021ApJS..255....8R
45,182572,2456941.692486,-2.18,2.915574,-1.0,-1,-1.0,-1,-1,-1,-1,-1,0,-1.0,Levy,2021ApJS..255....8R
46,182572,2457121.984779,-9.68,2.944077,-1.0,-1,-1.0,-1,-1,-1,-1,-1,0,-1.0,Levy,2021ApJS..255....8R
47,182572,2457121.98574,-4.25,2.513589,-1.0,-1,-1.0,-1,-1,-1,-1,-1,0,-1.0,Levy,2021ApJS..255....8R
48,182572,2457121.98721,-6.81,2.54792,-1.0,-1,-1.0,-1,-1,-1,-1,-1,0,-1.0,Levy,2021ApJS..255....8R
49,182572,2457124.000952,-2.88,2.295161,-1.0,-1,-1.0,-1,-1,-1,-1,-1,0,-1.0,Levy,2021ApJS..255....8R
50,182572,2457124.002318,2.64,2.01057,-1.0,-1,-1.0,-1,-1,-1,-1,-1,0,-1.0,Levy,2021ApJS..255....8R
51,182572,2457124.003788,-1.46,2.353118,-1.0,-1,-1.0,-1,-1,-1,-1,-1,0,-1.0,Levy,2021ApJS..255....8R
52,182572,2457124.957663,0.05,2.104298,-1.0,-1,-1.0,-1,-1,-1,-1,-1,0,-1.0,Levy,2021ApJS..255....8R
53,182572,2457124.958681,1.34,2.070814,-1.0,-1,-1.0,-1,-1,-1,-1,-1,0,-1.0,Levy,2021ApJS..255....8R
54,182572,2457124.959688,1.72,2.220728,-1.0,-1,-1.0,-1,-1,-1,-1,-1,0,-1.0,Levy,2021ApJS..255....8R
55,182572,2457125.984981,-1.59,2.238676,-1.0,-1,-1.0,-1,-1,-1,-1,-1,0,-1.0,Levy,2021ApJS..255....8R
56,182572,2457125.985988,-1.85,2.177234,-1.0,-1,-1.0,-1,-1,-1,-1,-1,0,-1.0,Levy,2021ApJS..255....8R
57,182572,2457125.986995,1.4,2.242384,-1.0,-1,-1.0,-1,-1,-1,-1,-1,0,-1.0,Levy,2021ApJS..255....8R
58,182572,2457130.982604,-3.35,1.739051,-1.0,-1,-1.0,-1,-1,-1,-1,-1,0,-1.0,Levy,2021ApJS..255....8R
59,182572,2457130.98566,-2.97,1.92334,-1.0,-1,-1.0,-1,-1,-1,-1,-1,0,-1.0,Levy,2021ApJS..255....8R
60,182572,2457130.989445,-6.97,2.319092,-1.0,-1,-1.0,-1,-1,-1,-1,-1,0,-1.0,Levy,2021ApJS..255....8R
61,182572,2457132.90921,0.51,2.502221,-1.0,-1,-1.0,-1,-1,-1,-1,-1,0,-1.0,Levy,2021ApJS..255....8R
62,182572,2457132.910321,0.39,2.373701,-1.0,-1,-1.0,-1,-1,-1,-1,-1,0,-1.0,Levy,2021ApJS..255....8R
63,182572,2457132.911409,4.0,2.462638,-1.0,-1,-1.0,-1,-1,-1,-1,-1,0,-1.0,Levy,2021ApJS..255....8R
