# Query Description
# Type of request:                 Extract data from a table
# Name of the selected table:      sophiecc
# Description of the table:        Cross-correlation functions
# Object:                          HD131156
# Display the fields:              seq,$link[objname],date,$link[slen],mask,ccf_offline,$field[rv],fwhm,span,maxcpp,contrast,lines,$link['view_head'],$link['get_ccf'],$link['view_ccf'],bjd
# Description of each column
# seq: ----------------- Sequence number
# $link[objname]: ------ Designation of the object
# date: ---------------- Observation date
# $link[slen]: --------- Length of the series
# mask: ---------------- Name of the mask
# ccf_offline: --------- Offline CCF
# $field[rv]: ---------- Radial velocity
# fwhm: ---------------- FWHM of the correlation peak
# span: ---------------- Bissector span
# maxcpp: -------------- Maximum number of counts per pixel
# contrast: ------------ Contrast of the CCF
# lines: --------------- Number of lines used for the CCF
# $link['view_head']: -- See the header of the cross-correlation file
# $link['get_ccf']: ---- Download the cross-correlation function FITS file
# $link['view_ccf']: --- View the cross-correlation function
# bjd: ----------------- Barycentric Julian date
#--- -------------- ---- ----------- ---- ----------- -- --- ---- ---- ------ -------- ----- ------------------ ---------------- ----------------- ---
seq $link[objname] date $link[slen] mask ccf_offline rv err fwhm span maxcpp contrast lines $link['view_head'] $link['get_ccf'] $link['view_ccf'] bjd
#--- -------------- ---- ----------- ---- ----------- -- --- ---- ---- ------ -------- ----- ------------------ ---------------- ----------------- ---
1955480	HD131156	2016-04-13	   2	K5	0	2.04826903343201	0.00137204	8.43963	0.000333333	6144	25.3246	6938	view_head	get_ccf	view_ccf	2457492.52847015
1953540	HD131156	2016-04-11	   2	K5	0	1.96187627315521	0.000844297	8.39546	0.0436667	15494	25.5305	6942	view_head	get_ccf	view_ccf	2457490.59703899
1953550	HD131156	2016-04-11	   2	K5	0	1.96096408367157	0.000841217	8.39549	0.0465	15620	25.5279	6942	view_head	get_ccf	view_ccf	2457490.60012932
1936390	HD131156	2016-02-28	   2	K5	0	2.00921440124512	0.00135684	8.39	0.0166667	6261	25.3034	6979	view_head	get_ccf	view_ccf	2457447.64646957
1936390	HD131156	2016-02-28	   2	K5	0	2.00921440124512	0.00135684	8.39	0.0166667	6261	25.3034	6979	view_head	get_ccf	view_ccf	2457447.64646957
1936370	HD131156	2016-02-28	   2	K5	0	2.00199866294861	0.00252638	8.36422	0.0085	1987	24.7571	6979	view_head	get_ccf	view_ccf	2457447.63900378
1936370	HD131156	2016-02-28	   2	K5	0	2.00199866294861	0.00252638	8.36422	0.0085	1987	24.7571	6979	view_head	get_ccf	view_ccf	2457447.63900378
1936360	HD131156	2016-02-28	   2	K5	0	2.00222039222717	0.00338299	8.36277	0.0178333	1199	24.3762	6979	view_head	get_ccf	view_ccf	2457447.63730228
1936360	HD131156	2016-02-28	   2	K5	0	2.00222039222717	0.00338299	8.36277	0.0178333	1199	24.3762	6979	view_head	get_ccf	view_ccf	2457447.63730228
1936380	HD131156	2016-02-28	   2	K5	0	2.00605702400208	0.00171928	8.38688	0.0215	4053	25.1163	6979	view_head	get_ccf	view_ccf	2457447.64268459
1936380	HD131156	2016-02-28	   2	K5	0	2.00605702400208	0.00171928	8.38688	0.0215	4053	25.1163	6979	view_head	get_ccf	view_ccf	2457447.64268459
1937170	HD131156	2016-02-29	   2	K5	0	2.01288056373596	0.00202383	8.4148	0.0153333	2958	24.9825	6977	view_head	get_ccf	view_ccf	2457448.63944169
1937170	HD131156	2016-02-29	   2	K5	0	2.01288056373596	0.00202383	8.4148	0.0153333	2958	24.9825	6977	view_head	get_ccf	view_ccf	2457448.63944169
1937160	HD131156	2016-02-29	   2	K5	0	2.01169872283936	0.00186275	8.41008	0.0133333	3435	25.04	6977	view_head	get_ccf	view_ccf	2457448.63752027
1937160	HD131156	2016-02-29	   2	K5	0	2.01169872283936	0.00186275	8.41008	0.0133333	3435	25.04	6977	view_head	get_ccf	view_ccf	2457448.63752027
1935660	HD131156	2016-02-25	   2	K5	0	1.95570611953735	0.00212959	8.41062	0.0411667	2702	24.8723	6978	view_head	get_ccf	view_ccf	2457444.69998109
1935670	HD131156	2016-02-25	   2	K5	0	1.95978617668152	0.00205671	8.40799	0.0488333	2869	24.9544	6978	view_head	get_ccf	view_ccf	2457444.70134692
1978330	HD131156	2016-05-28	   2	K5	0	2.01573371887207	0.00126463	8.43743	0.0281667	7016	25.3102	6900	view_head	get_ccf	view_ccf	2457537.44806394
1978320	HD131156	2016-05-28	   2	K5	0	2.01404309272766	0.0019156	8.41822	0.0308333	3284	24.7838	6900	view_head	get_ccf	view_ccf	2457537.44309889
1977720	HD131156	2016-05-27	   2	K5	0	1.99110090732574	0.00194632	8.45895	0.0316667	3172	24.7895	6900	view_head	get_ccf	view_ccf	2457536.41358459
1977710	HD131156	2016-05-27	   2	K5	0	1.99616122245789	0.00120989	8.45142	0.0521667	7742	25.1892	6900	view_head	get_ccf	view_ccf	2457536.40980003
1977090	HD131156	2016-05-26	   2	K5	0	1.99379205703735	0.00124743	8.46724	0.0323333	6918	25.0765	6900	view_head	get_ccf	view_ccf	2457535.49325419
1977100	HD131156	2016-05-26	   2	K5	0	1.99400675296783	0.0013898	8.47212	0.0363333	5684	25.0476	6900	view_head	get_ccf	view_ccf	2457535.49529114
1974550	HD131156	2016-05-23	   2	K5	0	2.03406071662903	0.00104147	8.50459	0.0186667	10288	25.4909	6904	view_head	get_ccf	view_ccf	2457532.47062385
1974560	HD131156	2016-05-23	   2	K5	0	2.03102493286133	0.00104195	8.5079	0.0173333	10260	25.483	6904	view_head	get_ccf	view_ccf	2457532.47440842
1588850	HD131156	2013-04-02	   2	K5	0	2.17199468612671	0.00091567	8.40132	0.0416667	13486	25.4024	6952	view_head	get_ccf	view_ccf	2456385.58264086
1588860	HD131156	2013-04-02	   2	K5	0	2.17240023612976	0.000934935	8.40616	0.0456667	12913	25.3792	6952	view_head	get_ccf	view_ccf	2456385.58624051
1590720	HD131156	2013-04-05	   3	K5	0	2.16302466392517	0.000754192	8.39143	0.0521667	19706	25.4202	6950	view_head	get_ccf	view_ccf	2456388.54362929
1591360	HD131156	2013-04-06	   2	K5	0	2.23349094390869	0.000974771	8.36609	0.0015	11756	25.4374	6949	view_head	get_ccf	view_ccf	2456389.58062409
1590710	HD131156	2013-04-05	   3	K5	0	2.16277670860291	0.00074488	8.3878	0.0551667	20227	25.4438	6950	view_head	get_ccf	view_ccf	2456388.5405042
1591830	HD131156	2013-04-07	   2	K5	0	2.21545028686523	0.00180727	8.45996	0.00683333	3895	24.4801	6949	view_head	get_ccf	view_ccf	2456390.52185122
1848000	HD131156	2015-08-04	   2	K5	0	1.94462537765503	0.000583004	8.60569	0.0456667	26722	24.9089	6877	view_head	get_ccf	view_ccf	2457239.36030375
1848000	HD131156	2015-08-04	   2	K5	0	1.94462537765503	0.000583004	8.60569	0.0456667	26722	24.9089	6877	view_head	get_ccf	view_ccf	2457239.36030375
1848010	HD131156	2015-08-04	   2	K5	0	1.94598472118378	0.000610854	8.60724	0.0478333	24393	24.8787	6877	view_head	get_ccf	view_ccf	2457239.36406502
1848010	HD131156	2015-08-04	   2	K5	0	1.94598472118378	0.000610854	8.60724	0.0478333	24393	24.8787	6877	view_head	get_ccf	view_ccf	2457239.36406502
1844980	HD131156	2015-07-30	   2	K5	0	1.97042763233185	0.000862985	8.6322	0.016	12711	24.4907	6876	view_head	get_ccf	view_ccf	2457234.38454858
1844980	HD131156	2015-07-30	   2	K5	0	1.97042763233185	0.000862985	8.6322	0.016	12711	24.4907	6876	view_head	get_ccf	view_ccf	2457234.38454858
1844990	HD131156	2015-07-30	   2	K5	0	1.97123074531555	0.00065717	8.53194	0.028	22555	25.1925	6876	view_head	get_ccf	view_ccf	2457234.38832142
1844990	HD131156	2015-07-30	   2	K5	0	1.97123074531555	0.00065717	8.53194	0.028	22555	25.1925	6876	view_head	get_ccf	view_ccf	2457234.38832142
1590730	HD131156	2013-04-05	   3	K5	0	2.16206312179565	0.000923857	8.38651	0.0568333	13261	25.3512	6950	view_head	get_ccf	view_ccf	2456388.54675437
#-- end of data table ----------------------------------------------------------
# 65 lines were successfully retrieved
