,HD,JD,RVel,e_RVel,Sind,e_Sind,Hind,e_Hind,EWHa,e_EWHa,RHKp,e_RHKp,BIS,FWHM,Tel,Bibcode
0,219623,2454688.92819,6.85,2.1,0.1369,-1,0.02986,-1,-1,-1,-1,-1,0,-1,HIRES-post,2017yCat..51530208B
1,219623,2454805.74347,3.79,2.01,0.1335,-1,0.02985,-1,-1,-1,-1,-1,0,-1,HIRES-post,2017yCat..51530208B
2,219623,2454984.12358,7.0,1.78,0.1333,-1,0.02986,-1,-1,-1,-1,-1,0,-1,HIRES-post,2017yCat..51530208B
3,219623,2455197.69236,-0.66,2.97,0.0222,-1,0.02814,-1,-1,-1,-1,-1,0,-1,HIRES-post,2017yCat..51530208B
4,219623,2455198.68876,1.46,1.86,0.1388,-1,0.02955,-1,-1,-1,-1,-1,0,-1,HIRES-post,2017yCat..51530208B
5,219623,2455703.12146,-5.49,1.86,0.142,-1,0.02977,-1,-1,-1,-1,-1,0,-1,HIRES-post,2017yCat..51530208B
6,219623,2456487.12294,16.06,1.56,0.1412,-1,0.02982,-1,-1,-1,-1,-1,0,-1,HIRES-post,2017yCat..51530208B
7,219623,2456531.07941,2.58,1.86,0.1372,-1,0.02984,-1,-1,-1,-1,-1,0,-1,HIRES-post,2017yCat..51530208B
8,219623,2456585.88977,22.99,2.05,0.1417,-1,0.02978,-1,-1,-1,-1,-1,0,-1,HIRES-post,2017yCat..51530208B
9,219623,2456613.7994,-6.2,2.38,0.1432,-1,0.0298,-1,-1,-1,-1,-1,0,-1,HIRES-post,2017yCat..51530208B
10,219623,2456843.11694,8.19,2.1,0.133,-1,0.02974,-1,-1,-1,-1,-1,0,-1,HIRES-post,2017yCat..51530208B
11,219623,2456844.11447,-2.03,1.78,0.1356,-1,0.02981,-1,-1,-1,-1,-1,0,-1,HIRES-post,2017yCat..51530208B
12,219623,2456845.13329,-2.22,1.93,0.1342,-1,0.02974,-1,-1,-1,-1,-1,0,-1,HIRES-post,2017yCat..51530208B
13,219623,2456846.11919,-4.71,1.94,0.1328,-1,0.02979,-1,-1,-1,-1,-1,0,-1,HIRES-post,2017yCat..51530208B
14,219623,2456847.11666,4.07,1.82,0.1374,-1,0.02987,-1,-1,-1,-1,-1,0,-1,HIRES-post,2017yCat..51530208B
15,219623,2456848.12973,3.65,1.7,0.1345,-1,0.0298,-1,-1,-1,-1,-1,0,-1,HIRES-post,2017yCat..51530208B
16,219623,2456849.12368,1.47,2.14,0.1368,-1,0.02991,-1,-1,-1,-1,-1,0,-1,HIRES-post,2017yCat..51530208B
17,219623,2456852.13286,0.0,2.02,0.1359,-1,0.02982,-1,-1,-1,-1,-1,0,-1,HIRES-post,2017yCat..51530208B
18,219623,2456856.13748,-5.15,1.89,0.1342,-1,0.02968,-1,-1,-1,-1,-1,0,-1,HIRES-post,2017yCat..51530208B
19,219623,2456894.083,-2.92,2.2,0.1344,-1,0.02992,-1,-1,-1,-1,-1,0,-1,HIRES-post,2017yCat..51530208B
20,219623,2457294.76235,-8.47,2.4,-1.0,-1,-1.0,-1,-1,-1,-1,-1,0,-1,HIRES-post,2017yCat..51530208B
21,219623,2457570.05056,7.95,1.93,0.1322,-1,0.02983,-1,-1,-1,-1,-1,0,-1,HIRES-post,2017yCat..51530208B
22,219623,2457587.95156,-6.22,1.86,0.1387,-1,0.02977,-1,-1,-1,-1,-1,0,-1,HIRES-post,2017yCat..51530208B
23,219623,2457633.84147,-11.99,2.31,0.1364,-1,0.02993,-1,-1,-1,-1,-1,0,-1,HIRES-post,2017yCat..51530208B
24,219623,2457713.8308,7.62,2.33,0.1421,-1,0.02978,-1,-1,-1,-1,-1,0,-1,HIRES-post,2017yCat..51530208B
25,219623,2457747.68346,2.69,2.28,0.12,-1,0.0296,-1,-1,-1,-1,-1,0,-1,HIRES-post,2017yCat..51530208B
26,219623,2457912.12473,5.52,1.83,0.1384,-1,0.02976,-1,-1,-1,-1,-1,0,-1,HIRES-post,2017yCat..51530208B
27,219623,2457974.02365,-0.46,1.92,0.1457,-1,0.0298,-1,-1,-1,-1,-1,0,-1,HIRES-post,2017yCat..51530208B
28,219623,2457999.95028,11.03,2.23,0.1373,-1,0.02985,-1,-1,-1,-1,-1,0,-1,HIRES-post,2017yCat..51530208B
29,219623,2458023.93633,-4.76,2.65,0.1452,-1,0.02996,-1,-1,-1,-1,-1,0,-1,HIRES-post,2017yCat..51530208B
30,219623,2458028.89889,-3.77,2.13,0.1375,-1,0.02978,-1,-1,-1,-1,-1,0,-1,HIRES-post,2017yCat..51530208B
