Name,JD,RVel,e_RVel,SNR,Dewar
13531,2450831.62305,316.62,8.78,59.0,13
13531,2451027.00586,239.93,8.18,75.0,6
13531,2451154.73047,281.1,6.09,98.0,6
13531,2453391.67107,63.82,4.25,123.0,8
13531,2453954.99026,-16.14,4.29,118.0,8
13531,2453987.98471,5.16,3.77,121.0,8
13531,2453988.84245,-13.02,3.98,122.0,8
13531,2453989.92057,39.28,3.67,144.0,8
13531,2454049.80383,51.36,4.33,124.0,8
13531,2454337.9182,-30.89,2.94,162.0,8
13531,2454339.96083,0.0,3.36,165.0,8
13531,2454723.95531,-62.08,3.18,182.0,8
13531,2454785.83271,-67.96,4.44,117.0,8
