Name,JD,RVel,e_RVel,SNR,Dewar
43523,2450831.7793,10.29,5.4,79.0,13
43523,2450856.69434,8.21,9.24,52.0,13
43523,2451533.87109,7.85,4.16,170.0,6
43523,2451539.80078,6.36,4.88,127.0,6
43523,2451832.04883,3.5,7.99,78.0,6
43523,2451835.02038,-2.4,4.04,134.0,6
43523,2451859.99219,-40.15,4.73,132.0,6
43523,2451860.95606,-20.45,4.22,154.0,6
43523,2451906.90193,14.77,4.53,124.0,6
43523,2452578.01277,12.54,3.39,118.0,8
43523,2452611.89684,16.4,2.23,177.0,8
43523,2452991.87988,-10.19,3.24,224.0,8
43523,2453008.83691,-4.71,4.08,116.0,8
43523,2453009.75293,2.53,4.11,117.0,8
43523,2453080.70071,3.74,3.91,95.0,8
43523,2453281.99414,-40.43,3.26,184.0,8
43523,2453388.74413,9.53,3.4,149.0,8
43523,2453390.79891,6.5,3.64,152.0,8
43523,2453391.84882,-19.78,3.61,152.0,8
43523,2453744.7513,-4.19,3.28,139.0,8
43523,2453756.77341,-10.74,3.59,133.0,8
43523,2453989.01698,-30.02,3.83,143.0,8
43523,2454050.01537,-18.4,4.09,127.0,8
43523,2454072.86059,-9.49,2.82,178.0,8
43523,2454073.82937,-10.37,3.59,161.0,8
43523,2454099.89921,-21.25,4.02,122.0,8
43523,2454133.78426,-21.52,3.23,149.0,8
43523,2454134.73113,-20.59,3.7,129.0,8
43523,2454374.04495,0.94,3.77,142.0,8
43523,2454426.99492,0.4,3.3,135.0,8
43523,2454547.73501,11.57,4.23,114.0,8
43523,2454783.90654,-3.54,3.47,153.0,8
43523,2454786.04345,5.6,3.35,140.0,8
43523,2454846.81495,-30.49,3.66,186.0,8
43523,2454847.76831,-22.79,2.87,237.0,8
43523,2454848.77955,-5.77,2.85,226.0,8
43523,2454849.75836,6.57,2.86,224.0,8
43523,2454865.73222,-5.57,3.75,230.0,8
43523,2455166.97359,17.0,2.44,252.0,8
43523,2455846.96053,10.92,4.14,134.0,8
